material_id,formula,regime_calc,estrutura_esperada,is_pv_candidate,is_ibsc_candidate,is_pv_candidate_amp,is_ibsc_candidate_amp,energy_above_hull,is_stable,near_hull,is_gap_direct,ordering,band_gap,density,site_density,efermi,volume,nsites,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData avg_dev Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mean NdUnfilled,MagpieData maximum NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,regime_GGA,regime_GGAU,regime_HSE06,gap_direto
mp-1219030,Sn4GeTe4Se,GGA,relacionada,False,False,False,False,0.009220621062498,False,True,False,NM,0.396499999999999,6.090139313050948,0.0322610712183568,5.89115919,309.9711082845227,10,32.0,52.0,20.0,47.4,5.760000000000001,50.0,79.0,90.0,84.8,80.0,494.0,1211.4,661.6360000000001,158.772,505.08,14.0,16.0,15.0,1.0,4.0,5.0,1.0,0.3200000000000001,120.0,139.0,19.0,134.8,5.919999999999993,138.0,2.55,0.5899999999999999,2.08,0.11000000000000006,1.96,2.0,2.0,2.0,2.0,2.0,3.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,14.0,16.0,2.0,15.0,1.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,23.005,34.7633333333,32.11183333332,3.0597333333279972,33.285,0.799,0.30379999999999996,0.24304000000000006,0.0,0.0,14.0,225.0,211.0,141.1,25.5,141.0,1,0,0,0
mp-1226806,CdGa4As4Se,GGA,relacionada,False,False,False,False,0.0261399085,False,True,True,NM,0.042199999999999,5.13958772695003,0.040199162114754,2.32323923,248.76140381865704,10,31.0,48.0,17.0,33.8,2.879999999999998,31.0,70.0,89.0,79.1,74.0,302.91,1090.0,665.9860000000001,339.2112,302.91,12.0,16.0,14.0,1.2,4.0,5.0,1.0,0.17999999999999972,119.0,144.0,25.0,122.8,4.2399999999999975,119.0,2.55,0.8599999999999999,2.02,0.23400000000000004,1.81,2.0,2.0,2.0,0.0,4.0,2.0,1.2,10.0,10.0,10.0,0.0,0.0,0.0,12.0,16.0,4.0,14.0,1.2,5.0,5.0,3.4,1.28,3.0,0.0,0.0,0.0,0.0,5.0,5.0,3.4,1.28,18.8575,25.92,20.954500000000003,1.9694999999999996,18.8575,0.799,0.0799,0.14382,0.0,0.0,14.0,194.0,180.0,112.8,58.8,64.0,1,0,0,1
mp-637206,AlBiSeCl4,GGA,kesterita,False,True,False,True,0.0,True,True,False,NM,2.542399999999999,3.5376926968141813,0.0326516974432715,0.1107556,857.5358156692063,28,13.0,83.0,70.0,28.285714285714285,17.26530612244898,17.0,73.0,94.0,89.14285714285714,94.0,171.6,933.47,379.7528571428571,237.88897959183674,171.6,13.0,17.0,16.0,1.1428571428571428,3.0,6.0,3.0,0.816326530612245,102.0,148.0,46.0,113.85714285714286,13.551020408163266,102.0,3.16,1.55,2.6885714285714286,0.5387755102040818,3.16,2.0,2.0,2.0,1.0,4.0,4.0,1.1428571428571428,0.0,10.0,2.857142857142857,4.081632653061225,14.0,2.0,3.0,29.0,26.0,10.857142857142858,6.653061224489796,5.0,4.0,2.0,1.1428571428571428,1.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,1.1428571428571428,16.48,32.95,24.762857142857143,2.6697959183673485,24.4975,2.493,1.5387142857142855,1.0906122448979592,2.493,0.0,12.0,225.0,213.0,72.42857142857143,43.59183673469388,64.0,1,0,0,0
mp-866695,ReTeSeCl4,GGA,kesterita,False,True,False,True,0.0,True,True,False,NM,2.3069,4.118123942574492,0.032474050496776,0.61229772,862.2269033787384,28,17.0,75.0,58.0,32.714285714285715,17.95918367346939,17.0,54.0,94.0,87.0,94.0,171.6,3459.0,766.0085714285714,769.4261224489795,171.6,7.0,17.0,15.285714285714286,2.3673469387755097,3.0,6.0,3.0,0.979591836734694,102.0,151.0,49.0,116.71428571428571,16.816326530612244,102.0,3.16,1.2600000000000002,2.7414285714285715,0.4783673469387756,3.16,2.0,2.0,2.0,0.0,5.0,4.0,1.1428571428571428,0.0,10.0,3.5714285714285716,4.081632653061225,14.0,2.0,7.0,21.0,14.0,11.571428571428571,5.224489795918367,2.0,2.0,1.1428571428571428,0.4897959183673469,1.0,5.0,0.7142857142857143,0.0,1.0,5.0,4.0,1.8571428571428572,0.979591836734694,14.655,34.7633333333,24.761190476185714,3.1888435374081636,24.4975,2.493,1.605,1.0148571428571427,2.493,0.0,14.0,194.0,180.0,88.0,48.57142857142857,64.0,1,0,0,0
mp-1221565,MnTlCuSe2,GGA,kesterita,False,False,False,False,0.0,True,True,False,FM,0.0054,6.885717689145439,0.0431238068173214,4.5684329,115.9452369588034,5,25.0,81.0,56.0,40.6,16.16,34.0,52.0,89.0,74.0,89.0,494.0,1519.0,888.354,440.02479999999997,494.0,7.0,16.0,12.6,2.88,4.0,6.0,2.0,0.6400000000000002,120.0,145.0,25.0,131.2,8.960000000000003,120.0,2.55,0.9999999999999998,2.034,0.41279999999999983,2.55,1.0,1.8,2.0,0.0,4.0,1.8,1.7600000000000002,5.0,10.0,9.0,1.6,14.0,2.8,7.0,27.0,20.0,15.4,5.119999999999999,5.0,5.0,1.8,1.44,2.0,5.0,1.0,0.0,1.0,5.0,4.0,3.0,1.6,10.4875862069,26.91,20.06151724138,7.426179310344,25.92,0.799,0.3196,0.38352,0.799,0.000310120689655,14.0,225.0,211.0,132.8,95.03999999999999,14.0,1,0,0,0
mp-1223937,In2CuAsSe2,GGA,kesterita,False,False,False,False,0.010255737499999,False,True,True,NM,0.0054,5.419845249616991,0.0372292091098842,3.95627893,161.1637782121729,6,29.0,49.0,20.0,38.0,7.333333333333333,34.0,64.0,89.0,79.33333333333333,75.0,429.75,1357.77,715.8783333333334,338.67111111111114,429.75,11.0,16.0,14.0,1.6666666666666667,4.0,5.0,1.0,0.44444444444444436,119.0,142.0,23.0,129.16666666666666,9.5,120.0,2.55,0.7699999999999998,2.1233333333333335,0.3033333333333333,1.78,1.0,1.8333333333333333,2.0,0.0,4.0,2.1666666666666665,1.5,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,1.6666666666666667,5.0,5.0,2.8333333333333335,1.5,2.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,1.3333333333333333,11.07,25.92,22.267500000000002,3.7633333333333336,24.26,0.799,0.26633333333333337,0.3551111111111111,0.0,0.0,14.0,225.0,211.0,116.16666666666667,68.1111111111111,14.0,1,0,0,1
mp-558555,LiFe(SeO3)2,GGA+U,relacionada,False,False,False,True,0.0,True,True,True,FM,2.6596,3.519512384208408,0.0669240238216649,0.11209862,597.6926926358993,40,3.0,34.0,31.0,14.5,10.1,8.0,1.0,89.0,75.6,87.0,54.8,1811.0,358.149,364.0188,54.8,1.0,16.0,13.7,3.6800000000000006,2.0,4.0,2.0,0.8400000000000001,66.0,132.0,66.0,89.6,28.32,66.0,3.44,2.46,2.855,0.702,3.44,1.0,1.9,2.0,0.0,4.0,3.2,1.2799999999999998,0.0,10.0,2.6,3.6400000000000006,0.0,0.0,1.0,16.0,15.0,7.7,3.3800000000000003,2.0,2.0,1.6,0.6399999999999999,2.0,4.0,0.4,0.0,1.0,4.0,3.0,2.1,0.38000000000000006,9.105,25.92,13.37933333333,5.659066666662,9.105,0.799,0.1598,0.25568,0.0,2.1106628,12.0,229.0,217.0,55.8,69.28,12.0,0,1,0,1
mp-1227440,Bi2Sb2(TeSe)3,GGA,relacionada,False,False,False,False,0.003714714000002,False,True,True,NM,0.324099999999999,6.655946703124841,0.0312865082596404,4.77751987,319.62659166091686,10,34.0,83.0,49.0,52.6,12.160000000000002,34.0,85.0,90.0,87.9,89.0,494.0,903.78,654.634,140.474,494.0,15.0,16.0,15.6,0.4800000000000001,4.0,6.0,2.0,0.5399999999999998,120.0,148.0,28.0,134.8,8.879999999999995,120.0,2.55,0.5299999999999998,2.209,0.20459999999999998,2.1,2.0,2.0,2.0,3.0,1.0,3.6,0.48,10.0,10.0,10.0,0.0,14.0,2.8,15.0,29.0,14.0,18.4,4.239999999999999,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,25.92,34.7633333333,31.106999999990002,3.112199999993998,25.92,0.799,0.37890000000000007,0.30312,0.464,0.0,12.0,166.0,154.0,85.4,72.2,14.0,1,0,0,1
mp-1078676,Tl2SnHgSe4,GGA,kesterita,False,False,False,False,0.002753682656249,False,True,False,NM,0.5701,7.180729472948215,0.0331396419262173,3.22435657,241.4027290280123,8,34.0,81.0,47.0,53.5,20.375,34.0,71.0,89.0,82.375,89.0,234.32,577.0,483.67499999999995,62.33875000000003,494.0,12.0,16.0,14.5,1.5,4.0,6.0,2.0,0.875,120.0,145.0,25.0,130.125,10.125,120.0,2.55,0.9299999999999997,2.175,0.3749999999999999,2.55,2.0,2.0,2.0,0.0,4.0,2.5,1.5,10.0,10.0,10.0,0.0,14.0,5.25,14.0,27.0,13.0,19.75,5.1875,5.0,5.0,2.75,1.4375,2.0,0.0,0.0,0.0,0.0,5.0,5.0,2.75,1.4375,25.2375862069,33.285,27.0028232758625,1.5705441810343737,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,194.0,180.0,93.875,79.875,14.0,1,0,0,0
mp-1079426,Tl2SiHgSe4,GGA,kesterita,False,False,True,False,0.021743403749997,False,True,False,NM,0.942099999999999,6.871395708137712,0.034726771591633,2.69862584,230.3698165229816,8,14.0,81.0,67.0,49.0,23.75,34.0,71.0,89.0,82.125,89.0,234.32,1687.0,631.415,263.89625,494.0,12.0,16.0,14.5,1.5,3.0,6.0,3.0,1.03125,111.0,145.0,34.0,126.625,10.53125,120.0,2.55,0.9299999999999997,2.1675,0.3824999999999999,2.55,2.0,2.0,2.0,0.0,4.0,2.5,1.5,0.0,10.0,8.75,2.1875,14.0,5.25,4.0,27.0,23.0,18.5,6.125,5.0,5.0,2.75,1.4375,2.0,0.0,0.0,0.0,0.0,5.0,5.0,2.75,1.4375,20.44,26.91,25.3971982758625,1.2792025862062504,25.92,0.799,0.49612500000000004,0.37209375,0.799,0.0,14.0,227.0,213.0,104.625,90.625,14.0,1,0,0,0
mp-1079645,K2CdSnSe4,GGA,kesterita,True,False,True,True,0.0,True,True,False,NM,1.6721,4.277105708118633,0.032961074300101,1.3471954,242.7105356810374,8,19.0,50.0,31.0,34.0,7.5,34.0,3.0,89.0,64.0,89.0,336.53,594.22,468.54499999999996,66.00750000000002,494.0,1.0,16.0,11.5,5.25,4.0,5.0,1.0,0.375,120.0,203.0,83.0,146.125,28.4375,120.0,2.55,1.73,1.9362499999999998,0.6196875,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,0.0,10.0,7.5,3.75,0.0,0.0,1.0,16.0,15.0,11.5,5.25,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,19.495,73.1066666667,37.834166666675,17.6362500000125,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,229.0,215.0,106.125,92.125,14.0,1,0,0,0
mp-1206353,Zn2GaAgSe4,GGA,kesterita,False,False,False,False,0.008480034375,False,True,True,NM,0.6409,5.243174328866135,0.0404647808581087,1.53928972,197.70278821111884,8,30.0,47.0,17.0,34.25,3.1875,34.0,65.0,89.0,79.125,89.0,302.91,1234.93,612.4,195.77249999999998,494.0,11.0,16.0,14.0,2.0,4.0,5.0,1.0,0.21875,120.0,145.0,25.0,123.875,5.28125,120.0,2.55,0.8999999999999999,2.155,0.3949999999999999,2.55,1.0,1.875,2.0,0.0,4.0,2.125,1.875,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,5.0,5.0,1.625,1.21875,2.0,0.0,0.0,0.0,0.0,5.0,5.0,1.75,1.0625,13.96,25.92,20.848437500000003,5.071562500000001,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,91.625,84.53125,14.0,1,0,0,1
mp-1215542,Zn2GaCuSe4,GGA,kesterita,False,False,False,False,0.0042400675,False,True,True,NM,0.4497,5.20427752159032,0.0432342578289358,2.53860882,185.03844871475408,8,29.0,34.0,5.0,32.0,2.0,34.0,64.0,89.0,79.0,89.0,302.91,1357.77,627.755,214.96624999999997,494.0,11.0,16.0,14.0,2.0,4.0,4.0,0.0,0.0,120.0,132.0,12.0,122.25,2.4375,120.0,2.55,0.8999999999999999,2.15125,0.39874999999999994,2.55,1.0,1.875,2.0,0.0,4.0,2.125,1.875,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,5.0,5.0,1.625,1.21875,2.0,0.0,0.0,0.0,0.0,5.0,5.0,1.75,1.0625,11.07,25.92,20.1909375,5.7290625,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,91.625,84.53125,14.0,1,0,0,1
mp-1215816,Zn2InCuSe4,GGA,kesterita,False,False,False,False,0.006349229374999,False,True,True,NM,0.2425,5.313536937770767,0.0409571085610081,2.9284332600000003,195.32628842886956,8,29.0,49.0,20.0,34.25,3.6875,34.0,64.0,89.0,79.125,89.0,429.75,1357.77,643.61,203.075,494.0,11.0,16.0,14.0,2.0,4.0,5.0,1.0,0.21875,120.0,142.0,22.0,124.75,6.125,120.0,2.55,0.8999999999999999,2.1475,0.40249999999999997,2.55,1.0,1.875,2.0,0.0,4.0,2.125,1.875,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,5.0,5.0,1.625,1.21875,2.0,0.0,0.0,0.0,0.0,5.0,5.0,1.75,1.0625,11.07,25.92,20.86625,5.9021875,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,101.0,87.0,14.0,1,0,0,1
mp-1221353,Na2EuGeSe4,GGA,kesterita,False,False,False,False,0.034407940312502,False,True,True,FM,0.1751,4.761360020347146,0.0391165475136086,3.34828161,204.5170268980614,8,11.0,63.0,52.0,31.625,10.3125,34.0,2.0,89.0,58.0,89.0,370.87,1211.4,628.0175,262.59125000000006,494.0,1.0,16.0,10.375,6.53125,3.0,6.0,3.0,0.5,120.0,198.0,78.0,141.25,26.5625,120.0,2.55,1.6199999999999997,1.9068749999999999,0.6689062499999998,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,0.0,10.0,6.25,4.6875,7.0,0.875,1.0,16.0,15.0,11.125,5.59375,4.0,4.0,1.5,1.125,2.0,0.0,0.0,7.0,1.0,7.0,6.0,2.625,1.4375,23.005,36.46,27.703958333325,2.95869791665625,25.92,0.799,0.447375,0.351625,0.799,0.0,14.0,229.0,215.0,121.0,107.0,14.0,1,0,0,1
mp-1227001,Cd2GaCuSe4,GGA,kesterita,False,False,False,False,0.019861983750001,False,True,True,NM,0.086499999999999,5.375537964025224,0.0384279652264351,1.96730148,208.1817226819149,8,29.0,48.0,19.0,36.5,5.75,34.0,64.0,89.0,79.25,89.0,302.91,1357.77,603.14,188.65749999999997,494.0,11.0,16.0,14.0,2.0,4.0,5.0,1.0,0.375,120.0,144.0,24.0,127.75,9.1875,120.0,2.55,0.8599999999999999,2.16125,0.38874999999999993,2.55,1.0,1.875,2.0,0.0,4.0,2.125,1.875,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,5.0,5.0,1.625,1.21875,2.0,0.0,0.0,0.0,0.0,5.0,5.0,1.75,1.0625,11.07,25.92,21.574687500000003,4.3453125,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,91.625,84.53125,14.0,1,0,0,1
mp-568968,K2SnHgSe4,HSE06,kesterita,True,False,True,True,0.0,True,True,False,NM,1.4785,4.890521489869919,0.0330294661027956,1.36335561,242.20797196969767,8,19.0,80.0,61.0,38.0,13.5,34.0,3.0,89.0,64.125,89.0,234.32,505.08,423.5575,90.823125,494.0,1.0,16.0,11.5,5.25,4.0,6.0,2.0,0.5625,120.0,203.0,83.0,144.625,29.1875,120.0,2.55,1.73,1.9749999999999999,0.5812499999999999,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,0.0,10.0,7.5,3.75,14.0,1.75,1.0,26.0,25.0,13.25,6.125,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,25.2375862069,73.1066666667,38.5519899425375,17.27733836208125,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,229.0,215.0,102.625,88.625,14.0,0,0,1,0
mp-1079491,LiIn2CuSe4,GGA,kesterita,False,False,False,False,0.003921621874999,False,True,True,NM,0.0001,4.885169110714449,0.0382090171406958,2.81546877,209.3746607127277,8,3.0,49.0,46.0,33.25,8.625,34.0,1.0,89.0,71.375,89.0,429.75,1357.77,580.87,194.225,494.0,1.0,16.0,12.75,3.375,2.0,5.0,3.0,0.5,120.0,142.0,22.0,128.0,8.0,120.0,2.55,1.5699999999999998,2.08,0.4699999999999999,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,0.0,10.0,8.75,2.1875,0.0,0.0,1.0,16.0,15.0,12.75,3.375,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,11.07,25.92,22.4829166666625,4.3256250000062515,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,229.0,215.0,98.5,84.5,14.0,1,0,0,1
mp-1221609,MnGa(CuSe2)2,GGA,kesterita,False,False,False,False,0.0,True,True,False,FiM,0.0344,5.257286806398516,0.0446236915038503,3.12153024,179.27696545028607,8,25.0,34.0,9.0,31.25,2.75,34.0,52.0,89.0,76.25,89.0,302.91,1519.0,814.18125,447.9990625,494.0,7.0,16.0,13.25,2.75,4.0,4.0,0.0,0.0,120.0,139.0,19.0,125.625,6.53125,120.0,2.55,0.9999999999999998,2.17,0.3799999999999999,2.55,1.0,1.75,2.0,0.0,4.0,2.125,1.875,5.0,10.0,9.375,1.09375,0.0,0.0,7.0,16.0,9.0,13.25,2.75,5.0,5.0,1.625,1.21875,2.0,5.0,0.625,0.0,1.0,5.0,4.0,2.5,1.25,10.4875862069,25.92,19.3956357758625,6.524364224137501,25.92,0.799,0.3995,0.3995,0.799,0.000310120689655,14.0,225.0,211.0,98.375,92.96875,14.0,1,0,0,0
mp-1223888,InAgSnSe4,GGA,kesterita,False,False,True,False,0.000746675714285,False,True,True,NM,0.7280000000000001,5.246057137515921,0.0336480951134902,2.41618499,208.0355507909141,7,34.0,50.0,16.0,40.285714285714285,7.183673469387755,34.0,65.0,89.0,82.28571428571429,89.0,429.75,1234.93,592.2514285714286,183.62244897959187,494.0,11.0,16.0,14.571428571428571,1.6326530612244898,4.0,5.0,1.0,0.489795918367347,120.0,145.0,25.0,129.42857142857142,10.77551020408163,120.0,2.55,0.7699999999999998,2.267142857142857,0.3232653061224489,2.55,1.0,1.8571428571428572,2.0,0.0,4.0,2.7142857142857144,1.4693877551020407,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,16.33,33.285,25.365000000000002,2.897142857142857,25.92,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,14.0,225.0,211.0,80.14285714285714,75.59183673469387,14.0,1,0,0,1
mp-1223893,InAgGeSe4,GGA,kesterita,False,False,True,False,0.0,True,True,True,NM,0.8570000000000001,5.260498372037042,0.0362841125254864,2.43161404,192.92190197798288,7,32.0,49.0,17.0,37.714285714285715,5.877551020408164,34.0,65.0,89.0,82.14285714285714,89.0,429.75,1234.93,693.1542857142857,302.8632653061225,494.0,11.0,16.0,14.571428571428571,1.6326530612244898,4.0,5.0,1.0,0.4081632653061224,120.0,145.0,25.0,126.71428571428571,9.591836734693874,120.0,2.55,0.7699999999999998,2.274285714285714,0.3151020408163265,2.55,1.0,1.8571428571428572,2.0,0.0,4.0,2.7142857142857144,1.4693877551020407,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,16.33,25.92,23.896428571428572,2.416530612244899,25.92,0.799,0.5112857142857143,0.3288163265306122,0.799,0.0,14.0,225.0,211.0,92.14285714285714,89.3061224489796,14.0,1,0,0,1
mp-1223911,InGa(AgSe2)2,GGA,kesterita,False,False,False,False,0.000840259374999,False,True,True,NM,0.103099999999999,5.428349927993341,0.0365194727816515,2.04892472,219.06121284476583,8,31.0,49.0,18.0,38.75,6.6875,34.0,65.0,89.0,79.375,89.0,302.91,1234.93,647.315,293.8075,494.0,11.0,16.0,14.0,2.0,4.0,5.0,1.0,0.46875,120.0,145.0,25.0,129.25,11.0625,120.0,2.55,0.7699999999999998,2.20625,0.3437499999999999,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,16.33,25.92,22.4321875,3.944765625000001,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,88.625,80.78125,14.0,1,0,0,1
mp-1223913,In2CuAgSe4,GGA,kesterita,False,False,False,False,0.004306511874997,False,True,True,NM,0.0032,5.471385954911491,0.0367693199144311,3.11267275,217.5726942629739,8,29.0,49.0,20.0,38.75,7.1875,34.0,64.0,89.0,79.375,89.0,429.75,1357.77,678.525,308.9125,494.0,11.0,16.0,14.0,2.0,4.0,5.0,1.0,0.46875,120.0,145.0,25.0,130.125,10.125,120.0,2.55,0.7699999999999998,2.19875,0.35124999999999995,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,11.07,25.92,22.450000000000003,4.375,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,98.0,84.0,14.0,1,0,0,1
mp-1224129,InCuSnSe4,GGA,kesterita,False,False,False,False,0.005165725000001,False,True,False,NM,0.357599999999999,5.0924904833619,0.0350251196158918,3.11903349,199.856562283485,7,29.0,50.0,21.0,37.714285714285715,6.734693877551021,34.0,64.0,89.0,82.14285714285714,89.0,429.75,1357.77,609.8000000000001,213.70571428571432,494.0,11.0,16.0,14.571428571428571,1.6326530612244898,4.0,5.0,1.0,0.4081632653061224,120.0,142.0,22.0,127.57142857142857,8.653061224489795,120.0,2.55,0.7699999999999998,2.262857142857143,0.32816326530612233,2.55,1.0,1.8571428571428572,2.0,0.0,4.0,2.7142857142857144,1.4693877551020407,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,11.07,33.285,24.61357142857143,3.9706122448979593,25.92,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,14.0,225.0,211.0,80.14285714285714,75.59183673469387,14.0,1,0,0,0
mp-1224147,InGa(CuSe2)2,GGA,kesterita,False,False,False,False,0.004363673124998,False,True,False,NM,0.001199999999999,5.470677390613241,0.0420036423051925,3.61480687,190.4596735176709,8,29.0,49.0,20.0,34.25,3.6875,34.0,64.0,89.0,79.125,89.0,302.91,1357.77,678.025,339.87249999999995,494.0,11.0,16.0,14.0,2.0,4.0,5.0,1.0,0.21875,120.0,142.0,22.0,126.0,7.0,120.0,2.55,0.7699999999999998,2.19875,0.35124999999999995,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,11.07,25.92,21.1171875,5.588515625000001,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,88.625,80.78125,14.0,1,0,0,0
mp-1224210,InCuGeSe4,GGA,kesterita,False,False,False,False,0.0,True,True,True,NM,0.6493000000000001,5.02678995918389,0.0373831701507557,2.93671323,187.2500371630063,7,29.0,49.0,20.0,35.142857142857146,3.95918367346939,34.0,64.0,89.0,82.0,89.0,429.75,1357.77,710.7028571428572,327.93265306122447,494.0,11.0,16.0,14.571428571428571,1.6326530612244898,4.0,5.0,1.0,0.24489795918367374,120.0,142.0,22.0,124.85714285714286,6.938775510204083,120.0,2.55,0.7699999999999998,2.27,0.3199999999999999,2.55,1.0,1.8571428571428572,2.0,0.0,4.0,2.7142857142857144,1.4693877551020407,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,11.07,25.92,23.145,3.4900000000000015,25.92,0.799,0.5112857142857143,0.3288163265306122,0.799,0.0,14.0,225.0,211.0,92.14285714285714,89.3061224489796,14.0,1,0,0,1
