material_id,formula,regime_calc,estrutura_esperada,is_pv_candidate,is_ibsc_candidate,is_pv_candidate_amp,is_ibsc_candidate_amp,energy_above_hull,is_stable,near_hull,is_gap_direct,ordering,band_gap,density,site_density,efermi,volume,nsites,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData avg_dev Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mean NdUnfilled,MagpieData maximum NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,regime_GGA,regime_GGAU,regime_HSE06,gap_direto
mp-1224837,Ga2CuAgSe4,GGA,kesterita,False,False,False,False,0.010433274374998,False,True,True,NM,0.0968,5.426184535858932,0.0417134024542775,2.5529786,191.7848827788351,8,29.0,47.0,18.0,34.25,3.1875,34.0,64.0,89.0,79.125,89.0,302.91,1357.77,646.815,324.76750000000004,494.0,11.0,16.0,14.0,2.0,4.0,5.0,1.0,0.21875,120.0,145.0,25.0,125.125,6.6875,120.0,2.55,0.7399999999999998,2.20625,0.3437499999999999,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,11.07,25.92,21.099375000000002,4.820625000000001,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,79.25,72.875,14.0,1,0,0,1
mp-1224848,GaAgSnSe4,GGA,kesterita,False,False,True,False,0.0,True,True,True,NM,0.8903000000000001,5.083101460811751,0.035004679889973,1.82359341,199.9732613468383,7,31.0,50.0,19.0,37.714285714285715,6.163265306122449,34.0,65.0,89.0,82.14285714285714,89.0,302.91,1234.93,574.1314285714286,188.79959183673472,494.0,11.0,16.0,14.571428571428571,1.6326530612244898,4.0,5.0,1.0,0.4081632653061224,120.0,145.0,25.0,126.57142857142857,8.816326530612244,120.0,2.55,0.7399999999999998,2.2714285714285714,0.3183673469387754,2.55,1.0,1.8571428571428572,2.0,0.0,4.0,2.7142857142857144,1.4693877551020407,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,16.33,33.285,24.593214285714286,3.999693877551021,25.92,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,14.0,225.0,211.0,69.42857142857143,64.89795918367346,14.0,1,0,0,1
mp-1224851,GaCuGeSe4,GGA,kesterita,False,False,True,False,0.0,True,True,True,NM,0.7335,5.286351470848596,0.0427113552162043,2.87321888,163.89084271772913,7,29.0,34.0,5.0,32.57142857142857,1.63265306122449,34.0,64.0,89.0,81.85714285714286,89.0,302.91,1357.77,692.5828571428572,338.28693877551024,494.0,11.0,16.0,14.571428571428571,1.6326530612244898,4.0,4.0,0.0,0.0,120.0,132.0,12.0,122.0,2.857142857142857,120.0,2.55,0.7399999999999998,2.274285714285714,0.3151020408163265,2.55,1.0,1.8571428571428572,2.0,0.0,4.0,2.7142857142857144,1.4693877551020407,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,11.07,25.92,22.373214285714287,4.233979591836735,25.92,0.799,0.5112857142857143,0.3288163265306122,0.799,0.0,14.0,225.0,211.0,81.42857142857143,82.0408163265306,14.0,1,0,0,1
mp-1224876,GaAgSnSe4,GGA,kesterita,False,False,True,False,0.001912531428572,False,True,True,NM,0.8816,5.108139722413814,0.035177105394193,1.89351907,198.99306442523687,7,31.0,50.0,19.0,37.714285714285715,6.163265306122449,34.0,65.0,89.0,82.14285714285714,89.0,302.91,1234.93,574.1314285714286,188.79959183673472,494.0,11.0,16.0,14.571428571428571,1.6326530612244898,4.0,5.0,1.0,0.4081632653061224,120.0,145.0,25.0,126.57142857142857,8.816326530612244,120.0,2.55,0.7399999999999998,2.2714285714285714,0.3183673469387754,2.55,1.0,1.8571428571428572,2.0,0.0,4.0,2.7142857142857144,1.4693877551020407,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,16.33,33.285,24.593214285714286,3.999693877551021,25.92,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,14.0,225.0,211.0,69.42857142857143,64.89795918367346,14.0,1,0,0,1
mp-1224922,GaCuSnSe4,GGA,kesterita,False,False,False,False,0.00361307,False,True,True,NM,0.4173,5.170005322859549,0.0383822130933945,3.24939152,182.3761434226593,7,29.0,50.0,21.0,35.142857142857146,4.2448979591836755,34.0,64.0,89.0,82.0,89.0,302.91,1357.77,591.6800000000001,218.88285714285718,494.0,11.0,16.0,14.571428571428571,1.6326530612244898,4.0,5.0,1.0,0.24489795918367374,120.0,139.0,19.0,124.71428571428571,6.1632653061224465,120.0,2.55,0.7399999999999998,2.267142857142857,0.3232653061224489,2.55,1.0,1.8571428571428572,2.0,0.0,4.0,2.7142857142857144,1.4693877551020407,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,11.07,33.285,23.841785714285717,5.073163265306121,25.92,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,14.0,225.0,211.0,69.42857142857143,64.89795918367346,14.0,1,0,0,1
mp-1228926,AlIn(AgSe2)2,GGA,kesterita,False,False,False,False,0.002148663749999,False,True,True,NM,0.508799999999999,5.147794187247591,0.0368302333751703,2.23741165,217.2128511516117,8,13.0,49.0,36.0,36.5,8.375,34.0,65.0,89.0,79.25,89.0,429.75,1234.93,726.135,306.23125000000005,494.0,11.0,16.0,14.0,2.0,3.0,5.0,2.0,0.5625,120.0,145.0,25.0,129.125,11.15625,120.0,2.55,0.9399999999999997,2.18125,0.3687499999999999,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,0.0,10.0,8.75,2.1875,0.0,0.0,3.0,16.0,13.0,12.75,3.3125,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,16.33,25.92,22.135,4.316250000000001,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,108.75,94.75,14.0,1,0,0,1
mp-1228950,AlGa(CuSe2)2,GGA,kesterita,False,False,False,False,0.001106895624999,False,True,True,NM,0.4356,5.019132513402924,0.0448093045406698,3.64424096,178.5343486583023,8,13.0,34.0,21.0,29.75,4.5625,34.0,64.0,89.0,78.875,89.0,302.91,1357.77,740.99,356.51,494.0,11.0,16.0,14.0,2.0,3.0,4.0,1.0,0.21875,120.0,132.0,12.0,123.375,4.3125,120.0,2.55,0.9399999999999997,2.1774999999999998,0.37249999999999994,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,0.0,10.0,8.75,2.1875,0.0,0.0,3.0,16.0,13.0,12.75,3.3125,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,11.07,25.92,20.144687500000003,5.7753125,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,99.375,94.21875,14.0,1,0,0,1
mp-1228963,AlAgSnSe4,GGA,kesterita,True,False,True,False,0.0,True,True,True,NM,1.1072,4.768387617941063,0.0353023186484196,2.05262524,198.2872589677156,7,13.0,50.0,37.0,35.142857142857146,7.632653061224491,34.0,65.0,89.0,82.0,89.0,494.0,1234.93,664.2114285714285,239.9934693877551,494.0,11.0,16.0,14.571428571428571,1.6326530612244898,3.0,5.0,2.0,0.4897959183673471,120.0,145.0,25.0,126.42857142857143,8.89795918367347,120.0,2.55,0.9399999999999997,2.242857142857143,0.3510204081632652,2.55,1.0,1.8571428571428572,2.0,0.0,4.0,2.7142857142857144,1.4693877551020407,0.0,10.0,8.571428571428571,2.448979591836735,0.0,0.0,3.0,16.0,13.0,13.142857142857142,3.5102040816326534,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,16.33,33.285,24.25357142857143,4.484897959183674,25.92,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,14.0,225.0,211.0,92.42857142857143,89.63265306122447,14.0,1,0,0,1
mp-1228980,AlCuGeSe4,GGA,kesterita,False,False,True,False,0.0,True,True,True,NM,0.8904999999999991,4.73835074893937,0.0416997834554701,3.73763322,167.8665791508262,7,13.0,34.0,21.0,30.0,5.142857142857143,34.0,64.0,89.0,81.71428571428571,89.0,494.0,1357.77,782.6628571428571,329.9004081632653,494.0,11.0,16.0,14.571428571428571,1.6326530612244898,3.0,4.0,1.0,0.24489795918367344,120.0,132.0,12.0,121.85714285714286,2.897959183673472,120.0,2.55,0.9399999999999997,2.2457142857142856,0.34775510204081633,2.55,1.0,1.8571428571428572,2.0,0.0,4.0,2.7142857142857144,1.4693877551020407,0.0,10.0,8.571428571428571,2.448979591836735,0.0,0.0,3.0,16.0,13.0,13.142857142857142,3.5102040816326534,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,11.07,25.92,22.03357142857143,4.719183673469388,25.92,0.799,0.5112857142857143,0.3288163265306122,0.799,0.0,14.0,225.0,211.0,104.42857142857143,103.34693877551021,14.0,1,0,0,1
mp-1229027,AlCuSnSe4,GGA,kesterita,False,False,False,False,0.0,True,True,True,NM,0.551299999999999,4.801565692513809,0.0385485792994619,3.48115986,181.5890527539548,7,13.0,50.0,37.0,32.57142857142857,6.612244897959185,34.0,64.0,89.0,81.85714285714286,89.0,494.0,1357.77,681.76,265.0628571428571,494.0,11.0,16.0,14.571428571428571,1.6326530612244898,3.0,5.0,2.0,0.2857142857142857,120.0,139.0,19.0,124.57142857142857,6.244897959183673,120.0,2.55,0.9399999999999997,2.2385714285714284,0.3559183673469387,2.55,1.0,1.8571428571428572,2.0,0.0,4.0,2.7142857142857144,1.4693877551020407,0.0,10.0,8.571428571428571,2.448979591836735,0.0,0.0,3.0,16.0,13.0,13.142857142857142,3.5102040816326534,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,11.07,33.285,23.502142857142854,5.558367346938778,25.92,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,14.0,225.0,211.0,92.42857142857143,89.63265306122447,14.0,1,0,0,1
mp-1229046,AlIn(CuSe2)2,GGA,kesterita,False,False,False,False,0.005000698749999,False,True,True,NM,0.2407,5.115242565748683,0.0421454410848193,3.96220743,189.8188699437192,8,13.0,49.0,36.0,32.0,6.25,34.0,64.0,89.0,79.0,89.0,429.75,1357.77,756.845,344.61875,494.0,11.0,16.0,14.0,2.0,3.0,5.0,2.0,0.25,120.0,142.0,22.0,125.875,7.09375,120.0,2.55,0.9399999999999997,2.17375,0.3762499999999999,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,0.0,10.0,8.75,2.1875,0.0,0.0,3.0,16.0,13.0,12.75,3.3125,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,11.07,25.92,20.82,5.960000000000001,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,108.75,94.75,14.0,1,0,0,1
mp-1232332,ZnCu2SiSe4,GGA,kesterita,False,False,False,False,0.0,True,True,True,NM,0.5549000000000001,5.078185669069057,0.0456078123136973,3.4454038,175.4085450311627,8,14.0,34.0,20.0,29.75,4.3125,34.0,64.0,89.0,78.875,89.0,494.0,1687.0,883.9024999999999,437.708125,494.0,11.0,16.0,14.0,2.0,3.0,4.0,1.0,0.21875,111.0,132.0,21.0,122.125,4.9375,120.0,2.55,0.8999999999999999,2.1937499999999996,0.35624999999999996,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,0.0,10.0,8.75,2.1875,0.0,0.0,4.0,16.0,12.0,12.75,3.25,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,11.07,25.92,20.027500000000003,5.995625,25.92,0.799,0.49612500000000004,0.37209375,0.799,0.0,14.0,227.0,213.0,115.875,101.875,14.0,1,0,0,1
mp-1224265,InGa2(AgSe2)3,GGA,kesterita,False,False,False,False,0.003316334166669,False,True,True,NM,0.1481,5.407599258831536,0.0371598763155841,1.8723520999999992,645.8579085726095,24,31.0,49.0,18.0,38.0,6.333333333333333,34.0,65.0,89.0,79.33333333333333,89.0,302.91,1234.93,642.0300000000001,296.45000000000005,494.0,11.0,16.0,14.0,2.0,4.0,5.0,1.0,0.44444444444444436,120.0,145.0,25.0,128.41666666666666,10.555555555555552,120.0,2.55,0.7699999999999998,2.2075,0.34249999999999997,2.55,1.0,1.75,2.0,0.0,4.0,2.25,1.75,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,16.33,25.92,22.207083333333333,4.055069444444445,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,85.5,78.66666666666667,14.0,1,0,0,1
mp-6296,K6Cd4Sn3Se13,GGA,relacionada,True,False,True,True,0.030584630192309,False,True,False,NM,1.4058,3.14159189031428,0.0237994193413461,-0.18521672,1092.463628086542,26,19.0,50.0,31.0,34.53846153846154,7.710059171597635,34.0,3.0,89.0,65.1923076923077,89.0,336.53,594.22,474.3576923076923,63.61278106508878,494.0,1.0,16.0,11.692307692307692,4.934911242603551,4.0,5.0,1.0,0.393491124260355,120.0,203.0,83.0,145.03846153846155,26.751479289940832,120.0,2.55,1.73,1.9503846153846152,0.6018343195266271,2.55,1.0,1.7692307692307692,2.0,0.0,4.0,2.230769230769231,1.7692307692307692,0.0,10.0,7.6923076923076925,3.5502958579881656,0.0,0.0,1.0,16.0,15.0,11.692307692307692,4.934911242603551,4.0,4.0,1.4615384615384615,1.1242603550295855,2.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6923076923076923,0.8402366863905326,19.495,73.1066666667,36.67057692308462,16.816656804745563,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,229.0,215.0,105.96153846153847,91.96153846153847,14.0,1,0,0,0
mp-1221561,MnZn3(CrSe2)8,GGA,relacionada,False,False,False,False,0.0,True,True,False,FM,0.141,5.339285514242404,0.0466362538545072,3.34795195,600.3912768669758,28,24.0,34.0,10.0,30.392857142857142,4.122448979591836,34.0,49.0,89.0,74.10714285714286,89.0,494.0,2180.0,1033.6085714285714,689.7516326530612,494.0,6.0,16.0,12.392857142857142,4.122448979591836,4.0,4.0,0.0,0.0,120.0,139.0,19.0,126.32142857142857,8.150510204081632,120.0,2.55,0.9999999999999998,2.1635714285714287,0.4416326530612244,2.55,1.0,1.7142857142857142,2.0,0.0,4.0,2.2857142857142856,1.959183673469388,5.0,10.0,8.392857142857142,2.181122448979592,0.0,0.0,6.0,16.0,10.0,12.392857142857142,4.122448979591836,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,5.0,1.6071428571428572,0.0,0.0,6.0,6.0,3.0357142857142856,1.834183673469388,10.4875862069,25.92,19.878842364532144,6.904180154820409,25.92,0.799,0.4565714285714286,0.3913469387755102,0.799,0.000310120689655,14.0,229.0,215.0,101.96428571428571,100.53061224489797,14.0,1,0,0,0
mp-1215879,Zn4Cu11(SnSe4)5,GGA,kesterita,False,False,False,False,0.004902874012499,False,True,False,NM,0.478299999999999,5.4404972626349455,0.0418248854038111,3.42162879,956.3684302732152,40,29.0,50.0,21.0,34.225,3.9437500000000014,34.0,64.0,89.0,79.0,89.0,494.0,1357.77,752.78975,332.7391375,494.0,11.0,16.0,13.975,2.03125,4.0,5.0,1.0,0.21875,120.0,139.0,19.0,125.875,6.65,120.0,2.55,0.8999999999999999,2.2075,0.3424999999999999,2.55,1.0,1.725,2.0,0.0,4.0,2.25,1.75,10.0,10.0,10.0,0.0,0.0,0.0,11.0,16.0,5.0,13.975,2.03125,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,4.0,4.0,1.775,0.78125,11.07,33.285,21.560875000000003,7.290156249999998,25.92,0.799,0.3995,0.3995,0.799,0.0,14.0,225.0,211.0,105.9,91.9,14.0,1,0,0,0
