material_id,formula,chemsys,elements,nelements,nsites,volume,density,crystal_system,spacegroup_symbol,spacegroup_number,band_gap,is_gap_direct,is_metal,efermi,e_electronic,e_ionic,e_total,n_refractive,weighted_work_function,weighted_surface_energy,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,equilibrium_reaction_energy_per_atom,total_magnetization,total_magnetization_normalized_vol,ordering,num_magnetic_sites,bulk_modulus_vrh,shear_modulus_vrh,universal_anisotropy,homogeneous_poisson,theoretical,deprecated,has_props,possible_species,database_IDs,site_density,is_pv_candidate,is_ibsc_candidate,is_pv_candidate_amp,is_ibsc_candidate_amp,near_hull,gap_category,has_dielectric_data,has_elastic_data,has_experimental_ref,task_ids,regime_calc,estrutura_esperada,usar_em_analise,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
mp-1078676,Tl2SnHgSe4,Hg-Se-Sn-Tl,"['Hg', 'Se', 'Sn', 'Tl']",4,8,241.4027290280123,7.180729472948215,Tetragonal,I-42m,121,0.5701,False,False,3.22435657,,,,,,,-3.463230415,-0.582501160442711,0.002753682656249,False,,0.0,0.0,NM,0,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Hg2+', 'Sn4+', 'Se2-', 'Tl+']",{'icsd': ['icsd-247764']},0.0331396419262173,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,True,"['mp-2281356', 'mp-1602440', 'mp-1701832', 'mp-1078676', 'mp-2441659', 'mp-2069949', 'mp-2281387', 'mp-1437168', 'mp-2268315', 'mp-1775454']",GGA,kesterita,True,34.0,81.0,47.0,53.5,20.375,34.0,71.0,89.0,18.0,82.375,6.625,89.0,78.96,204.3833,125.4233,130.488325,54.47290625,78.96,234.32,577.0,342.68,483.67499999999995,62.33875000000003,494.0,12.0,16.0,4.0,14.5,1.5,16.0,4.0,6.0,2.0,4.875,0.875,4.0,120.0,145.0,25.0,130.125,10.125,120.0,1.62,2.55,0.9299999999999997,2.175,0.3749999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5,1.5,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,5.25,6.5625,0.0,14.0,27.0,13.0,19.75,5.1875,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.75,1.4375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.75,1.4375,2.0,25.2375862069,33.285,8.047413793099995,27.0028232758625,1.5705441810343737,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,93.875,79.875,14.0
mp-1079426,Tl2SiHgSe4,Hg-Se-Si-Tl,"['Hg', 'Se', 'Si', 'Tl']",4,8,230.3698165229816,6.871395708137712,Tetragonal,I-42m,121,0.942099999999999,False,False,2.69862584,,,,,,,-3.6826569475,-0.6249594210677111,0.021743403749997,False,,0.0,0.0,NM,0,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Hg2+', 'Se2-', 'Si4+', 'Tl+']",{'icsd': ['icsd-247763']},0.034726771591633,False,False,True,False,True,PV ampliado inferior (0.7–1.0 eV),False,False,True,"['mp-1254236', 'mp-2070312', 'mp-1873172', 'mp-2691330', 'mp-1256418', 'mp-1079426', 'mp-1437124', 'mp-2288304', 'mp-2285760', 'mp-1601233', 'mp-1251030', 'mp-2285063', 'mp-1699116']",GGA,kesterita,True,14.0,81.0,67.0,49.0,23.75,34.0,71.0,89.0,18.0,82.125,6.875,89.0,28.0855,204.3833,176.2978,119.16026249999999,62.96895312499999,78.96,234.32,1687.0,1452.68,631.415,263.89625,494.0,12.0,16.0,4.0,14.5,1.5,16.0,3.0,6.0,3.0,4.625,1.03125,4.0,111.0,145.0,34.0,126.625,10.53125,120.0,1.62,2.55,0.9299999999999997,2.1675,0.3824999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5,1.5,4.0,0.0,10.0,10.0,8.75,2.1875,10.0,0.0,14.0,14.0,5.25,6.5625,0.0,4.0,27.0,23.0,18.5,6.125,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.75,1.4375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.75,1.4375,2.0,20.44,26.91,6.469999999999999,25.3971982758625,1.2792025862062504,25.92,0.0,0.799,0.799,0.49612500000000004,0.37209375,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,227.0,213.0,104.625,90.625,14.0
mp-1079645,K2CdSnSe4,Cd-K-Se-Sn,"['Cd', 'K', 'Se', 'Sn']",4,8,242.7105356810374,4.277105708118633,Tetragonal,I-42m,121,1.6721,False,False,1.3471954,5.658238870000001,4.852538289999998,10.510777159999998,2.378705292801107,,,-3.7049404225,-1.052944497359374,0.0,True,-0.004147423124999,0.0,0.0,NM,0,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['K+', 'Cd2+', 'Sn4+', 'Se2-']",{'icsd': ['icsd-185468']},0.032961074300101,True,False,True,True,True,Janela PV (1.0–1.8 eV),True,False,True,"['mp-1433745', 'mp-1600029', 'mp-1695594', 'mp-2441619', 'mp-1543288', 'mp-1539500', 'mp-1775200', 'mp-1079645', 'mp-2263992', 'mp-2282776', 'mp-2069152', 'mp-2280826']",GGA,kesterita,True,19.0,50.0,31.0,34.0,7.5,34.0,3.0,89.0,86.0,64.0,30.5,89.0,39.0983,118.71,79.61169999999998,78.1447,19.523199999999996,78.96,336.53,594.22,257.69000000000005,468.54499999999996,66.00750000000002,494.0,1.0,16.0,15.0,11.5,5.25,16.0,4.0,5.0,1.0,4.25,0.375,4.0,120.0,203.0,83.0,146.125,28.4375,120.0,0.82,2.55,1.73,1.9362499999999998,0.6196875,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,11.5,5.25,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,2.0,19.495,73.1066666667,53.61166666669999,37.834166666675,17.6362500000125,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,106.125,92.125,14.0
mp-1206353,Zn2GaAgSe4,Ag-Ga-Se-Zn,"['Ag', 'Ga', 'Se', 'Zn']",4,8,197.70278821111884,5.243174328866135,Tetragonal,I-42m,121,0.6409,True,False,1.53928972,,,,,,,-3.60808863125,-0.811317777317708,0.008480034375,False,,0.0002547,1.288297460570033e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Se2-', 'Ga3+', 'Ag+', 'Zn2+']",{'pf': ['pf-16490']},0.0404647808581087,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,True,"['mp-1206353', 'mp-1829581', 'mp-2307675', 'mp-1751236', 'mp-2098582', 'mp-1406064', 'mp-1623123']",GGA,kesterita,True,30.0,47.0,17.0,34.25,3.1875,34.0,65.0,89.0,24.0,79.125,9.875,89.0,65.38,107.8682,42.488200000000006,78.0239,8.397174999999999,78.96,302.91,1234.93,932.02,612.4,195.77249999999998,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.125,0.21875,4.0,120.0,145.0,25.0,123.875,5.28125,120.0,1.65,2.55,0.8999999999999999,2.155,0.3949999999999999,2.55,1.0,2.0,1.0,1.875,0.21875,2.0,0.0,4.0,4.0,2.125,1.875,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.125,0.21875,0.0,0.0,5.0,5.0,1.625,1.21875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.75,1.0625,2.0,13.96,25.92,11.96,20.848437500000003,5.071562500000001,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,91.625,84.53125,14.0
mp-1215542,Zn2GaCuSe4,Cu-Ga-Se-Zn,"['Cu', 'Ga', 'Se', 'Zn']",4,8,185.03844871475408,5.20427752159032,Tetragonal,I-42m,121,0.4497,True,False,2.53860882,,,,,,,-3.78227618375,-0.828471705859374,0.0042400675,False,,0.0004717,2.549199927238629e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'Ga3+', 'Zn2+', 'Se2-']",{},0.0432342578289358,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1215542', 'mp-1835635', 'mp-1751606', 'mp-1401381']",GGA,kesterita,True,29.0,34.0,5.0,32.0,2.0,34.0,64.0,89.0,25.0,79.0,10.0,89.0,63.546,78.96,15.413999999999994,72.48362499999999,6.476374999999998,78.96,302.91,1357.77,1054.86,627.755,214.96624999999997,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,132.0,12.0,122.25,2.4375,120.0,1.65,2.55,0.8999999999999999,2.15125,0.39874999999999994,2.55,1.0,2.0,1.0,1.875,0.21875,2.0,0.0,4.0,4.0,2.125,1.875,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.125,0.21875,0.0,0.0,5.0,5.0,1.625,1.21875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.75,1.0625,2.0,11.07,25.92,14.850000000000001,20.1909375,5.7290625,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,91.625,84.53125,14.0
mp-1215816,Zn2InCuSe4,Cu-In-Se-Zn,"['Cu', 'In', 'Se', 'Zn']",4,8,195.32628842886956,5.313536937770767,Tetragonal,I-42m,121,0.2425,True,False,2.9284332600000003,,,,,,,-3.7229906875,-0.8028014945052081,0.006349229374999,False,,0.000196599999999,1.006520942886774e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'Zn2+', 'In3+', 'Se2-']",{},0.0409571085610081,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-2108563', 'mp-1622396', 'mp-1832844', 'mp-1215816', 'mp-2307538', 'mp-1752010', 'mp-1385547']",GGA,kesterita,True,29.0,49.0,20.0,34.25,3.6875,34.0,64.0,89.0,25.0,79.125,9.875,89.0,63.546,114.818,51.272,78.12049999999999,10.013874999999999,78.96,429.75,1357.77,928.02,643.61,203.075,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.125,0.21875,4.0,120.0,142.0,22.0,124.75,6.125,120.0,1.65,2.55,0.8999999999999999,2.1475,0.40249999999999997,2.55,1.0,2.0,1.0,1.875,0.21875,2.0,0.0,4.0,4.0,2.125,1.875,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.125,0.21875,0.0,0.0,5.0,5.0,1.625,1.21875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.75,1.0625,2.0,11.07,25.92,14.850000000000001,20.86625,5.9021875,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,101.0,87.0,14.0
mp-1221353,Na2EuGeSe4,Eu-Ge-Na-Se,"['Eu', 'Ge', 'Na', 'Se']",4,8,204.5170268980614,4.761360020347146,Tetragonal,I-42m,121,0.1751,True,False,3.34828161,,,,,,,-5.219071996249999,-1.271793591516702,0.034407940312502,False,,7.0000261,0.034227106692143,FM,1,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Na+', 'Eu2+', 'Se2-', 'Ge4+']",{},0.0391165475136086,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1623190', 'mp-1832128', 'mp-1753344', 'mp-2306832', 'mp-2114952', 'mp-1221353', 'mp-1443078']",GGA,kesterita,True,11.0,63.0,52.0,31.625,10.3125,34.0,2.0,89.0,87.0,58.0,36.25,89.0,22.98976928,151.964,128.97423072,73.30294232,25.322322099999994,78.96,370.87,1211.4,840.5300000000001,628.0175,262.59125000000006,494.0,1.0,16.0,15.0,10.375,6.53125,16.0,3.0,6.0,3.0,4.0,0.5,4.0,120.0,198.0,78.0,141.25,26.5625,120.0,0.93,2.55,1.6199999999999997,1.9068749999999999,0.6689062499999998,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,6.25,4.6875,10.0,0.0,7.0,7.0,0.875,1.53125,0.0,1.0,16.0,15.0,11.125,5.59375,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.875,1.53125,0.0,1.0,7.0,6.0,2.625,1.4375,2.0,23.005,36.46,13.455000000000002,27.703958333325,2.95869791665625,25.92,0.0,0.799,0.799,0.447375,0.351625,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,121.0,107.0,14.0
mp-1227001,Cd2GaCuSe4,Cd-Cu-Ga-Se,"['Cd', 'Cu', 'Ga', 'Se']",4,8,208.1817226819149,5.375537964025224,Tetragonal,I-42m,121,0.086499999999999,True,False,1.96730148,,,,,,,-3.63474349375,-0.7558723708593741,0.019861983750001,False,,0.0001329,6.383845723241546e-07,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cd2+', 'Ga3+', 'Se2-', 'Cu+']",{},0.0384279652264351,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1227001', 'mp-1623035', 'mp-2114370', 'mp-1734408', 'mp-1410379', 'mp-1835503']",GGA,kesterita,True,29.0,48.0,19.0,36.5,5.75,34.0,64.0,89.0,25.0,79.25,9.75,89.0,63.546,112.411,48.865,84.241375,14.084812500000005,78.96,302.91,1357.77,1054.86,603.14,188.65749999999997,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.25,0.375,4.0,120.0,144.0,24.0,127.75,9.1875,120.0,1.69,2.55,0.8599999999999999,2.16125,0.38874999999999993,2.55,1.0,2.0,1.0,1.875,0.21875,2.0,0.0,4.0,4.0,2.125,1.875,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.125,0.21875,0.0,0.0,5.0,5.0,1.625,1.21875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.75,1.0625,2.0,11.07,25.92,14.850000000000001,21.574687500000003,4.3453125,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,91.625,84.53125,14.0
mp-568968,K2SnHgSe4,Hg-K-Se-Sn,"['Hg', 'K', 'Se', 'Sn']",4,8,242.20797196969767,4.890521489869919,Tetragonal,I-42m,121,1.4785,False,False,1.36335561,6.287694073333331,5.933846889999999,12.221540963333332,2.507527482069405,,,-3.5204261925,-0.9497225364218752,0.0,True,-0.000286941250001,7.82e-05,3.228630311548271e-07,NM,0,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Hg2+', 'K+', 'Sn4+', 'Se2-']",{'icsd': ['icsd-413308']},0.0330294661027956,True,False,True,True,True,Janela PV (1.0–1.8 eV),True,False,True,"['mp-663513', 'mp-1601371', 'mp-2265930', 'mp-568968', 'mp-2282170', 'mp-1115283', 'mp-1927102', 'mp-2768898', 'mp-2332289', 'mp-1702569', 'mp-2283429', 'mp-658364', 'mp-664149', 'mp-1419394', 'mp-2069171']",HSE06,kesterita,True,19.0,80.0,61.0,38.0,13.5,34.0,3.0,89.0,86.0,64.125,30.5625,89.0,39.0983,200.59,161.4917,89.167075,35.241462500000004,78.96,234.32,505.08,270.76,423.5575,90.823125,494.0,1.0,16.0,15.0,11.5,5.25,16.0,4.0,6.0,2.0,4.375,0.5625,4.0,120.0,203.0,83.0,144.625,29.1875,120.0,0.82,2.55,1.73,1.9749999999999999,0.5812499999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,14.0,14.0,1.75,3.0625,0.0,1.0,26.0,25.0,13.25,6.125,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,2.0,25.2375862069,73.1066666667,47.86908045979999,38.5519899425375,17.27733836208125,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,102.625,88.625,14.0
mp-1079491,LiIn2CuSe4,Cu-In-Li-Se,"['Cu', 'In', 'Li', 'Se']",4,8,209.3746607127277,4.885169110714449,Tetragonal,I-4,82,0.0001,True,False,2.81546877,,,,,,,-15.25706331,-0.8024477978645821,0.003921621874999,False,,0.000614,2.932542065548409e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['In3+', 'Cu+', 'Se2-', 'Li+']",{'icsd': ['icsd-183471']},0.0382090171406958,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,True,"['mp-1789101', 'mp-1445204', 'mp-1079491']",GGA,kesterita,True,3.0,49.0,46.0,33.25,8.625,34.0,1.0,89.0,88.0,71.375,19.4375,89.0,6.941,114.818,107.877,76.995375,20.8759375,78.96,429.75,1357.77,928.02,580.87,194.225,494.0,1.0,16.0,15.0,12.75,3.375,16.0,2.0,5.0,3.0,4.0,0.5,4.0,120.0,142.0,22.0,128.0,8.0,120.0,0.98,2.55,1.5699999999999998,2.08,0.4699999999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,8.75,2.1875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,12.75,3.375,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,11.07,25.92,14.850000000000001,22.4829166666625,4.3256250000062515,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,98.5,84.5,14.0
mp-1221609,MnGa(CuSe2)2,Cu-Ga-Mn-Se,"['Cu', 'Ga', 'Mn', 'Se']",4,8,179.27696545028607,5.257286806398516,Tetragonal,I-4,82,0.0344,False,False,3.12153024,,,,,,,-4.9315712575,-0.6350499368507531,0.0,True,-0.01706626213541,4.0010364,0.022317626751159,FiM,3,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu2+', 'Mn2+', 'Se2-', 'Ga3+', 'Cu+']",{},0.0446236915038503,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-2110644', 'mp-1786499', 'mp-1754691', 'mp-1221609', 'mp-1774084', 'mp-1622175', 'mp-1383391', 'mp-2304558']",GGA,kesterita,True,25.0,34.0,9.0,31.25,2.75,34.0,52.0,89.0,37.0,76.25,12.75,89.0,54.938045,78.96,24.02195499999999,70.949130625,8.010869374999997,78.96,302.91,1519.0,1216.09,814.18125,447.9990625,494.0,7.0,16.0,9.0,13.25,2.75,16.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,139.0,19.0,125.625,6.53125,120.0,1.55,2.55,0.9999999999999998,2.17,0.3799999999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.125,1.875,4.0,5.0,10.0,5.0,9.375,1.09375,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,13.25,2.75,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,1.625,1.21875,2.0,0.0,5.0,5.0,0.625,1.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,10.4875862069,25.92,15.432413793100002,19.3956357758625,6.524364224137501,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.000310120689655,0.000310120689655,3.8765086206875e-05,6.783890086203124e-05,0.0,14.0,225.0,211.0,98.375,92.96875,14.0
