material_id,formula,chemsys,elements,nelements,nsites,volume,density,crystal_system,spacegroup_symbol,spacegroup_number,band_gap,is_gap_direct,is_metal,efermi,e_electronic,e_ionic,e_total,n_refractive,weighted_work_function,weighted_surface_energy,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,equilibrium_reaction_energy_per_atom,total_magnetization,total_magnetization_normalized_vol,ordering,num_magnetic_sites,bulk_modulus_vrh,shear_modulus_vrh,universal_anisotropy,homogeneous_poisson,theoretical,deprecated,has_props,possible_species,database_IDs,site_density,is_pv_candidate,is_ibsc_candidate,is_pv_candidate_amp,is_ibsc_candidate_amp,near_hull,gap_category,has_dielectric_data,has_elastic_data,has_experimental_ref,task_ids,regime_calc,estrutura_esperada,usar_em_analise,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
mp-1223888,InAgSnSe4,Ag-In-Se-Sn,"['Ag', 'In', 'Se', 'Sn']",4,7,208.0355507909141,5.246057137515921,Tetragonal,I-4,82,0.7280000000000001,True,False,2.41618499,,,,,,,-18.475179883571432,-0.48562385089286,0.000746675714285,False,,0.0002446,1.175760580679957e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Ag+', 'Se2-', 'In3+', 'Sn4+']",{},0.0336480951134902,False,False,True,False,True,PV ampliado inferior (0.7–1.0 eV),False,False,False,"['mp-2094755', 'mp-1407156', 'mp-1835526', 'mp-1619039', 'mp-2303704', 'mp-1223888', 'mp-1754082']",GGA,kesterita,True,34.0,50.0,16.0,40.285714285714285,7.183673469387755,34.0,65.0,89.0,24.0,82.28571428571429,7.673469387755101,89.0,78.96,118.71,39.75,93.8908857142857,17.0638693877551,78.96,429.75,1234.93,805.1800000000001,592.2514285714286,183.62244897959187,494.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,4.0,5.0,1.0,4.428571428571429,0.489795918367347,4.0,120.0,145.0,25.0,129.42857142857142,10.77551020408163,120.0,1.78,2.55,0.7699999999999998,2.267142857142857,0.3232653061224489,2.55,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,16.33,33.285,16.955,25.365000000000002,2.897142857142857,25.92,0.0,0.799,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,80.14285714285714,75.59183673469387,14.0
mp-1223893,InAgGeSe4,Ag-Ge-In-Se,"['Ag', 'Ge', 'In', 'Se']",4,7,192.92190197798288,5.260498372037042,Tetragonal,I-4,82,0.8570000000000001,True,False,2.43161404,8.943504776666666,3.24990307,12.193407846666668,2.990569306447631,,,-4.081447072857143,-0.6230491889583321,0.0,True,-0.002632279107141,8e-07,4.1467557171984545e-09,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Ag+', 'Se2-', 'In3+', 'Ge4+']",{},0.0362841125254864,False,False,True,False,True,PV ampliado inferior (0.7–1.0 eV),True,False,False,"['mp-2094901', 'mp-2304255', 'mp-1752411', 'mp-1391994', 'mp-1540076', 'mp-1223893', 'mp-1619232', 'mp-1543294']",GGA,kesterita,True,32.0,49.0,17.0,37.714285714285715,5.877551020408164,34.0,65.0,89.0,24.0,82.14285714285714,7.836734693877552,89.0,72.64,114.818,42.178,87.30945714285713,13.733510204081629,78.96,429.75,1234.93,805.1800000000001,693.1542857142857,302.8632653061225,494.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,4.0,5.0,1.0,4.285714285714286,0.4081632653061224,4.0,120.0,145.0,25.0,126.71428571428571,9.591836734693874,120.0,1.78,2.55,0.7699999999999998,2.274285714285714,0.3151020408163265,2.55,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,16.33,25.92,9.590000000000003,23.896428571428572,2.416530612244899,25.92,0.0,0.799,0.799,0.5112857142857143,0.3288163265306122,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,92.14285714285714,89.3061224489796,14.0
mp-1223911,InGa(AgSe2)2,Ag-Ga-In-Se,"['Ag', 'Ga', 'In', 'Se']",4,8,219.06121284476583,5.428349927993341,Tetragonal,I-4,82,0.103099999999999,True,False,2.04892472,,,,,,,-17.283184271875,-0.53576407890625,0.000840259374999,False,,0.0004115,1.8784703812062e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Ga3+', 'Ag+', 'Se2-', 'In3+']",{},0.0365194727816515,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1223911', 'mp-2109784', 'mp-2305727', 'mp-1834824', 'mp-1754325', 'mp-1398316', 'mp-1622914']",GGA,kesterita,True,31.0,49.0,18.0,38.75,6.6875,34.0,65.0,89.0,24.0,79.375,9.625,89.0,69.723,114.818,45.095,89.514675,15.502593750000003,78.96,302.91,1234.93,932.02,647.315,293.8075,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.375,0.46875,4.0,120.0,145.0,25.0,129.25,11.0625,120.0,1.78,2.55,0.7699999999999998,2.20625,0.3437499999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,16.33,25.92,9.590000000000003,22.4321875,3.944765625000001,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,88.625,80.78125,14.0
mp-1223913,In2CuAgSe4,Ag-Cu-In-Se,"['Ag', 'Cu', 'In', 'Se']",4,8,217.5726942629739,5.471385954911491,Tetragonal,I-4,82,0.0032,True,False,3.11267275,,,,,,,-17.365955466875004,-0.540193613281253,0.004306511874997,False,,0.0001491,6.852881999052098e-07,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'Ag+', 'Se2-', 'In3+']",{},0.0367693199144311,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1827859', 'mp-1751094', 'mp-2108672', 'mp-1400117', 'mp-1623675', 'mp-2306602', 'mp-1223913']",GGA,kesterita,True,29.0,49.0,20.0,38.75,7.1875,34.0,64.0,89.0,25.0,79.375,9.625,89.0,63.546,114.818,51.272,89.611275,17.167593750000005,78.96,429.75,1357.77,928.02,678.525,308.9125,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.375,0.46875,4.0,120.0,145.0,25.0,130.125,10.125,120.0,1.78,2.55,0.7699999999999998,2.19875,0.35124999999999995,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,11.07,25.92,14.850000000000001,22.450000000000003,4.375,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,98.0,84.0,14.0
mp-1224129,InCuSnSe4,Cu-In-Se-Sn,"['Cu', 'In', 'Se', 'Sn']",4,7,199.856562283485,5.0924904833619,Tetragonal,I-4,82,0.357599999999999,False,False,3.11903349,,,,,,,-16.982348420000005,-0.494089693750006,0.005165725000001,False,,0.000708,3.542540669721632e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'Sn4+', 'Se2-', 'In3+']",{},0.0350251196158918,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1754455', 'mp-1224129', 'mp-1398386', 'mp-1619587', 'mp-1789527', 'mp-2303264', 'mp-2111726']",GGA,kesterita,True,29.0,50.0,21.0,37.714285714285715,6.734693877551021,34.0,64.0,89.0,25.0,82.14285714285714,7.836734693877552,89.0,63.546,118.71,55.163999999999994,87.55914285714286,16.688489795918372,78.96,429.75,1357.77,928.02,609.8000000000001,213.70571428571432,494.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,4.0,5.0,1.0,4.285714285714286,0.4081632653061224,4.0,120.0,142.0,22.0,127.57142857142857,8.653061224489795,120.0,1.78,2.55,0.7699999999999998,2.262857142857143,0.32816326530612233,2.55,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,11.07,33.285,22.214999999999996,24.61357142857143,3.9706122448979593,25.92,0.0,0.799,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,80.14285714285714,75.59183673469387,14.0
mp-1224147,InGa(CuSe2)2,Cu-Ga-In-Se,"['Cu', 'Ga', 'In', 'Se']",4,8,190.4596735176709,5.470677390613241,Tetragonal,I-4,82,0.001199999999999,False,False,3.61480687,,,,,,,-14.68049888375,-0.56034897703125,0.004363673124998,False,,7.000000000000002e-05,3.675318701704347e-07,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'Ga3+', 'Se2-', 'In3+']",{},0.0420036423051925,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1832879', 'mp-2109237', 'mp-1395166', 'mp-1623538', 'mp-2306076', 'mp-1224147', 'mp-1755091']",GGA,kesterita,True,29.0,49.0,20.0,34.25,3.6875,34.0,64.0,89.0,25.0,79.125,9.875,89.0,63.546,114.818,51.272,78.434125,9.621843749999998,78.96,302.91,1357.77,1054.86,678.025,339.87249999999995,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.125,0.21875,4.0,120.0,142.0,22.0,126.0,7.0,120.0,1.78,2.55,0.7699999999999998,2.19875,0.35124999999999995,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,11.07,25.92,14.850000000000001,21.1171875,5.588515625000001,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,88.625,80.78125,14.0
mp-1224210,InCuGeSe4,Cu-Ge-In-Se,"['Cu', 'Ge', 'In', 'Se']",4,7,187.2500371630063,5.02678995918389,Tetragonal,I-4,82,0.6493000000000001,True,False,2.93671323,,,,,,,-4.2672448,-0.6293799172916661,0.0,True,-0.000104358392857,3.2800000000000004e-05,1.75166854420684e-07,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Ge3+', 'Se2-', 'In3+', 'Cu2+']",{},0.0373831701507557,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1446502', 'mp-2767915', 'mp-1621971', 'mp-1224210', 'mp-1753840', 'mp-2304083', 'mp-2093913']",GGA,kesterita,True,29.0,49.0,20.0,35.142857142857146,3.95918367346939,34.0,64.0,89.0,25.0,82.0,8.0,89.0,63.546,114.818,51.272,80.9777142857143,9.668653061224502,78.96,429.75,1357.77,928.02,710.7028571428572,327.93265306122447,494.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,4.0,5.0,1.0,4.142857142857143,0.24489795918367374,4.0,120.0,142.0,22.0,124.85714285714286,6.938775510204083,120.0,1.78,2.55,0.7699999999999998,2.27,0.3199999999999999,2.55,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,11.07,25.92,14.850000000000001,23.145,3.4900000000000015,25.92,0.0,0.799,0.799,0.5112857142857143,0.3288163265306122,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,92.14285714285714,89.3061224489796,14.0
mp-1224837,Ga2CuAgSe4,Ag-Cu-Ga-Se,"['Ag', 'Cu', 'Ga', 'Se']",4,8,191.7848827788351,5.426184535858932,Tetragonal,I-4,82,0.0968,True,False,2.5529786,,,,,,,-14.588191835000002,-0.54638358890625,0.010433274374998,False,,0.0005513,2.874574846630404e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'Ga3+', 'Ag+', 'Se2-']",{},0.0417134024542775,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-2305991', 'mp-2114175', 'mp-1224837', 'mp-1751273', 'mp-1827716', 'mp-1620854', 'mp-1386500']",GGA,kesterita,True,29.0,47.0,18.0,34.25,3.1875,34.0,64.0,89.0,25.0,79.125,9.875,89.0,63.546,107.8682,44.3222,78.337525,8.005143749999998,78.96,302.91,1357.77,1054.86,646.815,324.76750000000004,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.125,0.21875,4.0,120.0,145.0,25.0,125.125,6.6875,120.0,1.81,2.55,0.7399999999999998,2.20625,0.3437499999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,11.07,25.92,14.850000000000001,21.099375000000002,4.820625000000001,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,79.25,72.875,14.0
mp-1224848,GaAgSnSe4,Ag-Ga-Se-Sn,"['Ag', 'Ga', 'Se', 'Sn']",4,7,199.9732613468383,5.083101460811751,Tetragonal,I-4,82,0.8903000000000001,True,False,1.82359341,8.732321103333335,3.21081206,11.943133163333334,2.955050101662125,,,-4.084467770000001,-0.6752889890773811,0.0,True,-0.001942173571429,6.690000000000001e-05,3.345447263770283e-07,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Ga3+', 'Ag+', 'Se2-', 'Sn4+']",{},0.035004679889973,False,False,True,False,True,PV ampliado inferior (0.7–1.0 eV),True,False,False,"['mp-1540731', 'mp-1753945', 'mp-2303393', 'mp-1224848', 'mp-1620689', 'mp-2095760', 'mp-1835734', 'mp-1542309', 'mp-1390206']",GGA,kesterita,True,31.0,50.0,19.0,37.714285714285715,6.163265306122449,34.0,65.0,89.0,24.0,82.14285714285714,7.836734693877552,89.0,69.723,118.71,48.986999999999995,87.44874285714286,14.765918367346943,78.96,302.91,1234.93,932.02,574.1314285714286,188.79959183673472,494.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,4.0,5.0,1.0,4.285714285714286,0.4081632653061224,4.0,120.0,145.0,25.0,126.57142857142857,8.816326530612244,120.0,1.81,2.55,0.7399999999999998,2.2714285714285714,0.3183673469387754,2.55,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,16.33,33.285,16.955,24.593214285714286,3.999693877551021,25.92,0.0,0.799,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,69.42857142857143,64.89795918367346,14.0
mp-1224851,GaCuGeSe4,Cu-Ga-Ge-Se,"['Cu', 'Ga', 'Ge', 'Se']",4,7,163.89084271772913,5.286351470848596,Tetragonal,I-4,82,0.7335,True,False,2.87321888,,,,,,,-4.334498697142856,-0.6582163459821421,0.0,True,-0.00201387339286,0.0,0.0,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'Ga3+', 'Se2-', 'Ge4+']",{},0.0427113552162043,False,False,True,False,True,PV ampliado inferior (0.7–1.0 eV),False,False,False,"['mp-2095430', 'mp-1401328', 'mp-2911544', 'mp-1835202', 'mp-1751559', 'mp-2304899', 'mp-1224851', 'mp-1619651', 'mp-2769025']",GGA,kesterita,True,29.0,34.0,5.0,32.57142857142857,1.63265306122449,34.0,64.0,89.0,25.0,81.85714285714286,8.16326530612245,89.0,63.546,78.96,15.413999999999994,74.53557142857143,5.056489795918364,78.96,302.91,1357.77,1054.86,692.5828571428572,338.28693877551024,494.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,132.0,12.0,122.0,2.857142857142857,120.0,1.81,2.55,0.7399999999999998,2.274285714285714,0.3151020408163265,2.55,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,11.07,25.92,14.850000000000001,22.373214285714287,4.233979591836735,25.92,0.0,0.799,0.799,0.5112857142857143,0.3288163265306122,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,81.42857142857143,82.0408163265306,14.0
