material_id,formula,band_gap,is_gap_direct,is_pv_candidate,is_pv_candidate_amp,is_ibsc_candidate,is_ibsc_candidate_amp,energy_above_hull,formation_energy_per_atom,crystal_system,spacegroup_symbol,spacegroup_number,estrutura_esperada,regime_calc,density,efermi,theoretical,has_experimental_ref,possible_species,familia
mp-1202647,La2SbS5Br,1.8640999999999992,False,False,True,True,True,0.0,-1.738829275833333,Orthorhombic,Pnma,62,perovskita dupla,GGA,4.740424580919051,5.05222471,False,True,"['Br-', 'S2-', 'Sb3+', 'La3+', 'S-']",Perovskita Dupla
mp-1204726,Ba3GaS4Br,3.0328,True,False,False,False,True,0.0,-2.072455019722222,Orthorhombic,Pnma,62,perovskita dupla,GGA,4.403753080564789,4.90641173,False,True,"['Br-', 'Ga3+', 'S2-', 'Ba2+']",Perovskita Dupla
mp-643727,HPbBrO,3.1006,False,False,False,False,True,0.0,-1.370477384062499,Orthorhombic,Pnma,62,perovskita dupla,GGA,6.373903854143099,1.93815957,False,True,"['Br-', 'O2-', 'H+', 'Pb2+']",Perovskita Dupla
mp-567433,BP(IBr)3,1.9673,True,False,True,True,True,0.0,-0.66051848110119,Orthorhombic,Pnma,62,perovskita dupla,GGA,3.374071476394194,0.57944943,False,True,"['Br-', 'I-', 'B3+', 'P3+']",Perovskita Dupla
mp-1110566,Cs2NaAsBr6,2.559,False,False,False,True,True,0.0,-1.5512136298189652,Cubic,Fm-3m,225,perovskita dupla,GGA,3.88214034721374,-0.42281781,True,False,"['Br-', 'Na+', 'Cs+', 'As3+']",Perovskita Dupla
mp-1111649,K2NaScBr6,3.0952,False,False,False,False,True,0.0,-2.01212666408793,Cubic,Fm-3m,225,perovskita dupla,GGA,3.047548481840928,-0.80541613,True,False,"['Br-', 'K+', 'Na+', 'Sc3+']",Perovskita Dupla
mp-1112134,Cs2RbAsBr6,2.8942,True,False,False,False,True,0.0,-1.5705858744310341,Cubic,Fm-3m,225,perovskita dupla,GGA,3.572861471003119,-0.82645833,True,False,"['Br-', 'Rb+', 'Cs+', 'As3+']",Perovskita Dupla
mp-1112534,Cs2NaScBr6,3.1061,False,False,False,False,True,0.0,-2.090647527568966,Cubic,Fm-3m,225,perovskita dupla,GGA,3.7682963673281122,-0.50251978,True,False,"['Br-', 'Na+', 'Cs+', 'Sc3+']",Perovskita Dupla
mp-1112792,Cs2KAsBr6,3.0015,True,False,False,False,True,0.0,-1.578519398406034,Cubic,Fm-3m,225,perovskita dupla,GGA,3.576464562458739,-0.7949058,True,False,"['Br-', 'K+', 'Cs+', 'As3+']",Perovskita Dupla
mp-1113046,Cs2KInBr6,2.3584,True,False,False,True,True,0.0,-1.7453492563227,Cubic,Fm-3m,225,perovskita dupla,GGA,3.66043062327514,-0.82756999,True,False,"['Br-', 'K+', 'Cs+', 'In3+']",Perovskita Dupla
mp-1113262,Cs2CeAgBr6,2.6247,False,False,False,False,True,0.0,-1.8869487550977,Cubic,Fm-3m,225,perovskita dupla,GGA,4.239055522234857,2.34775637,True,False,"['Br-', 'Ag+', 'Cs+', 'Ce3+']",Perovskita Dupla
mp-996943,Cs2NaInBr6,1.8935,True,False,True,True,True,0.0,-1.716573456735632,Cubic,Fm-3m,225,perovskita dupla,GGA,4.004339376709322,-0.306342,True,False,"['Br-', 'Na+', 'Cs+', 'In3+']",Perovskita Dupla
mp-996944,Cs2TlInBr6,1.8255,False,False,True,True,True,0.0,-1.577039565931035,Cubic,Fm-3m,225,perovskita dupla,GGA,4.301130798573819,0.05294794,True,False,"['Br-', 'Cs+', 'In3+', 'Tl+']",Perovskita Dupla
mp-550635,LuBi2IO4,1.4425000000000001,False,True,True,False,True,0.0,-2.334368720208334,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.81156484290883,4.3971935,False,True,"['I-', 'Lu3+', 'O2-', 'Bi3+']",Perovskita Dupla
mp-552738,TmBi2IO4,1.425899999999999,False,True,True,False,True,0.0,-2.336686201875002,Tetragonal,P4/mmm,123,perovskita dupla,HSE06,8.683084204108507,4.31253312,False,True,"['Tm3+', 'I-', 'O2-', 'Bi3+']",Perovskita Dupla
mp-1091394,Ba2NaIO6,2.2417,True,False,False,True,True,0.0,-2.207977574637931,Cubic,Fm-3m,225,perovskita dupla,GGA,5.697991667878675,2.80780736,False,True,"['Na+', 'O2-', 'I7+', 'Ba2+']",Perovskita Dupla
mp-1205512,KBa2IO6,2.779,True,False,False,False,True,0.0,-2.135474944225,Cubic,Fm-3m,225,perovskita dupla,GGA,5.328661912974667,2.44263141,True,True,"['K+', 'O2-', 'I7+', 'Ba2+']",Perovskita Dupla
mp-557250,HgINO3,1.9661,True,False,True,True,True,0.0,-0.7511069195833351,Orthorhombic,Pnma,62,perovskita dupla,GGA,4.776762654018852,-0.32414168,False,True,"['Hg2+', 'I-', 'O2-', 'N5+']",Perovskita Dupla
mp-697084,HPbIO,2.7209,False,False,False,False,True,0.0,-1.2150349734374981,Orthorhombic,Pnma,62,perovskita dupla,GGA,6.47441718919521,2.93891599,False,True,"['I-', 'H+', 'Pb2+', 'O2-']",Perovskita Dupla
mp-669364,Cs3Re3(SI)4,2.4339,False,False,False,True,True,0.0,-1.236948106533252,Cubic,Fm-3m,225,perovskita dupla,GGA,4.986353013969094,1.260400269999999,False,True,"['Re3+', 'I-', 'Cs+', 'S2-']",Perovskita Dupla
mp-1112117,Cs2RbScI6,2.3929,False,False,False,True,True,0.0,-1.633877158181035,Cubic,Fm-3m,225,perovskita dupla,GGA,3.685189216268148,0.24122835,True,False,"['I-', 'Rb+', 'Cs+', 'Sc3+']",Perovskita Dupla
mp-1112137,Cs2NaYI6,3.1517,True,False,False,False,True,0.0,-1.6785762190689661,Cubic,Fm-3m,225,perovskita dupla,GGA,3.971679607515418,0.62083333,True,False,"['Na+', 'Y3+', 'Cs+', 'I-']",Perovskita Dupla
mp-1112141,Cs2NaScI6,2.2294,False,False,False,True,True,0.0,-1.608572185568968,Cubic,Fm-3m,225,perovskita dupla,GGA,4.182400345120723,0.97416667,True,False,"['Na+', 'I-', 'Cs+', 'Sc3+']",Perovskita Dupla
mp-1112144,Cs2NaPrI6,3.1147,True,False,False,False,True,0.0,-1.681292552235632,Cubic,Fm-3m,225,perovskita dupla,GGA,3.9693024690124292,0.39416667,True,False,"['Na+', 'I-', 'Cs+', 'Pr3+']",Perovskita Dupla
mp-1112484,Cs2ScTlI6,2.4146,False,False,False,True,True,0.0,-1.481135688764369,Cubic,Fm-3m,225,perovskita dupla,GGA,4.268004205203559,0.7075,True,False,"['I-', 'Cs+', 'Sc3+', 'Tl+']",Perovskita Dupla
mp-1112656,Cs2NaCeI6,2.3813,False,False,False,True,True,0.0,-1.6711747860689652,Cubic,Fm-3m,225,perovskita dupla,GGA,3.972466408061819,2.67946585,True,False,"['Na+', 'I-', 'Cs+', 'Ce3+']",Perovskita Dupla
mp-1112663,Cs2LiYI6,3.008499999999999,True,False,False,False,True,0.0,-1.665472209264368,Cubic,Fm-3m,225,perovskita dupla,GGA,4.338245911695919,1.00708333,True,False,"['Y3+', 'Cs+', 'Li+', 'I-']",Perovskita Dupla
mp-1112710,Cs2KScI6,2.3591,False,False,False,True,True,0.0,-1.639713362156034,Cubic,Fm-3m,225,perovskita dupla,GGA,3.700902317308783,0.40750000000000003,True,False,"['K+', 'I-', 'Cs+', 'Sc3+']",Perovskita Dupla
mp-1112834,Cs2LiNdI6,2.9743,True,False,False,False,True,0.0,-1.671915922014368,Cubic,Fm-3m,225,perovskita dupla,GGA,4.252111686883407,0.8075,True,False,"['Nd3+', 'I-', 'Cs+', 'Li+']",Perovskita Dupla
mp-1112938,Cs2ScAgI6,2.0571,False,False,False,True,True,0.0,-1.386986988597701,Cubic,Fm-3m,225,perovskita dupla,GGA,4.592240908229201,1.34041667,True,False,"['I-', 'Ag+', 'Cs+', 'Sc3+']",Perovskita Dupla
mp-1113008,Cs2LiPrI6,2.960899999999999,True,False,False,False,True,0.0,-1.670642214431034,Cubic,Fm-3m,225,perovskita dupla,GGA,4.207158973151472,0.78083333,True,False,"['I-', 'Cs+', 'Li+', 'Pr3+']",Perovskita Dupla
mp-1113068,Cs2ScInI6,1.9467999999999992,True,False,True,True,True,0.0,-1.443627259097701,Cubic,Fm-3m,225,perovskita dupla,GGA,4.034538838981295,1.273385419999999,True,False,"['I-', 'Cs+', 'In+', 'Sc3+']",Perovskita Dupla
mp-1114119,Rb2NaScI6,2.2079,False,False,False,True,True,0.0,-1.561588831137932,Cubic,Fm-3m,225,perovskita dupla,GGA,3.896424625451023,0.7675000000000001,True,False,"['Na+', 'I-', 'Rb+', 'Sc3+']",Perovskita Dupla
mp-20884,Na2FeNiF7,2.6631,False,False,False,False,True,0.00020689090909000002,-2.708111882978056,Orthorhombic,Imma,74,perovskita dupla,GGA+U,3.39589676670203,-1.11761205,False,True,"['Na+', 'Fe3+', 'F-', 'Ni2+']",Perovskita Dupla
mp-1112229,K2LuCuCl6,2.4709,False,False,False,True,True,0.001292203500002,-1.951118381316666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.266111578636457,1.83427629,True,False,"['K+', 'Lu3+', 'Cl-', 'Cu+']",Perovskita Dupla
mp-1219588,RbMgCoF6,1.9239000000000002,True,False,True,True,True,0.001581457685183,-2.903187705833333,Orthorhombic,Imma,74,perovskita dupla,GGA+U,3.36514103287031,-0.28510631000000003,True,False,"['Mg2+', 'Rb+', 'Co3+', 'F-']",Perovskita Dupla
mp-1111965,Cs2RbIrF6,2.5113,True,False,False,True,True,0.0018074614999990001,-2.533594465681035,Cubic,Fm-3m,225,perovskita dupla,GGA,5.175924625848073,1.27903601,True,False,"['Ir3+', 'Rb+', 'Cs+', 'F-']",Perovskita Dupla
mp-989514,Cs2NaSbCl6,2.8096,False,False,False,False,True,0.0020347419999990003,-1.913533248068965,Cubic,Fm-3m,225,perovskita dupla,GGA,3.144792737315301,0.61209519,True,False,"['Na+', 'Cs+', 'Cl-', 'Sb3+']",Perovskita Dupla
mp-1111884,K2NaIrF6,2.3848000000000003,True,False,False,True,True,0.0020858460000020003,-2.54349559758793,Cubic,Fm-3m,225,perovskita dupla,GGA,4.321721226929771,0.95183229,True,False,"['K+', 'Na+', 'Ir3+', 'F-']",Perovskita Dupla
mp-1112661,Cs2NaBiBr6,3.177499999999999,False,False,False,False,True,0.002188846000002,-1.692775468068966,Cubic,Fm-3m,225,perovskita dupla,GGA,4.104886421403918,-0.66630789,True,False,"['Br-', 'Na+', 'Cs+', 'Bi3+']",Perovskita Dupla
mp-1110842,K2AgMoF6,2.5573,True,False,False,True,True,0.003419428625002,-2.563260360616666,Cubic,Fm-3m,225,perovskita dupla,GGA+U,3.661040876897081,-0.07888827,True,False,"['K+', 'Ag+', 'Mo3+', 'F-']",Perovskita Dupla
mp-1220707,NaZn2CdF7,2.804599999999999,True,False,False,False,True,0.0036849222727240003,-2.634894780125392,Orthorhombic,Imma,74,perovskita dupla,GGA,4.583505942350471,-1.09919057,True,False,"['Na+', 'Cd2+', 'Zn2+', 'F-']",Perovskita Dupla
mp-1114019,Rb2NaGdCl6,2.711,True,False,False,False,True,0.0038797750000000002,-2.453550768637931,Cubic,Fm-3m,225,perovskita dupla,GGA,2.930431539202858,-1.07705411,True,False,"['Na+', 'Rb+', 'Cl-', 'Gd3+']",Perovskita Dupla
mp-1112156,Cs2YTlI6,3.0866,True,False,False,False,True,0.003941125,-1.5453325372643691,Cubic,Fm-3m,225,perovskita dupla,GGA,4.14078472705921,0.3934375,True,False,"['Y3+', 'I-', 'Cs+', 'Tl+']",Perovskita Dupla
mp-557303,Ag2NClO3,1.71,False,True,True,False,True,0.0046095557142860006,-0.68977540690476,Orthorhombic,Pnma,62,perovskita dupla,GGA,4.678561123032568,0.77217325,False,True,"['N5+', 'O2-', 'Ag+', 'Cl-']",Perovskita Dupla
mp-1111368,K2TlRhF6,1.9609,False,False,True,True,True,0.004751067416657,-2.371195808783334,Cubic,Fm-3m,225,perovskita dupla,GGA,4.282239007520329,0.57845214,True,False,"['Rh3+', 'K+', 'F-', 'Tl+']",Perovskita Dupla
mp-559933,Ba3In2Cl2O5,1.4236,False,True,True,False,True,0.00497926916667,-2.5790751206944442,Tetragonal,I4/mmm,139,perovskita dupla,GGA,5.578266375326418,2.93125275,False,True,"['Cl-', 'O2-', 'In3+', 'Ba2+']",Perovskita Dupla
mp-1112503,Cs2TlAsF6,2.9734,True,False,False,False,True,0.005042952749997,-2.585479973014368,Cubic,Fm-3m,225,perovskita dupla,GGA,4.977936894316355,1.2744412,True,False,"['F-', 'Cs+', 'As3+', 'Tl+']",Perovskita Dupla
mp-1113067,Cs2ScInCl6,2.804299999999999,True,False,False,False,True,0.005675699312501,-2.073196200354171,Cubic,Fm-3m,225,perovskita dupla,GGA,3.054063558033775,0.556364,True,False,"['Cl-', 'Cs+', 'In+', 'Sc3+']",Perovskita Dupla
mp-1113269,Cs2NdAgI6,2.5429,False,False,False,True,True,0.005714765250002,-1.4629922338477,Cubic,Fm-3m,225,perovskita dupla,GGA,4.51968089391843,0.946874999999999,True,False,"['Nd3+', 'I-', 'Ag+', 'Cs+']",Perovskita Dupla
mp-1111434,Cs2NaMoCl6,1.6371,True,True,True,False,True,0.006399425750007,-1.778304948000018,Cubic,Fm-3m,225,perovskita dupla,GGA,3.323508574754686,1.61863388,True,False,"['Cl-', 'Na+', 'Cs+', 'Mo3+']",Perovskita Dupla
mp-1113029,Cs2KTlCl6,2.3439,True,False,False,True,True,0.0064588685,-1.8566590079893681,Cubic,Fm-3m,225,perovskita dupla,GGA,3.331727397399375,-1.10572215,True,False,"['K+', 'Tl3+', 'Cs+', 'Cl-']",Perovskita Dupla
mp-1113560,Rb2ScCuCl6,1.8951,False,False,True,True,True,0.006490811699999001,-2.079400378,Cubic,Fm-3m,225,perovskita dupla,GGA,3.114148050160115,1.8480394100000002,True,False,"['Cu+', 'Rb+', 'Cl-', 'Sc3+']",Perovskita Dupla
mp-1214805,AsPb2S3I,1.8295,False,False,True,True,True,0.006573080178571,-0.6785971396428551,Orthorhombic,Pnma,62,perovskita dupla,GGA,5.9664054146314704,5.64636648,True,True,"['I-', 'S2-', 'Pb2+', 'As3+']",Perovskita Dupla
mp-1112942,Cs2PrAgI6,2.5343,False,False,False,True,True,0.006615451750001,-1.461820751264368,Cubic,Fm-3m,225,perovskita dupla,GGA,4.4642231655239,0.92041667,True,False,"['I-', 'Ag+', 'Cs+', 'Pr3+']",Perovskita Dupla
mp-696275,SnH8(NCl3)2,2.5482,True,False,False,True,True,0.006630741764706001,-0.9779694191176471,Cubic,Fm-3m,225,perovskita dupla,GGA,2.343498568403572,-0.44388123,False,True,"['N3-', 'H+', 'Sn4+', 'Cl-']",Perovskita Dupla
mp-1111998,K2ScAgBr6,2.8359,False,False,False,False,True,0.006728700000000001,-1.7599665481166662,Cubic,Fm-3m,225,perovskita dupla,GGA,3.545031524426464,-0.39311574,True,False,"['Br-', 'K+', 'Ag+', 'Sc3+']",Perovskita Dupla
mp-1113063,Cs2YInBr6,2.9636,True,False,False,False,True,0.006738723500000001,-1.9565378755977,Cubic,Fm-3m,225,perovskita dupla,GGA,3.662017082091933,0.14002604,True,False,"['Br-', 'Y3+', 'Cs+', 'In+']",Perovskita Dupla
mp-1111949,K2AlAgF6,3.0675,False,False,False,False,True,0.007038170000011001,-3.045985775616666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.497391580281638,-0.06653669,True,False,"['K+', 'Ag+', 'F-', 'Al3+']",Perovskita Dupla
mp-1114188,Rb2ScInI6,2.0229,True,False,False,True,True,0.007130817,-1.391071834666666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.763756783093657,0.92800894,True,False,"['I-', 'Rb+', 'In+', 'Sc3+']",Perovskita Dupla
mp-1114016,Rb2NaScBr6,3.1115,False,False,False,False,True,0.007340720500000001,-2.05306927813793,Cubic,Fm-3m,225,perovskita dupla,GGA,3.436051764146195,-0.76100258,True,False,"['Br-', 'Na+', 'Rb+', 'Sc3+']",Perovskita Dupla
mp-557049,CdSbS2Cl,1.6373,False,True,True,False,True,0.007451008750001001,-0.679851513374998,Orthorhombic,Pnma,62,perovskita dupla,GGA,4.532820729249766,3.16455048,False,True,"['Cl-', 'Cd2+', 'S2-', 'Sb3+']",Perovskita Dupla
mp-1112157,K2NiHgF6,1.9584000000000001,True,False,True,True,True,0.007612064999999,-2.418037982700001,Cubic,Fm-3m,225,perovskita dupla,GGA,4.632668606883517,1.05578199,True,False,"['Hg2+', 'K+', 'F-', 'Ni2+']",Perovskita Dupla
mp-1112109,Cs2TlBiCl6,2.2018,True,False,False,True,True,0.007730570833336001,-1.8018478402643692,Cubic,Fm-3m,225,perovskita dupla,GGA,3.812963474658061,0.7624608900000001,True,False,"['Cs+', 'Cl-', 'Bi3+', 'Tl+']",Perovskita Dupla
mp-555114,VCdClO3,2.698299999999999,False,False,False,False,True,0.007835780833332001,-1.998744465833333,Orthorhombic,Pnma,62,perovskita dupla,GGA+U,3.930926313798781,-0.38883221,False,True,"['Cd2+', 'V5+', 'Cl-', 'O2-']",Perovskita Dupla
mp-1111876,Cs2KMoCl6,1.666,True,True,True,False,True,0.008005947750010001,-1.8040703413750152,Cubic,Fm-3m,225,perovskita dupla,GGA,3.066880952154242,1.23386132,True,False,"['Cl-', 'K+', 'Cs+', 'Mo3+']",Perovskita Dupla
mp-989563,Rb2NaTlCl6,1.8121,True,False,True,True,True,0.008229163000001,-1.799518091971264,Cubic,Fm-3m,225,perovskita dupla,GGA,3.259584786347759,-0.7561847700000001,True,False,"['Na+', 'Rb+', 'Tl3+', 'Cl-']",Perovskita Dupla
mp-1113543,Cs2AgAsCl6,1.5886,False,True,True,False,True,0.008311962999999001,-1.5611243658477,Cubic,Fm-3m,225,perovskita dupla,GGA,3.712971088389649,0.97213706,True,False,"['Ag+', 'Cs+', 'Cl-', 'As3+']",Perovskita Dupla
mp-758075,Fe2H4O2F5,1.587,False,True,True,False,True,0.00832864012821,-1.995273671923077,Orthorhombic,Imma,74,perovskita dupla,GGA+U,2.881451077217962,-0.59050841,False,True,"['Fe3+', 'O2-', 'F-', 'H+', 'Fe2+']",Perovskita Dupla
mp-1112498,Cs2TlBiBr6,1.7359,True,True,True,False,True,0.008358704500001,-1.549795573264369,Cubic,Fm-3m,225,perovskita dupla,GGA,4.346058157573892,0.44,True,False,"['Br-', 'Cs+', 'Bi3+', 'Tl+']",Perovskita Dupla
mp-1114025,Rb2NaAsBr6,2.5701,False,False,False,True,True,0.008976010499999,-1.513598301387931,Cubic,Fm-3m,225,perovskita dupla,GGA,3.555778220931196,-0.6724928,True,False,"['Br-', 'Na+', 'Rb+', 'As3+']",Perovskita Dupla
mp-1113764,KRb2IrF6,2.5351,True,False,False,True,True,0.009033736249999001,-2.536821479225,Cubic,Fm-3m,225,perovskita dupla,GGA,4.51426033058561,0.80278585,True,False,"['K+', 'Rb+', 'Ir3+', 'F-']",Perovskita Dupla
mp-1113979,Rb2LiGdCl6,2.8184,True,False,False,False,True,0.009456612750001,-2.456125571833333,Cubic,Fm-3m,225,perovskita dupla,GGA,3.118904735204172,-0.91291667,True,False,"['Cl-', 'Rb+', 'Li+', 'Gd3+']",Perovskita Dupla
mp-1205081,Ba3GaSe4Cl,2.61,False,False,False,False,True,0.009616145277775,-2.03017518548611,Orthorhombic,Pnma,62,perovskita dupla,GGA,4.802182583086464,4.19221611,False,True,"['Ga3+', 'Se2-', 'Cl-', 'Ba2+']",Perovskita Dupla
mp-1112287,K2CrAgF6,2.8775,False,False,False,False,True,0.009820983874998001,-2.721524893616666,Cubic,Fm-3m,225,perovskita dupla,GGA+U,3.587327924251497,2.36333948,True,False,"['K+', 'Cr3+', 'Ag+', 'F-']",Perovskita Dupla
mp-1112014,Cs2NaIrF6,2.2607,True,False,False,True,True,0.009965748500000001,-2.536311646068965,Cubic,Fm-3m,225,perovskita dupla,GGA,5.579380871330555,1.53881651,True,False,"['Na+', 'Ir3+', 'Cs+', 'F-']",Perovskita Dupla
mp-1114009,Rb2TlAsCl6,1.9544000000000001,True,False,True,True,True,0.010121739749999002,-1.622903490583333,Cubic,Fm-3m,225,perovskita dupla,GGA,3.254043298596242,0.76393323,True,False,"['Rb+', 'Cl-', 'As3+', 'Tl+']",Perovskita Dupla
mp-1112003,Cs2TlSbCl6,2.004299999999999,True,False,False,True,True,0.010369679500000001,-1.750358806264368,Cubic,Fm-3m,225,perovskita dupla,GGA,3.55683219936437,1.18648393,True,False,"['Cs+', 'Cl-', 'Sb3+', 'Tl+']",Perovskita Dupla
mp-1111486,Rb2GdAgCl6,2.128,False,False,False,True,True,0.010413259000002001,-2.172751832666666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.401239003793903,-0.23591069,True,False,"['Rb+', 'Ag+', 'Cl-', 'Gd3+']",Perovskita Dupla
mp-1113047,Cs2KScBr6,3.1875,False,False,False,False,True,0.010452542000002,-2.116622574156034,Cubic,Fm-3m,225,perovskita dupla,GGA,3.464473659207052,-0.91176327,True,False,"['Br-', 'K+', 'Cs+', 'Sc3+']",Perovskita Dupla
mp-1111865,Cs2LiBiBr6,2.9154,False,False,False,False,True,0.011177394,-1.6839514202643682,Cubic,Fm-3m,225,perovskita dupla,GGA,4.3713183415812,-0.31833333,True,False,"['Br-', 'Cs+', 'Li+', 'Bi3+']",Perovskita Dupla
mp-17057,Sr2SnSe3F2,1.447899999999999,True,True,True,False,True,0.011308555937500001,-2.314096016210941,Orthorhombic,Pnma,62,perovskita dupla,GGA,4.987642482871245,2.50117806,False,True,"['F-', 'Sr2+', 'Se2-', 'Sn4+']",Perovskita Dupla
mp-1223481,KCrNiF6,3.1558,False,False,False,False,True,0.011525024166662,-2.829034705805555,Orthorhombic,Imma,74,perovskita dupla,GGA+U,3.144344914744953,-1.30524115,True,False,"['K+', 'Cr3+', 'F-', 'Ni2+']",Perovskita Dupla
mp-1201600,In2BiSe4I,1.4904,False,True,True,False,True,0.011739891249999001,-0.7547303947135411,Orthorhombic,Pnma,62,perovskita dupla,GGA,5.68760151533766,4.14096487,False,True,"['I-', 'Se2-', 'In3+', 'Bi3+']",Perovskita Dupla
mp-554803,VPbClO3,2.3699,False,False,False,True,True,0.011841643958335,-2.049469373749999,Orthorhombic,Pnma,62,perovskita dupla,GGA+U,5.477167228707442,1.800612109999999,False,True,"['Cl-', 'V5+', 'Pb2+', 'O2-']",Perovskita Dupla
mp-558849,CdBiS2Cl,1.916,False,False,True,True,True,0.011979506500001002,-0.739189207124999,Orthorhombic,Pnma,62,perovskita dupla,GGA,5.6374287098609965,2.81119489,False,True,"['Cl-', 'Cd2+', 'S2-', 'Bi3+']",Perovskita Dupla
mp-1110678,Rb2NaMoCl6,1.622399999999999,True,True,True,False,True,0.012174970000002,-1.87695594963793,Cubic,Fm-3m,225,perovskita dupla,GGA,2.917560068469606,1.36191344,True,False,"['Cl-', 'Na+', 'Rb+', 'Mo3+']",Perovskita Dupla
mp-1210843,MnH4NF3,2.8948,True,False,False,False,True,0.012946686666666,-1.685742488936782,Orthorhombic,Pnma,62,perovskita dupla,GGA+U,2.724318956369483,0.60628954,True,True,"['N3-', 'H+', 'Mn2+', 'F-']",Perovskita Dupla
mp-1113520,Cs2ScInBr6,2.1681,True,False,False,True,True,0.012975812999999002,-1.897423124097701,Cubic,Fm-3m,225,perovskita dupla,GGA,3.7676583249151143,0.4284058,True,False,"['Br-', 'Cs+', 'In+', 'Sc3+']",Perovskita Dupla
mp-1113017,Cs2LiInCl6,2.7765,True,False,False,False,True,0.013287326999998001,-1.998909373931034,Cubic,Fm-3m,225,perovskita dupla,GGA,3.4506556434454483,-0.03916667,True,False,"['In3+', 'Cs+', 'Li+', 'Cl-']",Perovskita Dupla
mp-1114163,Rb2ScTlI6,2.3969,False,False,False,True,True,0.013302731500000001,-1.427644711333334,Cubic,Fm-3m,225,perovskita dupla,GGA,4.006923962021946,0.48083333,True,False,"['I-', 'Rb+', 'Sc3+', 'Tl+']",Perovskita Dupla
mp-1112142,Cs2NaSbBr6,2.556,False,False,False,True,True,0.013583240500001,-1.638596316068965,Cubic,Fm-3m,225,perovskita dupla,GGA,3.8331923121378653,-0.055674760000000004,True,False,"['Br-', 'Na+', 'Cs+', 'Sb3+']",Perovskita Dupla
mp-1112286,K2FeAgF6,2.1064,False,False,False,True,True,0.013700425625001001,-2.5556410536166663,Cubic,Fm-3m,225,perovskita dupla,GGA+U,3.550135076536538,1.84798798,True,False,"['K+', 'Fe3+', 'Ag+', 'F-']",Perovskita Dupla
mp-1112480,K2AgAsCl6,1.5190000000000001,False,True,True,False,True,0.013737397250002002,-1.501012421366666,Cubic,Fm-3m,225,perovskita dupla,GGA,2.798641505746342,0.79288861,True,False,"['K+', 'Ag+', 'Cl-', 'As3+']",Perovskita Dupla
mp-557410,NdTe2BrO5,1.9685000000000001,False,False,True,True,True,0.013871382808652001,-2.117465268981481,Tetragonal,I4/mmm,139,perovskita dupla,GGA,6.579850326770641,4.97819925,True,False,"['Br-', 'Nd3+', 'O2-', 'Te4+']",Perovskita Dupla
mp-1200366,H4PbI3N,2.442199999999999,False,False,False,True,True,0.014295537222221,-0.6747974627777771,Orthorhombic,Pnma,62,perovskita dupla,GGA,4.532270399376386,3.97392887,False,True,"['N3-', 'I-', 'H+', 'Pb2+']",Perovskita Dupla
mp-996941,Cs2RbInBr6,2.496299999999999,True,False,False,True,True,0.014949250499999001,-1.7372945553477002,Cubic,Fm-3m,225,perovskita dupla,GGA,3.665433094488842,-0.95916667,True,False,"['Br-', 'Rb+', 'Cs+', 'In3+']",Perovskita Dupla
mp-1110633,KRb2ScI6,2.339,False,False,False,True,True,0.0152074995,-1.586508878724999,Cubic,Fm-3m,225,perovskita dupla,GGA,3.454127518017046,0.21375000000000002,True,False,"['K+', 'I-', 'Rb+', 'Sc3+']",Perovskita Dupla
mp-554475,LaNb2ClO6,2.5637,True,False,False,True,True,0.015215007440472002,-3.20632168175,Orthorhombic,Pnma,62,perovskita dupla,GGA,4.8679489004837855,2.134695879999999,False,True,"['Cl-', 'Nb5+', 'O2-', 'La3+']",Perovskita Dupla
mp-1112502,Cs2TlAsCl6,2.0627,True,False,False,True,True,0.015394150500000002,-1.667370324014368,Cubic,Fm-3m,225,perovskita dupla,GGA,3.633400060971328,0.97858608,True,False,"['Cs+', 'Cl-', 'As3+', 'Tl+']",Perovskita Dupla
mp-1111672,K2LiInCl6,2.8649999999999993,True,False,False,False,True,0.015773579333334002,-1.9508593674499992,Cubic,Fm-3m,225,perovskita dupla,GGA,2.559935463949262,-0.25291667,True,False,"['In3+', 'K+', 'Li+', 'Cl-']",Perovskita Dupla
mp-989608,Cs2NaAsCl6,2.8421000000000003,False,False,False,False,True,0.016167040000001,-1.821436938818965,Cubic,Fm-3m,225,perovskita dupla,GGA,3.132620292568505,0.22364518,True,False,"['Na+', 'Cs+', 'Cl-', 'As3+']",Perovskita Dupla
mp-989579,Rb2LiTlCl6,1.5593,True,True,True,False,True,0.016350675749999002,-1.799548220166667,Cubic,Fm-3m,225,perovskita dupla,GGA,3.459505567753611,-0.50583333,True,False,"['Cl-', 'Rb+', 'Tl3+', 'Li+']",Perovskita Dupla
mp-1112493,Cs2ScTlBr6,3.1371,True,False,False,False,True,0.016601484499998,-1.937039557764369,Cubic,Fm-3m,225,perovskita dupla,GGA,4.066696530546414,-0.55279673,True,False,"['Br-', 'Cs+', 'Sc3+', 'Tl+']",Perovskita Dupla
mp-1110790,Rb2AgBiF6,2.5561,False,False,False,True,True,0.016627252500004002,-2.542093180666666,Cubic,Fm-3m,225,perovskita dupla,GGA,4.763147245248189,0.47734736,True,False,"['F-', 'Rb+', 'Ag+', 'Bi3+']",Perovskita Dupla
