material_id,formula,band_gap,is_gap_direct,is_pv_candidate,is_pv_candidate_amp,is_ibsc_candidate,is_ibsc_candidate_amp,energy_above_hull,formation_energy_per_atom,crystal_system,spacegroup_symbol,spacegroup_number,estrutura_esperada,regime_calc,density,efermi,theoretical,has_experimental_ref,possible_species,familia
mp-541375,CdH4Br3N,2.5461,False,False,False,True,True,0.016631707500000002,-0.854696339722221,Orthorhombic,Pnma,62,perovskita dupla,GGA,3.7603751507172922,-0.52540975,False,True,"['Br-', 'Cd2+', 'H+', 'N3-']",Perovskita Dupla
mp-1114129,Rb2YInBr6,2.833199999999999,True,False,False,False,True,0.016793706999999002,-1.903752233166666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.346020774733383,-0.05330729,True,False,"['Br-', 'Y3+', 'Rb+', 'In+']",Perovskita Dupla
mp-1112004,Cs2RbTlCl6,2.468899999999999,True,False,False,True,True,0.017584059499998,-1.844958549014368,Cubic,Fm-3m,225,perovskita dupla,GGA,3.361255225161925,-1.26140248,True,False,"['Rb+', 'Cs+', 'Cl-', 'Tl3+']",Perovskita Dupla
mp-1111393,CsRb2RhF6,2.2145,False,False,False,True,True,0.017921141500001,-2.557088107465516,Cubic,Fm-3m,225,perovskita dupla,GGA,3.962064790207272,0.24626509,True,False,"['Rh3+', 'F-', 'Rb+', 'Cs+']",Perovskita Dupla
mp-1112999,Cs2LiTlCl6,1.5236,True,True,True,False,True,0.018173167250002002,-1.823550346597702,Cubic,Fm-3m,225,perovskita dupla,GGA,3.844957647619074,-0.25916667,True,False,"['Cl-', 'Tl3+', 'Cs+', 'Li+']",Perovskita Dupla
mp-1111926,K2LiIrF6,2.083199999999999,True,False,False,True,True,0.018296613000002,-2.574690587783333,Cubic,Fm-3m,225,perovskita dupla,GGA,4.654594865961457,1.10166667,True,False,"['K+', 'Ir3+', 'Li+', 'F-']",Perovskita Dupla
mp-1111439,Cs2LiSbCl6,2.950799999999999,False,False,False,False,True,0.018736179999997,-1.905229178264368,Cubic,Fm-3m,225,perovskita dupla,GGA,3.3254451157372023,0.7137500000000001,True,False,"['Cl-', 'Cs+', 'Li+', 'Sb3+']",Perovskita Dupla
mp-1110611,Rb2CoAgF6,2.009299999999999,False,False,False,True,True,0.018885782999999,-2.356622655666667,Cubic,Fm-3m,225,perovskita dupla,GGA,4.711270625440298,1.1599839,True,False,"['Ag+', 'Rb+', 'Co3+', 'F-']",Perovskita Dupla
mp-556345,Ag2BrNO3,1.6045,False,True,True,False,True,0.019580985714285,-0.6550704147619041,Orthorhombic,Pnma,62,perovskita dupla,GGA,5.030349553075043,0.65074933,False,True,"['Br-', 'O2-', 'Ag+', 'N5+']",Perovskita Dupla
mp-1111799,Rb2ScAgI6,2.1449,False,False,False,True,True,0.019905862250000003,-1.343710374166666,Cubic,Fm-3m,225,perovskita dupla,GGA,4.2988741416065235,1.11937902,True,False,"['I-', 'Rb+', 'Ag+', 'Sc3+']",Perovskita Dupla
mp-21445,Ba3In2O5F2,1.5869,False,True,True,False,True,0.020119398750003,-2.8372749840277773,Tetragonal,I4/mmm,139,perovskita dupla,GGA,6.026290766124467,2.97466774,False,True,"['F-', 'O2-', 'In3+', 'Ba2+']",Perovskita Dupla
mp-1219590,RbMgNiF6,2.045,False,False,False,True,True,0.020472682222221,-2.833308671388889,Orthorhombic,Imma,74,perovskita dupla,GGA+U,3.420160732081892,-2.04658901,True,False,"['Mg2+', 'Rb+', 'F-', 'Ni3+']",Perovskita Dupla
mp-1112931,Cs2YAgI6,2.459399999999999,False,False,False,True,True,0.020861807250000003,-1.4560710330977011,Cubic,Fm-3m,225,perovskita dupla,GGA,4.482073488357927,1.02708333,True,False,"['Y3+', 'Ag+', 'Cs+', 'I-']",Perovskita Dupla
mp-1112015,K2ScInBr6,2.3286,True,False,False,True,True,0.020903155000000003,-1.8008301506166662,Cubic,Fm-3m,225,perovskita dupla,GGA,3.070001557182927,-0.0355566,True,False,"['Br-', 'K+', 'In+', 'Sc3+']",Perovskita Dupla
mp-1113451,Cs2ScAgBr6,2.8546,False,False,False,False,True,0.022731832812501,-1.834310511597701,Cubic,Fm-3m,225,perovskita dupla,GGA,4.286977605502238,-0.13211048,True,False,"['Br-', 'Ag+', 'Cs+', 'Sc3+']",Perovskita Dupla
mp-1111835,Cs2LiSbBr6,2.3396,False,False,False,True,True,0.022989746500001,-1.629354310264367,Cubic,Fm-3m,225,perovskita dupla,GGA,4.067383612777452,0.26708333,True,False,"['Br-', 'Cs+', 'Li+', 'Sb3+']",Perovskita Dupla
mp-558773,LaWClO4,2.9076999999999993,True,False,False,False,True,0.024094886547622003,-2.798301488571428,Orthorhombic,Pnma,62,perovskita dupla,GGA+U,6.013157553863046,2.76409611,False,True,"['Cl-', 'W6+', 'La3+', 'O2-']",Perovskita Dupla
mp-1112793,Cs2KAsI6,1.8435000000000001,False,False,True,True,True,0.024127396499999003,-1.1929861404060351,Cubic,Fm-3m,225,perovskita dupla,GGA,3.819650679012692,0.67483576,True,False,"['K+', 'I-', 'Cs+', 'As3+']",Perovskita Dupla
mp-1112889,Cs2InBiCl6,1.7611999999999992,True,True,True,False,True,0.024267332666671002,-1.7683429095977021,Cubic,Fm-3m,225,perovskita dupla,GGA,3.5255403783025443,1.36943616,True,False,"['Cl-', 'Cs+', 'In+', 'Bi3+']",Perovskita Dupla
mp-1110767,Rb2NaYI6,3.1384,True,False,False,False,True,0.024726584999998,-1.6280083946379311,Cubic,Fm-3m,225,perovskita dupla,GGA,3.699562255103578,0.40083333,True,False,"['Na+', 'Y3+', 'Rb+', 'I-']",Perovskita Dupla
mp-1110899,K2LiSbBr6,2.3188,False,False,False,True,True,0.024960145750000003,-1.5529713907833331,Cubic,Fm-3m,225,perovskita dupla,GGA,3.365901730612632,0.066875,True,False,"['Br-', 'K+', 'Li+', 'Sb3+']",Perovskita Dupla
mp-765310,Li5Ni2O2F5,2.1942,False,False,False,True,True,0.025148793214285002,-2.583416931190477,Tetragonal,I4/mmm,139,perovskita dupla,GGA+U,3.739835679155161,3.70211956,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-1110668,Rb2LiMoCl6,1.537999999999999,False,True,True,False,True,0.025383649750001003,-1.871898910833333,Cubic,Fm-3m,225,perovskita dupla,GGA,3.069651027066096,1.6475,True,False,"['Cl-', 'Rb+', 'Mo3+', 'Li+']",Perovskita Dupla
mp-1111885,Cs2NdCuBr6,2.2431,False,False,False,True,True,0.025492302749998003,-1.840502089681035,Cubic,Fm-3m,225,perovskita dupla,GGA,4.468213781880857,1.35298443,True,False,"['Br-', 'Nd3+', 'Cs+', 'Cu+']",Perovskita Dupla
mp-1112659,Cs2NaBiI6,2.107399999999999,False,False,False,True,True,0.025544727000002,-1.285656405068965,Cubic,Fm-3m,225,perovskita dupla,GGA,4.267109076558455,0.63375,True,False,"['Na+', 'I-', 'Cs+', 'Bi3+']",Perovskita Dupla
mp-1113570,Cs2CeAgCl6,2.9041,False,False,False,False,True,0.02588211383333,-2.1820707900977,Cubic,Fm-3m,225,perovskita dupla,GGA,3.573667580766293,2.96553587,True,False,"['Ag+', 'Cs+', 'Cl-', 'Ce3+']",Perovskita Dupla
mp-1110873,K2AgSbCl6,1.6025,False,True,True,False,True,0.026073496749987,-1.362271146750004,Cubic,Fm-3m,225,perovskita dupla,GGA,2.8168522736825983,1.06017339,True,False,"['K+', 'Ag+', 'Cl-', 'Sb3+']",Perovskita Dupla
mp-1112275,K2ScAgF6,3.0351,False,False,False,False,True,0.026178685166668002,-3.171970405116666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.248016670572745,-0.32579037,True,False,"['K+', 'Ag+', 'F-', 'Sc3+']",Perovskita Dupla
mp-1111726,Rb2ScAgBr6,2.8737999999999992,False,False,False,False,True,0.026484421312502,-1.799523226166666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.9333646844242662,-0.39025642,True,False,"['Br-', 'Rb+', 'Ag+', 'Sc3+']",Perovskita Dupla
mp-1111449,Cs2SmCuCl6,2.5700000000000003,False,False,False,True,True,0.026521445250002003,-2.026102832499998,Cubic,Fm-3m,225,perovskita dupla,GGA,3.970750382168495,2.11239335,True,False,"['Cu+', 'Sm3+', 'Cs+', 'Cl-']",Perovskita Dupla
mp-1112853,Cs2KSbBr6,2.8501000000000003,True,False,False,False,True,0.026752557500001002,-1.6620510366560342,Cubic,Fm-3m,225,perovskita dupla,GGA,3.504234517636405,-0.45916667,True,False,"['Br-', 'K+', 'Cs+', 'Sb3+']",Perovskita Dupla
mp-1111193,K2ScTlBr6,3.0604,True,False,False,False,True,0.026752704500000002,-1.8382227062833332,Cubic,Fm-3m,225,perovskita dupla,GGA,3.396813631716301,-0.80880779,True,False,"['Br-', 'K+', 'Sc3+', 'Tl+']",Perovskita Dupla
mp-1113355,Cs2PrCuBr6,2.1974,False,False,False,True,True,0.026963824749998002,-1.8372968130977,Cubic,Fm-3m,225,perovskita dupla,GGA,4.392772423526979,1.3384586,True,False,"['Br-', 'Cu+', 'Cs+', 'Pr3+']",Perovskita Dupla
mp-753283,Li6NiOF6,1.8953000000000002,False,False,True,True,True,0.026964504642856,-2.8596973046428573,Tetragonal,I4/mmm,139,perovskita dupla,GGA+U,3.139770698097829,3.47074901,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-1114017,Rb2NaInBr6,2.0049,True,False,False,True,True,0.026982653499999003,-1.677307463304596,Cubic,Fm-3m,225,perovskita dupla,GGA,3.6788202341627,-0.64342648,True,False,"['Br-', 'Na+', 'Rb+', 'In3+']",Perovskita Dupla
mp-1110744,Rb2LiYI6,2.9884,True,False,False,False,True,0.027094288999999,-1.620097080833333,Cubic,Fm-3m,225,perovskita dupla,GGA,3.932796557449895,0.8137500000000001,True,False,"['Y3+', 'Rb+', 'I-', 'Li+']",Perovskita Dupla
mp-1114124,KRb2AsBr6,3.0145,True,False,False,False,True,0.028182640499999002,-1.531015708975,Cubic,Fm-3m,225,perovskita dupla,GGA,3.251441251876576,-1.06110445,True,False,"['Br-', 'K+', 'Rb+', 'As3+']",Perovskita Dupla
mp-1114120,KRb2ScBr6,3.191799999999999,False,False,False,False,True,0.028263042499998003,-2.068770993725,Cubic,Fm-3m,225,perovskita dupla,GGA,3.128109418684508,-1.23032124,True,False,"['Br-', 'K+', 'Rb+', 'Sc3+']",Perovskita Dupla
mp-1110891,K2NaSbBr6,2.5456,False,False,False,True,True,0.028807362750000003,-1.5489596735879299,Cubic,Fm-3m,225,perovskita dupla,GGA,3.145589490929698,-0.34289979,True,False,"['Br-', 'K+', 'Na+', 'Sb3+']",Perovskita Dupla
mp-1111822,Cs2NaMoBr6,1.4443000000000001,True,True,True,False,True,0.029777837999998003,-1.586868888068966,Cubic,Fm-3m,225,perovskita dupla,GGA,4.097699998928286,0.99371062,True,False,"['Br-', 'Na+', 'Cs+', 'Mo3+']",Perovskita Dupla
mp-1112140,Cs2NaSbI6,1.8895,False,False,True,True,True,0.029831639000000004,-1.237659143068965,Cubic,Fm-3m,225,perovskita dupla,GGA,4.078793024600928,0.9141666700000001,True,False,"['Na+', 'I-', 'Cs+', 'Sb3+']",Perovskita Dupla
mp-1113207,Cs2TbCuCl6,2.5342000000000002,False,False,False,True,True,0.029859650749997003,-2.03379767004167,Cubic,Fm-3m,225,perovskita dupla,GGA,3.95561645284098,2.04908633,True,False,"['Cu+', 'Cs+', 'Cl-', 'Tb3+']",Perovskita Dupla
mp-1110811,Rb2AgBiBr6,1.581999999999999,False,True,True,False,True,0.030073661374996,-1.413070619666666,Cubic,Fm-3m,225,perovskita dupla,GGA,4.317988406153579,0.115131199999999,True,False,"['Br-', 'Rb+', 'Ag+', 'Bi3+']",Perovskita Dupla
mp-1113924,Rb2TlSbF6,2.807,False,False,False,False,True,0.031306053499999,-2.644443887833334,Cubic,Fm-3m,225,perovskita dupla,GGA,4.400000546688665,1.39530518,True,False,"['F-', 'Rb+', 'Sb3+', 'Tl+']",Perovskita Dupla
mp-1113644,Rb2TlFeF6,2.9912,False,False,False,False,True,0.031354229999999005,-2.679314555833333,Cubic,Fm-3m,225,perovskita dupla,GGA,4.86436061562427,3.31039758,True,False,"['Fe3+', 'Rb+', 'F-', 'Tl+']",Perovskita Dupla
mp-1110700,Rb2NaSbBr6,2.5605,False,False,False,True,True,0.031378415750005,-1.59448837963793,Cubic,Fm-3m,225,perovskita dupla,GGA,3.506698022734248,-0.3046972,True,False,"['Br-', 'Na+', 'Rb+', 'Sb3+']",Perovskita Dupla
mp-1110743,Rb2NaBiBr6,3.136,False,False,False,False,True,0.031396662374999,-1.64683781763793,Cubic,Fm-3m,225,perovskita dupla,GGA,3.796601247125005,-0.91179707,True,False,"['Br-', 'Na+', 'Rb+', 'Bi3+']",Perovskita Dupla
mp-1114132,Rb2ScInBr6,2.4052,True,False,False,True,True,0.031397746499999005,-1.848960110666666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.424577555584463,-0.04500131,True,False,"['Br-', 'Rb+', 'In+', 'Sc3+']",Perovskita Dupla
mp-1112838,Cs2LiBiI6,1.9323000000000001,False,False,True,True,True,0.031421520000002,-1.274236002264368,Cubic,Fm-3m,225,perovskita dupla,GGA,4.534272784846485,1.04708333,True,False,"['I-', 'Cs+', 'Li+', 'Bi3+']",Perovskita Dupla
mp-1114239,Na2LiIrF6,2.1677,True,False,False,True,True,0.031441088600001,-2.456846318566668,Cubic,Fm-3m,225,perovskita dupla,GGA,4.6421724115213685,1.5483333300000002,True,False,"['Na+', 'Ir3+', 'Li+', 'F-']",Perovskita Dupla
mp-753377,Li5NiOF5,2.0926,False,False,False,True,True,0.031453041250002,-2.808859420555555,Tetragonal,P4/mmm,123,perovskita dupla,GGA+U,3.240486930909598,2.37972687,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-1111618,K2NaScI6,2.1954000000000002,False,False,False,True,True,0.031965999499999,-1.515416539087931,Cubic,Fm-3m,225,perovskita dupla,GGA,3.462180221156642,0.7475,True,False,"['K+', 'Na+', 'I-', 'Sc3+']",Perovskita Dupla
mp-1110708,Rb2LiSbBr6,2.3274,False,False,False,True,True,0.032909101750003,-1.593122193833333,Cubic,Fm-3m,225,perovskita dupla,GGA,3.7432945028331552,0.066875,True,False,"['Br-', 'Rb+', 'Li+', 'Sb3+']",Perovskita Dupla
mp-1112412,Rb2TmCuCl6,2.4353,False,False,False,True,True,0.032943498249999,-2.138892495500001,Cubic,Fm-3m,225,perovskita dupla,GGA,3.682607247926253,1.83016369,True,False,"['Tm3+', 'Cu+', 'Rb+', 'Cl-']",Perovskita Dupla
mp-1110713,Rb2LiBiBr6,2.9149000000000003,False,False,False,False,True,0.033182222374999,-1.645216757833333,Cubic,Fm-3m,225,perovskita dupla,GGA,4.056432765774867,-0.5525,True,False,"['Br-', 'Rb+', 'Li+', 'Bi3+']",Perovskita Dupla
mp-1111651,K2NaAsCl6,3.145,False,False,False,False,True,0.033360808250000006,-1.75565446233793,Cubic,Fm-3m,225,perovskita dupla,GGA,2.243272568539858,-0.2760357,True,False,"['K+', 'Na+', 'Cl-', 'As3+']",Perovskita Dupla
mp-1110989,Cs2LiMoCl6,1.597799999999999,True,True,True,False,True,0.033437410125007005,-1.7532968331666892,Cubic,Fm-3m,225,perovskita dupla,GGA,3.473962979984999,1.8475000000000001,True,False,"['Cl-', 'Mo3+', 'Cs+', 'Li+']",Perovskita Dupla
mp-1112131,Cs2RbAsI6,2.286,False,False,False,True,True,0.033498876500000004,-1.188786892431035,Cubic,Fm-3m,225,perovskita dupla,GGA,3.817249234008913,0.30142951,True,False,"['I-', 'Rb+', 'Cs+', 'As3+']",Perovskita Dupla
mp-1111035,Rb2LuCuCl6,2.436699999999999,False,False,False,True,True,0.033677371250000004,-2.137519841166666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.758242560955795,1.82400385,True,False,"['Cu+', 'Rb+', 'Cl-', 'Lu3+']",Perovskita Dupla
mp-1110861,K2NaMoCl6,1.5542,False,True,True,False,True,0.034184043499998006,-1.720503804583323,Cubic,Fm-3m,225,perovskita dupla,GGA,2.436918106860151,1.33000554,True,False,"['Cl-', 'K+', 'Na+', 'Mo3+']",Perovskita Dupla
mp-776904,LiFe2OF3,3.056599999999999,True,False,False,False,True,0.034207641428571,-2.403546444047619,Orthorhombic,Pnma,62,perovskita dupla,GGA+U,3.754775607179981,0.8395241,True,False,"['F-', 'O2-', 'Fe2+', 'Li+']",Perovskita Dupla
mp-1113710,Rb2LiIrF6,2.024,True,False,False,True,True,0.034208538250002,-2.5597485698333333,Cubic,Fm-3m,225,perovskita dupla,GGA,5.385381863478384,1.06833333,True,False,"['F-', 'Rb+', 'Ir3+', 'Li+']",Perovskita Dupla
mp-1112871,Cs2KMoBr6,1.6085,True,True,True,False,True,0.034323731187497,-1.619100962656034,Cubic,Fm-3m,225,perovskita dupla,GGA,3.770319935616985,0.59783801,True,False,"['Br-', 'K+', 'Cs+', 'Mo3+']",Perovskita Dupla
mp-753703,Li3Ni2O2F3,2.5234,False,False,False,True,True,0.034348318000001,-2.351740538499999,Tetragonal,I4/mmm,139,perovskita dupla,GGA+U,4.199766018846456,3.34097933,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-780202,Li2FeO2F,1.6775,False,True,True,False,True,0.034743838333334005,-2.316799958194444,Orthorhombic,Pnma,62,perovskita dupla,GGA+U,3.7428364586411123,2.72601823,True,False,"['Fe3+', 'O2-', 'Li+', 'F-']",Perovskita Dupla
mp-1113935,Rb2TiHgF6,2.3262,True,False,False,True,True,0.034775874416666006,-3.086033571083334,Cubic,Fm-3m,225,perovskita dupla,GGA,3.87593443918012,-0.9975415,True,False,"['Ti3+', 'F-', 'Rb+', 'Hg+']",Perovskita Dupla
mp-1112673,Cs2LiSbI6,1.7376,False,True,True,False,True,0.035539827000001,-1.226407345264368,Cubic,Fm-3m,225,perovskita dupla,GGA,4.32562036423368,1.30708333,True,False,"['I-', 'Cs+', 'Li+', 'Sb3+']",Perovskita Dupla
mp-1112413,Rb2YCuBr6,2.340499999999999,False,False,False,True,True,0.035859775499999004,-1.8092656325,Cubic,Fm-3m,225,perovskita dupla,GGA,4.004623823270957,1.0753180900000001,True,False,"['Br-', 'Cu+', 'Y3+', 'Rb+']",Perovskita Dupla
mp-2646981,CsPbI2Br,1.4384000000000001,True,True,True,False,True,0.035953406166669005,-1.350987620931034,Tetragonal,P4/mmm,123,perovskita dupla,GGA,4.617248557371106,1.35910424,True,False,"['Br-', 'I-', 'Cs+', 'Pb2+']",Perovskita Dupla
mp-1574529,Li2MnO2F,2.3681,False,False,False,True,True,0.036284853333333006,-2.458547754099616,Orthorhombic,Pnma,62,perovskita dupla,GGA+U,3.4946673750348163,1.44670941,True,False,"['F-', 'O2-', 'Li+', 'Mn3+']",Perovskita Dupla
mp-1114031,KRb2TlCl6,2.416,True,False,False,True,True,0.036305611333332,-1.810011363558334,Cubic,Fm-3m,225,perovskita dupla,GGA,2.962873302006403,-1.41833692,True,False,"['K+', 'Rb+', 'Tl3+', 'Cl-']",Perovskita Dupla
mp-1114111,Rb2ScTlBr6,3.0758,True,False,False,False,True,0.036429553,-1.8871704093333341,Cubic,Fm-3m,225,perovskita dupla,GGA,3.7460810985302713,-0.78494916,True,False,"['Br-', 'Rb+', 'Sc3+', 'Tl+']",Perovskita Dupla
mp-1112283,K2InAgF6,1.6678000000000002,False,True,True,False,True,0.036784351250004,-2.595298415283332,Cubic,Fm-3m,225,perovskita dupla,GGA,3.743980046061199,0.13766041,True,False,"['K+', 'Ag+', 'In3+', 'F-']",Perovskita Dupla
mp-1111616,K2NaTlCl6,1.9894,True,False,True,True,True,0.036829457,-1.759131810921265,Cubic,Fm-3m,225,perovskita dupla,GGA,2.821225948682101,-0.9472999200000001,True,False,"['K+', 'Na+', 'Tl3+', 'Cl-']",Perovskita Dupla
mp-1110750,Rb2LiCeI6,2.1287,False,False,False,True,True,0.036895959499999,-1.613170874833333,Cubic,Fm-3m,225,perovskita dupla,GGA,3.9519475771183643,2.73242938,True,False,"['I-', 'Rb+', 'Li+', 'Ce3+']",Perovskita Dupla
mp-1111673,K2LiGdCl6,2.8434,True,False,False,False,True,0.0369059175,-2.293317335666667,Cubic,Fm-3m,225,perovskita dupla,GGA,2.6504160021546532,-0.9525,True,False,"['Cl-', 'K+', 'Li+', 'Gd3+']",Perovskita Dupla
mp-1114234,Na2LiRhF6,1.843799999999999,True,False,True,True,True,0.037087602999998005,-2.551669323609194,Cubic,Fm-3m,225,perovskita dupla,GGA,3.543170186676559,0.58833333,True,False,"['Rh3+', 'Na+', 'Li+', 'F-']",Perovskita Dupla
mp-1111660,K2LiTlCl6,1.5798,True,True,True,False,True,0.037746587750001004,-1.7663663211166671,Cubic,Fm-3m,225,perovskita dupla,GGA,2.999284646365171,-0.5062500000000001,True,False,"['Cl-', 'K+', 'Tl3+', 'Li+']",Perovskita Dupla
mp-1110855,K2LiMoCl6,1.4862,False,True,True,False,True,0.037877211999999,-1.7073903449166798,Cubic,Fm-3m,225,perovskita dupla,GGA,2.561813034232243,1.6675,True,False,"['Cl-', 'K+', 'Mo3+', 'Li+']",Perovskita Dupla
mp-1112121,Cs2RbSbBr6,2.8409999999999993,True,False,False,False,True,0.038009861500006,-1.6528725636810342,Cubic,Fm-3m,225,perovskita dupla,GGA,3.482354460203252,-0.52645833,True,False,"['Br-', 'Rb+', 'Cs+', 'Sb3+']",Perovskita Dupla
mp-989580,Cs2KNF6,2.9855,True,False,False,False,True,0.038152203999999,-1.830823522156034,Cubic,Fm-3m,225,perovskita dupla,GGA,3.979925237004765,-1.365859009999999,True,False,"['K+', 'Cs+', 'N3+', 'F-']",Perovskita Dupla
mp-1113288,Rb2ErCuCl6,2.2131,False,False,False,True,True,0.038193376074998,-2.1385495995,Cubic,Fm-3m,225,perovskita dupla,GGA,3.670036517570337,2.08724438,True,False,"['Er3+', 'Cu+', 'Rb+', 'Cl-']",Perovskita Dupla
mp-1112159,K2ScCuCl6,1.877199999999999,False,False,True,True,True,0.038786515333338004,-1.903441415916661,Cubic,Fm-3m,225,perovskita dupla,GGA,2.595464797050145,1.8805939,True,False,"['K+', 'Cu+', 'Cl-', 'Sc3+']",Perovskita Dupla
mp-1112958,Cs2DyCuCl6,2.2443,False,False,False,True,True,0.039144086999998,-2.02527425424999,Cubic,Fm-3m,225,perovskita dupla,GGA,4.008590838110714,2.32980979,True,False,"['Cu+', 'Cs+', 'Cl-', 'Dy3+']",Perovskita Dupla
mp-1205743,NaSr2IO6,2.417399999999999,True,False,False,True,True,0.039334581500020005,-2.17902850863793,Cubic,Fm-3m,225,perovskita dupla,GGA,5.037334894846253,3.08777393,True,True,"['Na+', 'O2-', 'Sr2+', 'I7+']",Perovskita Dupla
mp-1110865,K2LiSbCl6,2.9339,False,False,False,False,True,0.039365219249999,-1.640452489666665,Cubic,Fm-3m,225,perovskita dupla,GGA,2.4485865512055263,0.53354167,True,False,"['Cl-', 'K+', 'Li+', 'Sb3+']",Perovskita Dupla
mp-1111234,K2NaGdCl6,3.1345,True,False,False,False,True,0.039368113,-2.293374322250001,Cubic,Fm-3m,225,perovskita dupla,GGA,2.492903903199513,-1.37662902,True,False,"['K+', 'Na+', 'Cl-', 'Gd3+']",Perovskita Dupla
mp-1112107,Cs2TlInI6,1.4001000000000001,False,True,True,False,True,0.039499220749999,-1.174716372931035,Cubic,Fm-3m,225,perovskita dupla,GGA,4.471693615918862,0.94005315,True,False,"['I-', 'Cs+', 'In3+', 'Tl+']",Perovskita Dupla
mp-1112917,Cs2ErCuCl6,2.0815,False,False,False,True,True,0.039840635750001005,-2.024936442333333,Cubic,Fm-3m,225,perovskita dupla,GGA,4.072198428904191,2.31766522,True,False,"['Cu+', 'Er3+', 'Cs+', 'Cl-']",Perovskita Dupla
mp-1114115,Rb2TlInBr6,1.8455,False,False,True,True,True,0.039859327999999,-1.5276207525,Cubic,Fm-3m,225,perovskita dupla,GGA,3.989629910713235,-0.13910196,True,False,"['Br-', 'Rb+', 'In3+', 'Tl+']",Perovskita Dupla
mp-1111447,Cs2TmCuCl6,2.436499999999999,False,False,False,True,True,0.039892031249992,-2.02414600125,Cubic,Fm-3m,225,perovskita dupla,GGA,4.123354709575503,2.09947309,True,False,"['Tm3+', 'Cu+', 'Cs+', 'Cl-']",Perovskita Dupla
mp-559963,AlS2NCl4,2.1196,True,False,False,True,True,0.040082541484376004,-0.8490515358984381,Orthorhombic,Pnma,62,perovskita dupla,GGA,1.7219487414084091,-0.30208325,False,True,"['S2+', 'N3-', 'Cl-', 'Al3+']",Perovskita Dupla
mp-1110921,K2AgBiBr6,1.5765,False,True,True,False,True,0.040107347500001,-1.368099099616666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.948139760156324,0.07993201,True,False,"['Br-', 'K+', 'Ag+', 'Bi3+']",Perovskita Dupla
mp-753143,Li4NiOF4,2.2518000000000002,False,False,False,True,True,0.040124232,-2.735299143333333,Tetragonal,I4/mmm,139,perovskita dupla,GGA+U,3.363070076753036,2.68808393,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-1110902,K2LiBiBr6,2.917399999999999,False,False,False,False,True,0.0401285285,-1.603332617783333,Cubic,Fm-3m,225,perovskita dupla,GGA,3.683116812695617,-0.5795833300000001,True,False,"['Br-', 'K+', 'Li+', 'Bi3+']",Perovskita Dupla
mp-989538,Cs2InBiF6,2.2862,True,False,False,True,True,0.040167208499997005,-2.682546414597701,Cubic,Fm-3m,225,perovskita dupla,GGA,4.8702928408930735,1.9966065400000002,True,False,"['F-', 'Cs+', 'In+', 'Bi3+']",Perovskita Dupla
mp-1112909,Cs2YCuCl6,2.5338000000000003,False,False,False,True,True,0.040192690500004,-2.022476435000006,Cubic,Fm-3m,225,perovskita dupla,GGA,3.576343746087239,2.07348403,True,False,"['Cu+', 'Y3+', 'Cs+', 'Cl-']",Perovskita Dupla
mp-753092,Li4Ni3O3F4,2.168199999999999,False,False,False,True,True,0.040360575357142006,-2.290109064166667,Tetragonal,I4/mmm,139,perovskita dupla,GGA+U,4.327492339466588,4.31462963,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-1080753,NaPb2IO6,2.6086,False,False,False,False,True,0.040496489000019,-1.33546270663793,Cubic,Fm-3m,225,perovskita dupla,GGA,7.712966018483662,4.67404599,False,True,"['Na+', 'O2-', 'Pb2+', 'I7+']",Perovskita Dupla
mp-1113055,Cs2KBiI6,2.656599999999999,False,False,False,False,True,0.040625798000001004,-1.3145647096560351,Cubic,Fm-3m,225,perovskita dupla,GGA,3.910192320604072,0.08952252000000001,True,False,"['K+', 'I-', 'Cs+', 'Bi3+']",Perovskita Dupla
mp-1112116,Cs2RbTlBr6,1.5132999999999992,True,True,True,False,True,0.040737424249999,-1.589017462014368,Cubic,Fm-3m,225,perovskita dupla,GGA,3.869634930210509,-1.19833333,True,False,"['Br-', 'Rb+', 'Cs+', 'Tl3+']",Perovskita Dupla
mp-1110770,Rb2NaNdI6,3.1233,True,False,False,False,True,0.0414918135,-1.63030872738793,Cubic,Fm-3m,225,perovskita dupla,GGA,3.747652268761568,0.20083333,True,False,"['Na+', 'I-', 'Rb+', 'Nd3+']",Perovskita Dupla
mp-1110890,K2NaSbCl6,3.1323,False,False,False,False,True,0.04159037175,-1.640746519249997,Cubic,Fm-3m,225,perovskita dupla,GGA,2.310327246347898,0.09976012000000001,True,False,"['K+', 'Na+', 'Cl-', 'Sb3+']",Perovskita Dupla
