material_id,formula,chemsys,elements,nelements,nsites,volume,density,crystal_system,spacegroup_symbol,spacegroup_number,band_gap,is_gap_direct,is_metal,efermi,e_electronic,e_ionic,e_total,n_refractive,weighted_work_function,weighted_surface_energy,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,equilibrium_reaction_energy_per_atom,total_magnetization,total_magnetization_normalized_vol,ordering,num_magnetic_sites,bulk_modulus_vrh,shear_modulus_vrh,universal_anisotropy,homogeneous_poisson,theoretical,deprecated,has_props,possible_species,database_IDs,site_density,is_pv_candidate,is_ibsc_candidate,near_hull,gap_category,has_dielectric_data,has_elastic_data,has_experimental_ref
mp-1046702,MgCrSF5,Cr-F-Mg-S,"['Cr', 'F', 'Mg', 'S']",4,16,260.6249916547498,2.5913408686109802,Triclinic,P1,1,1.2534,False,False,0.21026202,,,,,,,-5.839184889999999,-2.715412755937499,0.23626013218749703,False,,6.0044677,0.023038725725712,FM,2,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Mg2+', 'Cr2+', 'S+', 'F-']",{},0.06139088925591302,True,False,False,Janela PV (1.0–1.8 eV),False,False,False
mp-1046709,ZnCrSF5,Cr-F-S-Zn,"['Cr', 'F', 'S', 'Zn']",4,16,249.1266288968419,3.258896053940437,Triclinic,P1,1,1.245499999999999,False,False,-0.45388092,,,,,,,-5.374447121249999,-2.297015787812499,0.19852602468749803,False,,5.9996612,0.024082777608187,FM,2,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['F-', 'Zn2+', 'S-', 'Cr4+']",{},0.06422436682441227,True,False,False,Janela PV (1.0–1.8 eV),False,False,False
mp-1046747,MgVSF5,F-Mg-S-V,"['F', 'Mg', 'S', 'V']",4,16,241.4348375704419,2.782803799228229,Triclinic,P1,1,0.289799999999999,False,False,0.87014877,,,,,,,-5.715408945,-2.6627794859375,0.379020326562496,False,,1.9997428,0.008282743369280001,FiM,4,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Mg2+', 'V4+', 'F-', 'S-']",{},0.06627046933660426,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1101433,TiCrSO8,Cr-O-S-Ti,"['Cr', 'O', 'S', 'Ti']",4,33,501.03136909783956,2.584345934747099,Triclinic,P1,1,1.715799999999999,False,False,-1.09348703,,,,,,,-7.721558236969698,-2.151592306136364,0.034273452280301,False,,0.0044623,8.906228781712505e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cr6+', 'O2-', 'S6+', 'Ti4+']",{},0.06586413952367896,True,False,True,Janela PV (1.0–1.8 eV),False,False,False
mp-1180145,NiH12SO9,H-Ni-O-S,"['H', 'Ni', 'O', 'S']",4,23,437.3099674963405,0.9373241932027201,Triclinic,P1,1,0.37959999999999905,False,False,-2.59531199,,,,,,,-4.758425827391305,-0.619678840326087,0.7397904778713741,False,,3.9988623,0.009144228572913,FM,4,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'S2+', 'Ni2+', 'H+', 'O-']",{},0.05259427342047142,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1210679,Ni3H6SO3,H-Ni-O-S,"['H', 'Ni', 'O', 'S']",4,13,408.30445474995406,1.066308387693465,Triclinic,P1,1,2.2922000000000002,False,False,-1.594301199999999,,,,,,,-4.556582796923076,-0.19560668923076802,0.800443624038462,False,,5.999629899999999,0.014694010389071002,FM,5,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['H0.67+', 'O2-', 'Ni1.33+', 'S2-']",{},0.031838986444468774,False,True,False,Janela IBSC (1.8–2.6 eV),False,False,False
mp-1224760,Fe2AsSO9,As-Fe-O-S,"['As', 'Fe', 'O', 'S']",4,13,194.59521545638947,3.094781618953355,Triclinic,P1,1,0.052699999999999005,False,False,-0.58263349,,,,,,,-6.948836756923076,-1.542743548461537,0.14887789878204902,False,,9.0001069,0.046250401783475004,FM,2,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Fe3+', 'O2-', 'S6+', 'As5+', 'Fe4+']",{},0.06680534241045313,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1237012,Ni3H6SO3,H-Ni-O-S,"['H', 'Ni', 'O', 'S']",4,13,208.0109205358091,2.093055805488504,Triclinic,P1,1,0.9577,False,False,0.25119171,,,,,,,-4.609306561538461,-0.24833045384615302,0.7477198594230771,False,,3.999975,0.019229639432855,FM,3,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'S2+', 'Ni4+', 'H-', 'Ni3+']",{},0.062496718761273155,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1323771,MgCrSF5,Cr-F-Mg-S,"['Cr', 'F', 'Mg', 'S']",4,16,260.62493604810203,2.5913414214965993,Triclinic,P1,1,0.051199999999999,False,False,0.83071189,,,,,,,-2.983652905,0.14011922906249902,3.091792117187497,False,,2.0012642,0.0076787134429470005,FM,2,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Mg2+', 'F-', 'S-', 'Cr4+']",{},0.061390902354205176,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1181649,CuPbSO6,Cu-O-Pb-S,"['Cu', 'O', 'Pb', 'S']",4,18,271.2849380710348,4.882211835702941,Monoclinic,P2_1/m,11,0.0,False,True,2.91538207,,,,,,,-5.808601095555556,-1.182265819722222,0.32812444145833003,False,,0.0140103,5.1644223596119676e-05,NM,0,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'Cu2+', 'S6+', 'Pb2+', 'O-']","{'icsd': ['icsd-38211'], 'pf': ['pf-15870']}",0.06635090074660459,False,False,False,Metal,False,False,True
mp-1106012,NaMgSO7,Mg-Na-O-S,"['Mg', 'Na', 'O', 'S']",4,20,319.5042329756735,1.9890403043587592,Monoclinic,P2_1/m,11,0.09909999999999901,True,False,-0.81126872,,,,,,,-5.494843139,-1.3203115848879299,0.48203282558333305,False,,5.9892082,0.01874531721918,FM,6,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']",[],{'icsd': ['icsd-28404']},0.06259697974493741,False,False,False,Gap estreito (<1.0 eV),False,False,True
mp-1178258,FeCSO7,C-Fe-O-S,"['C', 'Fe', 'O', 'S']",4,20,291.39522682461103,2.415246337023513,Monoclinic,P2_1/m,11,0.8654000000000001,False,False,-1.55840898,,,,,,,-7.267978948,-1.620566087749999,0.08934333341667201,False,,7.9993544,0.027451906083605003,FiM,4,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Fe4+', 'C4+', 'O2-', 'S6+']",{},0.06863530407805161,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1188206,CuPbSO6,Cu-O-Pb-S,"['Cu', 'O', 'Pb', 'S']",4,18,258.5131791024555,5.123415912863085,Monoclinic,P2_1/m,11,0.0,False,True,1.50426037,,,,,,,-6.032214524444445,-1.405879248611111,0.10451101256944101,False,,1.0870372,0.004204958539344,FM,4,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'Cu2+', 'S6+', 'Pb2+', 'O-']","{'icsd': ['icsd-15435', 'icsd-15915', 'icsd-68173', 'icsd-25714'], 'pf': ['pf-5916', 'pf-10180', 'pf-34690']}",0.06962894527271327,False,False,False,Metal,False,False,True
mp-1194492,Al2TeSO9,Al-O-S-Te,"['Al', 'O', 'S', 'Te']",4,26,346.5200120654854,3.427487047879104,Monoclinic,P2_1/m,11,0.0,False,True,1.60269226,,,,,,,-6.688415337307693,-2.126607313397436,0.18262228000000102,False,,3.9955498,0.011530502311205,FM,8,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Te6+', 'O2-', 'S6+', 'Al3+']","{'icsd': ['icsd-6'], 'pf': ['pf-35613']}",0.07503174158693761,False,False,False,Metal,False,False,True
mp-1194422,Na3SNO8,N-Na-O-S,"['N', 'Na', 'O', 'S']",4,26,363.5543103429644,2.220142114865436,Monoclinic,P2_1/m,11,0.6752,False,False,-0.66450895,,,,,,,-5.861678940384615,-1.547484645510609,0.164218347307687,False,,4.0007199,0.011004462844150001,FM,4,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']",[],{'icsd': ['icsd-26972']},0.07151613737015663,False,False,False,Gap estreito (<1.0 eV),False,False,True
mp-2646936,CsSbSI2,Cs-I-S-Sb,"['Cs', 'I', 'S', 'Sb']",4,40,1703.0957118259,4.216259936789337,Monoclinic,P2_1/m,11,0.136,True,False,2.15804665,,,,,,,-3.390127000749999,-0.9456466501810341,0.12007311674999901,False,,0.0,0.0,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['I-', 'Cs+', 'S2-', 'Sb3+']",{},0.02348664242546635,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-561048,K3VSO3,K-O-S-V,"['K', 'O', 'S', 'V']",4,16,347.6751961969855,2.371818240306947,Monoclinic,P2_1/m,11,3.1383,False,False,-0.12396477,2.96944863,4.731663843333332,7.701112473333332,1.723208817874374,,,-5.9968558837499994,-2.06444388803125,0.0,True,-0.0018637482031240002,5.22e-05,1.501401324310307e-07,NM,0,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['K+', 'V5+', 'S2-', 'O2-']",{'icsd': ['icsd-419400']},0.046019963963534326,False,False,True,Gap largo (>2.6 eV),True,False,True
mp-754649,MnCSO7,C-Mn-O-S,"['C', 'Mn', 'O', 'S']",4,20,278.1121285296578,2.519772113143387,Monoclinic,P2_1/m,11,0.056900000000000006,False,False,-0.84101362,,,,,,,-7.406320311,-1.6897080425431041,0.08898641213888801,False,,6.0,0.021574032142075,FiM,6,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'C4+', 'Mn4+', 'S6+']",{},0.07191344047358655,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-1192523,Ag2S(NO)4,Ag-N-O-S,"['Ag', 'N', 'O', 'S']",4,22,333.6306281831451,3.661469055941159,Tetragonal,P-42_1c,114,0.0,False,True,0.41715713,,,,,,,-5.981048051363637,-0.256663681439394,0.5429990077272691,False,,0.0057929,1.7363214017689082e-05,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['N+', 'Ag3+', 'S2-', 'O2-']",{},0.06594118807318611,False,False,False,Metal,False,False,False
mp-1104220,K2MoSO3,K-Mo-O-S,"['K', 'Mo', 'O', 'S']",4,14,301.91526174196474,2.79620643346388,Monoclinic,C2/m,12,3.1004,True,False,-0.07300926,,,,,,,-6.472643785,-1.8884051731428562,0.07167082443452401,False,,0.000444699999999,1.472929846057493e-06,NM,0,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['K+', 'O2-', 'S2-', 'Mo6+']",{'icsd': ['icsd-423989']},0.046370627040262895,False,False,False,Gap largo (>2.6 eV),False,False,True
mp-1189251,RbHSO2,H-O-Rb-S,"['H', 'O', 'Rb', 'S']",4,20,363.46230692753875,2.751061471558091,Monoclinic,C2/m,12,3.2989,False,False,3.30686169,,,,,,,-5.2993129175,-1.61750887075,0.12282402999999001,False,,0.0031355,8.62675424724332e-06,NM,0,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['H+', 'Rb+', 'O2-', 'S2+']",{'icsd': ['icsd-425888']},0.055026338684377736,False,False,False,Gap largo (>2.6 eV),False,False,True
mp-1225202,Fe4P6SN12,Fe-N-P-S,"['Fe', 'N', 'P', 'S']",4,23,230.7337176285924,4.385485285118221,Tetragonal,I-42m,121,0.0,False,True,7.21328002,,,,,,,-6.933258915652174,0.482813112375776,0.9798470487771721,False,,3.9979075,0.017326932279725,FM,4,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['N3-', 'S2+', 'P4+', 'Fe2+', 'P5+']",{},0.09968200675820886,False,False,False,Metal,False,False,False
mp-1221849,Mn4P6SN12,Mn-N-P-S,"['Mn', 'N', 'P', 'S']",4,23,233.78344980940471,4.302508100655799,Tetragonal,I-42m,121,0.0,False,True,7.23322222,,,,,,,-7.110351594347826,0.42606723056168305,0.964786119755434,False,,0.0758083,0.000324267179998,FiM,4,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['N3-', 'S2-', 'Mn2+', 'P5+']",{},0.09838164343434523,False,False,False,Metal,False,False,False
mp-1226135,Co4P6SN12,Co-N-P-S,"['Co', 'N', 'P', 'S']",4,23,226.13957045646245,4.565285036705644,Tetragonal,I-42m,121,0.09809999999999901,False,False,7.35659751,,,,,,,-9.166741407651928,0.595364143405913,0.9767156852828561,False,,0.001115299999999,4.9319099605114155e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['N3-', 'S2+', 'P4+', 'P5+', 'Co2+']",{},0.1017071004140254,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-11147,Na5CuSO2,Cu-Na-O-S,"['Cu', 'Na', 'O', 'S']",4,9,171.9594898359751,2.342284852513859,Tetragonal,P4/mmm,123,1.5205000000000002,False,False,1.11843338,3.441254926666666,5.858162453333333,9.29941738,1.8550619738075231,,,-4.075473327777778,-1.315347740488505,0.0,True,-0.008636391666669001,0.019271299999999002,0.00011206883678400001,NM,0,,,0.84,0.277,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Na+', 'O2-', 'S2-', 'Cu+']",{'icsd': ['icsd-412977']},0.05233790823981114,True,False,True,Janela PV (1.0–1.8 eV),True,False,True
mp-1147767,Ba2CuSO2,Ba-Cu-O-S,"['Ba', 'Cu', 'O', 'S']",4,6,118.11586179117265,5.655250233537134,Tetragonal,P4/mmm,123,0.0,False,True,2.83492633,,,,,,,-5.720303528333333,-2.058557482916666,0.141826206250001,False,,0.002814499999999,2.382829839548561e-05,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'S2-', 'Cu2+', 'Ba2+']",{},0.05079758051977747,False,False,False,Metal,False,False,False
mp-1147582,Sr2CuSO2,Cu-O-S-Sr,"['Cu', 'O', 'S', 'Sr']",4,6,104.79006472032388,4.799061109029558,Tetragonal,P4/mmm,123,0.0,False,True,3.0711683,,,,,,,-5.7238028,-2.13757237125,0.15657529114583202,False,,0.0034838,3.3245518163367666e-05,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'Sr2+', 'S2-', 'Cu2+']",{},0.0572573365233957,False,False,False,Metal,False,False,False
mp-1147584,NaCuSI,Cu-I-Na-S,"['Cu', 'I', 'Na', 'S']",4,4,89.93240681693943,4.533082737452468,Tetragonal,P4/mmm,123,0.0,False,True,3.55690504,,,,,,,-3.169769242499999,-0.394184798469826,0.553217990833332,False,,0.436639799999999,0.004855199760068,FM,1,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Na+', 'S-', 'I-', 'Cu+']",{},0.04447784888201803,False,False,False,Metal,False,False,False
mp-1206303,Cu2BiSO2,Bi-Cu-O-S,"['Bi', 'Cu', 'O', 'S']",4,6,133.5857299292079,4.973897978571391,Tetragonal,P4/mmm,123,0.0,False,True,1.48391885,,,,,,,-4.614854995,-0.261227099583333,0.7831079849062491,False,,0.0001792,1.34146064923974e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'S2-', 'Bi2+', 'Cu2+']",{'pf': ['pf-30625']},0.04491497709508063,False,False,False,Metal,False,False,True
mp-1219704,PrSmSeS,Pr-S-Se-Sm,"['Pr', 'S', 'Se', 'Sm']",4,4,100.72951766846671,6.63184612607516,Tetragonal,P4/mmm,123,0.0,False,True,5.51146712,,,,,,,-6.41410834,-2.1272666441276042,0.042204424999999005,False,,0.0001238,1.229033979964697e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Sm2+', 'Pr2+', 'Se2-', 'S2-']",{},0.039710306299344036,False,False,True,Metal,False,False,False
mp-1228993,AgSbSeS,Ag-S-Sb-Se,"['Ag', 'S', 'Sb', 'Se']",4,4,90.36610991005304,6.259735506212973,Tetragonal,P4/mmm,123,0.0,False,True,5.0326821,,,,,,,-17.4954836084375,-0.143536025156247,0.09563049718749901,False,,7.8e-06,8.631554470767659e-08,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Ag+', 'Se2-', 'S2-', 'Sb3+']",{},0.044264381901372614,False,False,False,Metal,False,False,False
mp-1229089,AgBiSeS,Ag-Bi-S-Se,"['Ag', 'Bi', 'S', 'Se']",4,4,95.91000333507886,7.407995033474446,Tetragonal,P4/mmm,123,0.0,False,True,4.44491456,,,,,,,-25.758730482986106,-0.20779339595485802,0.109409328055559,False,,5.099999999999999e-06,5.3174849574159986e-08,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Ag+', 'Se2-', 'S2-', 'Bi3+']",{},0.04170576437189018,False,False,False,Metal,False,False,False
mp-19027,Na5CoSO2,Co-Na-O-S,"['Co', 'Na', 'O', 'S']",4,18,329.8696451373659,2.395603058384899,Tetragonal,P4/mmm,123,1.378399999999999,False,False,1.11178693,,,,,,,-4.369349784444444,-1.272089747155172,0.022475237500000002,False,,0.0,0.0,AFM,2,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Na+', 'O2-', 'S2-', 'Co+']",{'icsd': ['icsd-412978']},0.05456700931819402,True,False,True,Janela PV (1.0–1.8 eV),False,False,True
mp-18912,Na5NiSO2,Na-Ni-O-S,"['Na', 'Ni', 'O', 'S']",4,9,171.5844477652322,2.300442619102065,Tetragonal,P4/mmm,123,0.0,False,True,2.55718587,,,,,,,-4.029844938888889,-1.082949350488505,0.20204069111111,False,,0.9999503999999991,0.005827744956047,FM,1,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Ni+', 'Na+', 'O2-', 'S2-']",{'icsd': ['icsd-412972']},0.05245230623881549,False,False,False,Metal,False,False,True
mp-2646986,CsSbSI2,Cs-I-S-Sb,"['Cs', 'I', 'S', 'Sb']",4,5,203.21820787909957,4.416861986206266,Tetragonal,P4/mmm,123,0.11280000000000001,False,False,2.53121086,,,,,,,-3.338961392,-0.894481041431034,0.17123872549999802,False,,0.0,0.0,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['I-', 'Cs+', 'S2-', 'Sb3+']",{},0.02460409454537974,False,False,False,Gap estreito (<1.0 eV),False,False,False
mp-755243,Li5CuSO2,Cu-Li-O-S,"['Cu', 'Li', 'O', 'S']",4,9,115.67613300684819,2.330040428230853,Tetragonal,P4/mmm,123,2.5429,True,False,2.0168931,,,,,,,-4.723797530000001,-1.648559671574074,0.045453221840276004,False,,2.36e-05,2.040178849910451e-07,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'O2-', 'S2-', 'Li+']",{},0.07780343071692401,False,True,True,Janela IBSC (1.8–2.6 eV),False,False,False
