material_id,formula,band_gap,is_gap_direct,energy_above_hull,formation_energy_per_atom,crystal_system,spacegroup_symbol,spacegroup_number,estrutura_esperada,regime_calc,density,efermi,theoretical,has_experimental_ref,possible_species,familia
mp-1112015,K2ScInBr6,2.3286,True,0.020903155,-1.8008301506166662,Cubic,Fm-3m,225,perovskita dupla,GGA,3.070001557182927,-0.0355566,True,False,"['Br-', 'K+', 'In+', 'Sc3+']",Perovskita Dupla
mp-1111835,Cs2LiSbBr6,2.3396,False,0.022989746500001,-1.629354310264367,Cubic,Fm-3m,225,perovskita dupla,GGA,4.067383612777452,0.26708333,True,False,"['Br-', 'Cs+', 'Li+', 'Sb3+']",Perovskita Dupla
mp-1112793,Cs2KAsI6,1.8435,False,0.024127396499999,-1.1929861404060351,Cubic,Fm-3m,225,perovskita dupla,GGA,3.819650679012692,0.67483576,True,False,"['K+', 'I-', 'Cs+', 'As3+']",Perovskita Dupla
mp-1110899,K2LiSbBr6,2.3188,False,0.02496014575,-1.5529713907833331,Cubic,Fm-3m,225,perovskita dupla,GGA,3.365901730612632,0.066875,True,False,"['Br-', 'K+', 'Li+', 'Sb3+']",Perovskita Dupla
mp-765310,Li5Ni2O2F5,2.1942,False,0.025148793214285,-2.583416931190477,Tetragonal,I4/mmm,139,perovskita dupla,GGA+U,3.739835679155161,3.70211956,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-1111885,Cs2NdCuBr6,2.2431,False,0.025492302749998,-1.840502089681035,Cubic,Fm-3m,225,perovskita dupla,GGA,4.468213781880857,1.35298443,True,False,"['Br-', 'Nd3+', 'Cs+', 'Cu+']",Perovskita Dupla
mp-1112659,Cs2NaBiI6,2.107399999999999,False,0.025544727000002,-1.285656405068965,Cubic,Fm-3m,225,perovskita dupla,GGA,4.267109076558455,0.63375,True,False,"['Na+', 'I-', 'Cs+', 'Bi3+']",Perovskita Dupla
mp-1111449,Cs2SmCuCl6,2.5700000000000003,False,0.026521445250002,-2.026102832499998,Cubic,Fm-3m,225,perovskita dupla,GGA,3.970750382168495,2.11239335,True,False,"['Cu+', 'Sm3+', 'Cs+', 'Cl-']",Perovskita Dupla
mp-1113355,Cs2PrCuBr6,2.1974,False,0.026963824749998,-1.8372968130977,Cubic,Fm-3m,225,perovskita dupla,GGA,4.392772423526979,1.3384586,True,False,"['Br-', 'Cu+', 'Cs+', 'Pr3+']",Perovskita Dupla
mp-753283,Li6NiOF6,1.8953,False,0.026964504642856,-2.8596973046428573,Tetragonal,I4/mmm,139,perovskita dupla,GGA+U,3.139770698097829,3.47074901,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-1114017,Rb2NaInBr6,2.0049,True,0.026982653499999,-1.677307463304596,Cubic,Fm-3m,225,perovskita dupla,GGA,3.6788202341627,-0.64342648,True,False,"['Br-', 'Na+', 'Rb+', 'In3+']",Perovskita Dupla
mp-1110891,K2NaSbBr6,2.5456,False,0.02880736275,-1.54895967358793,Cubic,Fm-3m,225,perovskita dupla,GGA,3.145589490929698,-0.34289979,True,False,"['Br-', 'K+', 'Na+', 'Sb3+']",Perovskita Dupla
mp-1112140,Cs2NaSbI6,1.8895,False,0.029831639,-1.237659143068965,Cubic,Fm-3m,225,perovskita dupla,GGA,4.078793024600928,0.91416667,True,False,"['Na+', 'I-', 'Cs+', 'Sb3+']",Perovskita Dupla
mp-1113207,Cs2TbCuCl6,2.5342,False,0.029859650749997,-2.03379767004167,Cubic,Fm-3m,225,perovskita dupla,GGA,3.95561645284098,2.04908633,True,False,"['Cu+', 'Cs+', 'Cl-', 'Tb3+']",Perovskita Dupla
mp-1110700,Rb2NaSbBr6,2.5605,False,0.031378415750005,-1.59448837963793,Cubic,Fm-3m,225,perovskita dupla,GGA,3.506698022734248,-0.3046972,True,False,"['Br-', 'Na+', 'Rb+', 'Sb3+']",Perovskita Dupla
mp-1114132,Rb2ScInBr6,2.4052,True,0.031397746499999,-1.848960110666666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.424577555584463,-0.04500131,True,False,"['Br-', 'Rb+', 'In+', 'Sc3+']",Perovskita Dupla
mp-1112838,Cs2LiBiI6,1.9323,False,0.031421520000002,-1.274236002264368,Cubic,Fm-3m,225,perovskita dupla,GGA,4.534272784846485,1.04708333,True,False,"['I-', 'Cs+', 'Li+', 'Bi3+']",Perovskita Dupla
mp-1114239,Na2LiIrF6,2.1677,True,0.031441088600001,-2.456846318566668,Cubic,Fm-3m,225,perovskita dupla,GGA,4.6421724115213685,1.5483333300000002,True,False,"['Na+', 'Ir3+', 'Li+', 'F-']",Perovskita Dupla
mp-753377,Li5NiOF5,2.0926,False,0.031453041250002,-2.808859420555555,Tetragonal,P4/mmm,123,perovskita dupla,GGA+U,3.240486930909598,2.37972687,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-1111618,K2NaScI6,2.1954,False,0.031965999499999,-1.515416539087931,Cubic,Fm-3m,225,perovskita dupla,GGA,3.462180221156642,0.7475,True,False,"['K+', 'Na+', 'I-', 'Sc3+']",Perovskita Dupla
mp-1110708,Rb2LiSbBr6,2.3274,False,0.032909101750003,-1.593122193833333,Cubic,Fm-3m,225,perovskita dupla,GGA,3.7432945028331552,0.066875,True,False,"['Br-', 'Rb+', 'Li+', 'Sb3+']",Perovskita Dupla
mp-1112412,Rb2TmCuCl6,2.4353,False,0.032943498249999,-2.138892495500001,Cubic,Fm-3m,225,perovskita dupla,GGA,3.682607247926253,1.83016369,True,False,"['Tm3+', 'Cu+', 'Rb+', 'Cl-']",Perovskita Dupla
mp-1112131,Cs2RbAsI6,2.286,False,0.0334988765,-1.188786892431035,Cubic,Fm-3m,225,perovskita dupla,GGA,3.817249234008913,0.30142951,True,False,"['I-', 'Rb+', 'Cs+', 'As3+']",Perovskita Dupla
mp-1111035,Rb2LuCuCl6,2.436699999999999,False,0.03367737125,-2.137519841166666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.758242560955795,1.82400385,True,False,"['Cu+', 'Rb+', 'Cl-', 'Lu3+']",Perovskita Dupla
mp-1113710,Rb2LiIrF6,2.024,True,0.034208538250002,-2.5597485698333333,Cubic,Fm-3m,225,perovskita dupla,GGA,5.385381863478384,1.06833333,True,False,"['F-', 'Rb+', 'Ir3+', 'Li+']",Perovskita Dupla
mp-753703,Li3Ni2O2F3,2.5234,False,0.034348318000001,-2.351740538499999,Tetragonal,I4/mmm,139,perovskita dupla,GGA+U,4.199766018846456,3.34097933,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-1113935,Rb2TiHgF6,2.3262,True,0.034775874416666,-3.086033571083334,Cubic,Fm-3m,225,perovskita dupla,GGA,3.87593443918012,-0.9975415,True,False,"['Ti3+', 'F-', 'Rb+', 'Hg+']",Perovskita Dupla
mp-1112413,Rb2YCuBr6,2.340499999999999,False,0.035859775499999,-1.8092656325,Cubic,Fm-3m,225,perovskita dupla,GGA,4.004623823270957,1.07531809,True,False,"['Br-', 'Cu+', 'Y3+', 'Rb+']",Perovskita Dupla
mp-1574529,Li2MnO2F,2.3681,False,0.036284853333333,-2.458547754099616,Orthorhombic,Pnma,62,perovskita dupla,GGA+U,3.4946673750348163,1.44670941,True,False,"['F-', 'O2-', 'Li+', 'Mn3+']",Perovskita Dupla
mp-1114031,KRb2TlCl6,2.416,True,0.036305611333332,-1.810011363558334,Cubic,Fm-3m,225,perovskita dupla,GGA,2.962873302006403,-1.41833692,True,False,"['K+', 'Rb+', 'Tl3+', 'Cl-']",Perovskita Dupla
mp-1111616,K2NaTlCl6,1.9894,True,0.036829457,-1.759131810921265,Cubic,Fm-3m,225,perovskita dupla,GGA,2.821225948682101,-0.94729992,True,False,"['K+', 'Na+', 'Tl3+', 'Cl-']",Perovskita Dupla
mp-1110750,Rb2LiCeI6,2.1287,False,0.036895959499999,-1.613170874833333,Cubic,Fm-3m,225,perovskita dupla,GGA,3.951947577118364,2.73242938,True,False,"['I-', 'Rb+', 'Li+', 'Ce3+']",Perovskita Dupla
mp-1114234,Na2LiRhF6,1.843799999999999,True,0.037087602999998,-2.551669323609194,Cubic,Fm-3m,225,perovskita dupla,GGA,3.543170186676559,0.58833333,True,False,"['Rh3+', 'Na+', 'Li+', 'F-']",Perovskita Dupla
mp-1113288,Rb2ErCuCl6,2.2131,False,0.038193376074998,-2.1385495995,Cubic,Fm-3m,225,perovskita dupla,GGA,3.670036517570337,2.08724438,True,False,"['Er3+', 'Cu+', 'Rb+', 'Cl-']",Perovskita Dupla
mp-1112159,K2ScCuCl6,1.877199999999999,False,0.038786515333338,-1.903441415916661,Cubic,Fm-3m,225,perovskita dupla,GGA,2.595464797050145,1.8805939,True,False,"['K+', 'Cu+', 'Cl-', 'Sc3+']",Perovskita Dupla
mp-1112958,Cs2DyCuCl6,2.2443,False,0.039144086999998,-2.02527425424999,Cubic,Fm-3m,225,perovskita dupla,GGA,4.008590838110714,2.32980979,True,False,"['Cu+', 'Cs+', 'Cl-', 'Dy3+']",Perovskita Dupla
mp-1205743,NaSr2IO6,2.417399999999999,True,0.03933458150002,-2.17902850863793,Cubic,Fm-3m,225,perovskita dupla,GGA,5.037334894846253,3.08777393,True,True,"['Na+', 'O2-', 'Sr2+', 'I7+']",Perovskita Dupla
mp-1112917,Cs2ErCuCl6,2.0815,False,0.039840635750001,-2.024936442333333,Cubic,Fm-3m,225,perovskita dupla,GGA,4.072198428904191,2.31766522,True,False,"['Cu+', 'Er3+', 'Cs+', 'Cl-']",Perovskita Dupla
mp-1114115,Rb2TlInBr6,1.8455,False,0.039859327999999,-1.5276207525,Cubic,Fm-3m,225,perovskita dupla,GGA,3.989629910713235,-0.13910196,True,False,"['Br-', 'Rb+', 'In3+', 'Tl+']",Perovskita Dupla
mp-1111447,Cs2TmCuCl6,2.436499999999999,False,0.039892031249992,-2.02414600125,Cubic,Fm-3m,225,perovskita dupla,GGA,4.123354709575503,2.09947309,True,False,"['Tm3+', 'Cu+', 'Cs+', 'Cl-']",Perovskita Dupla
mp-559963,AlS2NCl4,2.1196,True,0.040082541484376,-0.8490515358984381,Orthorhombic,Pnma,62,perovskita dupla,GGA,1.7219487414084091,-0.30208325,False,True,"['S2+', 'N3-', 'Cl-', 'Al3+']",Perovskita Dupla
mp-753143,Li4NiOF4,2.2518,False,0.040124232,-2.735299143333333,Tetragonal,I4/mmm,139,perovskita dupla,GGA+U,3.363070076753036,2.68808393,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-989538,Cs2InBiF6,2.2862,True,0.040167208499997,-2.682546414597701,Cubic,Fm-3m,225,perovskita dupla,GGA,4.8702928408930735,1.99660654,True,False,"['F-', 'Cs+', 'In+', 'Bi3+']",Perovskita Dupla
mp-1112909,Cs2YCuCl6,2.5338000000000003,False,0.040192690500004,-2.022476435000006,Cubic,Fm-3m,225,perovskita dupla,GGA,3.576343746087239,2.07348403,True,False,"['Cu+', 'Y3+', 'Cs+', 'Cl-']",Perovskita Dupla
mp-753092,Li4Ni3O3F4,2.168199999999999,False,0.040360575357142,-2.290109064166667,Tetragonal,I4/mmm,139,perovskita dupla,GGA+U,4.327492339466588,4.31462963,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-1113201,Cs2InGaCl6,1.9897,False,0.041652341166667,-1.800372903347701,Cubic,Fm-3m,225,perovskita dupla,GGA,3.3668909034348022,0.63972944,True,False,"['Cl-', 'Ga+', 'Cs+', 'In3+']",Perovskita Dupla
mp-1113403,Rb2DyCuCl6,2.5201,False,0.042384823369999,-2.135849725666666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.588577918214867,1.84011382,True,False,"['Cu+', 'Rb+', 'Cl-', 'Dy3+']",Perovskita Dupla
mp-1111373,K2TlFeF6,2.5608,False,0.042434784374995,-2.6736153767833333,Cubic,Fm-3m,225,perovskita dupla,GGA+U,3.899019693712365,2.30149518,True,False,"['K+', 'Fe3+', 'F-', 'Tl+']",Perovskita Dupla
mp-753733,Li2MnO2F,2.2217,False,0.042750900416666,-2.452081707016283,Orthorhombic,Pnma,62,perovskita dupla,GGA,3.377667538000174,1.3037581,True,False,"['F-', 'O2-', 'Li+', 'Mn3+']",Perovskita Dupla
mp-1113539,Cs2CoAgF6,1.8768,False,0.043119591874998,-2.318850262097701,Cubic,Fm-3m,225,perovskita dupla,GGA+U,5.071111359856548,0.91977695,True,False,"['F-', 'Co3+', 'Ag+', 'Cs+']",Perovskita Dupla
mp-1114122,KRb2InBr6,2.3739,True,0.0439912485,-1.696922905891666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.51719140928488,-1.10290869,True,False,"['Br-', 'K+', 'Rb+', 'In3+']",Perovskita Dupla
mp-1111577,K2TlInCl6,2.5682,False,0.044406814499996,-1.75523488945,Cubic,Fm-3m,225,perovskita dupla,GGA,2.936699617769308,-0.06395879,True,False,"['Cl-', 'K+', 'In3+', 'Tl+']",Perovskita Dupla
mp-1112416,Rb2TbCuCl6,2.5313,False,0.044782863109999,-2.135208446166666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.5366863561841333,1.84462226,True,False,"['Cu+', 'Rb+', 'Cl-', 'Tb3+']",Perovskita Dupla
mp-1112709,Cs2KSbI6,2.441,False,0.045214521000001,-1.266265636656034,Cubic,Fm-3m,225,perovskita dupla,GGA,3.735312359335545,0.35126437,True,False,"['K+', 'I-', 'Cs+', 'Sb3+']",Perovskita Dupla
mp-752750,Li3Ni4O4F3,2.241,False,0.045635623571428,-2.006737931071428,Tetragonal,I4/mmm,139,perovskita dupla,GGA+U,4.899204951087929,5.06420951,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-759179,LiNiOF,2.3596,False,0.04565817875,-2.145763418333333,Tetragonal,P4/mmm,123,perovskita dupla,GGA+U,4.548914571450009,3.65509883,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-1111240,K2NaAsBr6,2.5764,False,0.0458547135,-1.47256193633793,Cubic,Fm-3m,225,perovskita dupla,GGA,3.183066884826823,-0.67840738,True,False,"['Br-', 'K+', 'Na+', 'As3+']",Perovskita Dupla
mp-1113862,Rb2TlIrF6,2.2131,False,0.046076442187496,-2.309065975833336,Cubic,Fm-3m,225,perovskita dupla,GGA,5.8852529325616185,1.3357393,True,False,"['F-', 'Rb+', 'Ir3+', 'Tl+']",Perovskita Dupla
mp-1112551,Cs2TlSbF6,2.4839,True,0.046435319749999,-2.678376275264368,Cubic,Fm-3m,225,perovskita dupla,GGA,4.926344984111259,1.93815288,True,False,"['F-', 'Cs+', 'Sb3+', 'Tl+']",Perovskita Dupla
mp-1112016,K2ScInI6,1.9864,True,0.046755988999999,-1.341102198616666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.477726381309541,0.913548599999999,True,False,"['K+', 'I-', 'In+', 'Sc3+']",Perovskita Dupla
mp-752550,Li3NiOF3,2.1079,False,0.047341250625,-2.630748494999999,Tetragonal,P4/mmm,123,perovskita dupla,GGA+U,3.596801994408232,2.84062604,True,False,"['F-', 'O2-', 'Li+', 'Ni2+']",Perovskita Dupla
mp-1110613,Rb2AgAsF6,2.326699999999999,False,0.047515893833335,-2.429388063416666,Cubic,Fm-3m,225,perovskita dupla,GGA,4.201234235320557,0.57402168,True,False,"['F-', 'Rb+', 'Ag+', 'As3+']",Perovskita Dupla
mp-1111878,Cs2YCuBr6,2.0386,False,0.048935451749996,-1.841111695931034,Cubic,Fm-3m,225,perovskita dupla,GGA,4.368130031213536,1.4765217,True,False,"['Br-', 'Cu+', 'Y3+', 'Cs+']",Perovskita Dupla
mp-1110816,Rb2YAgI6,2.4884999999999997,False,0.049967168749999,-1.408657044666666,Cubic,Fm-3m,225,perovskita dupla,GGA,4.195493833752545,0.80041667,True,False,"['Y3+', 'Rb+', 'Ag+', 'I-']",Perovskita Dupla
mp-1219529,Sb3Cl9OF4,2.2549,False,0.0,-1.6527307152941182,Triclinic,P-1,2,relacionada,GGA,2.654922683859657,-1.61497371,True,False,"['Sb5+', 'O2-', 'Cl-', 'F-']",Perovskita Dupla
mp-554702,NaZr2NiF11,1.8738,False,0.0,-3.577501869758632,Monoclinic,C2/m,12,relacionada,GGA+U,3.75056637586831,-1.14166127,False,True,"['Na+', 'Zr4+', 'F-', 'Ni2+']",Perovskita Dupla
mp-558441,NaZr2VF11,2.163,False,0.0,-3.727254019091953,Monoclinic,C2/m,12,relacionada,GGA+U,3.372181864945113,0.89795185,False,True,"['Na+', 'Zr4+', 'V2+', 'F-']",Perovskita Dupla
mp-18518,Rb2NaMn3F12,1.8271,False,0.0,-2.939748370565135,Triclinic,P-1,2,relacionada,GGA+U,3.652049530045886,-1.47087492,False,True,"['Na+', 'Rb+', 'F-', 'Mn3+']",Perovskita Dupla
mp-556523,LaPb6ClO7,2.1393,False,0.0,-1.904376837999999,Monoclinic,C2/m,12,relacionada,GGA,7.518947831352811,3.6215832,False,True,"['Cl-', 'O2-', 'La3+', 'Pb2+']",Perovskita Dupla
mp-559032,GdMoClO4,2.4595,False,0.0,-2.669957121428571,Monoclinic,C2/m,12,relacionada,GGA,4.541805743875453,0.25942077,False,True,"['Cl-', 'O2-', 'Mo6+', 'Gd3+']",Perovskita Dupla
mp-1193300,ReS2ClO9,2.396,False,0.0,-1.709440076346154,Triclinic,P-1,2,relacionada,GGA,3.294532818408922,-1.43187782,False,True,"['Re7+', 'O2-', 'S6+', 'Cl-']",Perovskita Dupla
mp-1077904,CdPb2(ClO)2,2.435499999999999,False,0.0,-1.552727685714284,Monoclinic,C2/m,12,relacionada,GGA,6.439247833462596,2.33507838,False,True,"['Cl-', 'Cd2+', 'O2-', 'Pb2+']",Perovskita Dupla
mp-23853,CoH4(ClO)2,2.573,False,0.0,-1.233406687222222,Monoclinic,C2/m,12,relacionada,HSE06,2.424990703794188,-0.27965428,False,True,"['O2-', 'H+', 'Cl-', 'Co2+']",Perovskita Dupla
mp-546862,HgPb2(ClO)2,2.247799999999999,False,0.0,-1.356247624642857,Monoclinic,C2/m,12,relacionada,GGA,7.465152115547622,2.70593647,False,True,"['Hg2+', 'O2-', 'Pb2+', 'Cl-']",Perovskita Dupla
mp-554952,Te2Pb3(ClO3)2,2.5593999999999992,True,0.0,-1.587321612179486,Monoclinic,C2/m,12,relacionada,GGA,6.714827447343146,3.59727489,False,True,"['Cl-', 'O2-', 'Te4+', 'Pb2+']",Perovskita Dupla
mp-560005,TlRe3(S2Cl)2,1.8577,False,0.0,-1.029938029833332,Triclinic,P-1,2,relacionada,GGA,6.360010470049294,3.26739368,False,True,"['Cl-', 'Re3+', 'S2-', 'Tl+']",Perovskita Dupla
mp-541275,Cs2U(Cl2O)2,2.3217,False,0.0,-2.698006853256704,Monoclinic,C2/m,12,relacionada,GGA,3.987540841168678,-0.43711851,False,True,"['O2-', 'Cs+', 'Cl-', 'U6+']",Perovskita Dupla
mp-560513,Gd3Si2Cl5O6,2.531,True,0.0,-3.214715929687502,Monoclinic,C2/m,12,relacionada,GGA,4.065901502759885,0.09412832,False,True,"['Cl-', 'O2-', 'Si4+', 'Gd3+']",Perovskita Dupla
mp-568252,Rb2Hg2PdCl8,1.8952,False,0.0,-1.405880106923077,Monoclinic,C2/m,12,relacionada,HSE06,3.961344852930524,-0.58339568,False,True,"['Hg2+', 'Rb+', 'Pd2+', 'Cl-']",Perovskita Dupla
mp-1192462,DyMoBrO4,1.8414,False,0.0,-2.592985715595237,Triclinic,P-1,2,relacionada,GGA+U,5.252105999204226,1.42505731,False,True,"['Br-', 'O2-', 'Mo6+', 'Dy3+']",Perovskita Dupla
mp-1192793,PrMoBrO4,2.1545,False,0.0,-2.581199796309524,Triclinic,P-1,2,relacionada,GGA+U,4.540113891863944,0.98970851,False,True,"['Br-', 'O2-', 'Mo6+', 'Pr3+']",Perovskita Dupla
mp-1193284,NdMoBrO4,2.0897,False,0.0,-2.585778148214286,Triclinic,P-1,2,relacionada,GGA+U,4.653382853210901,1.02632602,False,True,"['Br-', 'Nd3+', 'O2-', 'Mo6+']",Perovskita Dupla
mp-1193567,TbMoBrO4,1.8562999999999992,False,0.0,-2.595382681309524,Triclinic,P-1,2,relacionada,GGA+U,5.156931842820571,1.37984951,False,True,"['Br-', 'O2-', 'Mo6+', 'Tb3+']",Perovskita Dupla
mp-1193901,HoMoBrO4,1.8564,False,0.0,-2.591267165714285,Triclinic,P-1,2,relacionada,GGA+U,5.337984855438695,1.50266809,False,True,"['Br-', 'O2-', 'Ho3+', 'Mo6+']",Perovskita Dupla
mp-1194049,SmMoBrO4,2.0128,False,0.0,-2.589357923928572,Triclinic,P-1,2,relacionada,GGA+U,4.863781213770151,1.04077738,False,True,"['Br-', 'O2-', 'Sm3+', 'Mo6+']",Perovskita Dupla
mp-1194158,ErMoBrO4,1.9042,False,0.0,-2.593221584999999,Triclinic,P-1,2,relacionada,GGA+U,5.40638066058349,1.39229779,False,True,"['Br-', 'O2-', 'Er3+', 'Mo6+']",Perovskita Dupla
mp-1194343,TmMoBrO4,1.9246,False,0.0,-2.595650299285715,Triclinic,P-1,2,relacionada,GGA+U,5.459560148494112,1.37424628,False,True,"['Tm3+', 'Br-', 'Mo6+', 'O2-']",Perovskita Dupla
mp-1193128,Te2Pb3(BrO3)2,2.5124,True,0.0,-1.52799022102564,Monoclinic,C2/m,12,relacionada,GGA,6.953829047621007,3.43197055,False,True,"['Br-', 'O2-', 'Te4+', 'Pb2+']",Perovskita Dupla
mp-1192820,Mn2Sb3I3O5,2.017899999999999,False,0.0,-1.537437366604774,Triclinic,P-1,2,relacionada,GGA+U,4.976229227324467,2.9231701,False,True,"['I-', 'Mn2+', 'O2-', 'Sb3+']",Perovskita Dupla
mp-1199909,Fe3Sb5(IO3)3,2.5007,False,0.0,-1.49988522975,Triclinic,P-1,2,relacionada,GGA+U,5.08766997229215,5.7045865,False,True,"['I-', 'Fe2+', 'O2-', 'Sb3+']",Perovskita Dupla
mp-1200560,CsAu(IO3)4,1.934499999999999,False,0.0,-0.9177759949808432,Triclinic,P-1,2,relacionada,GGA,5.131208956332017,1.36928143,False,True,"['I5+', 'O2-', 'Au3+', 'Cs+']",Perovskita Dupla
mp-556374,K2U3(IO5)4,1.8921,False,0.0,-2.167465826362081,Triclinic,P-1,2,relacionada,GGA,5.620929002581434,1.9846897,False,True,"['I5+', 'K+', 'O2-', 'U6+']",Perovskita Dupla
mp-559254,Rb2U3(IO5)4,1.9066,False,0.0,-2.16585455637931,Triclinic,P-1,2,relacionada,GGA,5.410565673522361,1.94231998,False,True,"['I5+', 'O2-', 'Rb+', 'U6+']",Perovskita Dupla
mp-1196166,CuP4S3Br,1.933499999999999,False,0.000516164166665,-0.445553596507934,Triclinic,P-1,2,relacionada,GGA,2.7048131298012663,4.30565265,False,True,"['Br-', 'Cu+', 'S2-', 'P1.50+']",Perovskita Dupla
mp-1209597,Rb2LiMn3F12,1.903,False,0.000789492222223,-2.94170712456258,Triclinic,P-1,2,relacionada,GGA+U,3.418834825000822,-1.31284469,True,True,"['F-', 'Rb+', 'Li+', 'Mn3+']",Perovskita Dupla
mp-1191023,Bi3Te4(ClO2)5,2.4347,False,0.002006397244317,-1.530257106212122,Monoclinic,C2/m,12,relacionada,GGA,5.698274114714106,3.26323878,False,True,"['O2-', 'Te4+', 'Cl-', 'Bi3+']",Perovskita Dupla
mp-25436,TiPO4F,2.4042,False,0.004674843571429,-3.162325138996599,Triclinic,P-1,2,relacionada,GGA,2.97843188426845,0.42534947,True,False,"['F-', 'O2-', 'P5+', 'Ti4+']",Perovskita Dupla
mp-560192,TaP4(SCl)5,2.1827,False,0.006358940114579,-1.011215173226983,Triclinic,P-1,2,relacionada,GGA,2.355191350661132,0.20957025,False,True,"['S2-', 'Ta5+', 'Cl-', 'P3+', 'P2+']",Perovskita Dupla
mp-557016,TaP4S6Cl5,2.264399999999999,False,0.006891665989582,-0.990209055369046,Triclinic,P-1,2,relacionada,GGA,2.335503592691072,0.14922617,False,True,"['P4+', 'S2-', 'Ta4+', 'Cl-', 'P3+']",Perovskita Dupla
mp-555967,TaP4S4Cl5,1.8505,False,0.007914953046875,-1.029706076493196,Triclinic,P-1,2,relacionada,GGA,2.320655008808497,0.27204011,False,True,"['Ta5+', 'S2-', 'P2+', 'Cl-']",Perovskita Dupla
mp-1105287,Ti4Pb2O9F2,2.3006,False,0.008852272205887,-3.124555092843137,Monoclinic,C2/m,12,relacionada,GGA,5.954853818776503,3.16040322,False,True,"['F-', 'O2-', 'Pb2+', 'Ti4+']",Perovskita Dupla
mp-555084,GdWClO4,2.5471,False,0.009864430714285,-2.736214926428571,Monoclinic,C2/m,12,relacionada,GGA+U,5.594359495933487,0.21180672,False,True,"['W6+', 'Cl-', 'O2-', 'Gd3+']",Perovskita Dupla
mp-1104492,FeSO4F,2.0927,True,0.010336693174605,-1.975669599642857,Triclinic,P-1,2,relacionada,GGA+U,3.26550079622076,0.39087856,True,True,"['Fe3+', 'O2-', 'S6+', 'F-']",Perovskita Dupla
mp-1193954,LiH6IO7,2.36,True,0.014060105333332,-1.215912313722222,Triclinic,P-1,2,relacionada,GGA,2.907024876545368,-0.18112483,False,True,"['I7+', 'O2-', 'H+', 'Li+']",Perovskita Dupla
mp-1194285,LuMoBrO4,1.9634,False,0.017268155952379,-2.5923890388095243,Triclinic,P-1,2,relacionada,GGA+U,5.597845979686262,1.35524532,False,True,"['Br-', 'O2-', 'Lu3+', 'Mo6+']",Perovskita Dupla
mp-766881,H7SIO10,2.3634,False,0.022294259013156,-1.2049967805921051,Triclinic,P-1,2,relacionada,GGA,2.612858365922062,-0.74866785,False,True,"['O2-', 'H+', 'S6+', 'I7+']",Perovskita Dupla
mp-1290585,LiVOF2,1.9785,False,0.022814015749995,-2.963131207666668,Triclinic,P-1,2,relacionada,GGA+U,3.223514228917897,1.1623343,True,False,"['F-', 'O2-', 'V3+', 'Li+']",Perovskita Dupla
mp-557464,MoSeCl7O,2.4435,False,0.032780071000001,-1.130990043734375,Triclinic,P-1,2,relacionada,GGA,2.412262153694383,-0.85522941,False,True,"['Se4+', 'O2-', 'Mo5+', 'Cl-']",Perovskita Dupla
mp-760242,LiVOF4,2.1969,False,0.036180827619048,-2.826739824761905,Triclinic,P-1,2,relacionada,GGA,2.633000595827059,-2.80106673,True,False,"['F-', 'V5+', 'Li+', 'O2-']",Perovskita Dupla
mp-755474,Li2Fe2OF6,2.3338,False,0.043707411515149,-2.665471211060605,Triclinic,P-1,2,relacionada,GGA+U,3.4278247437148472,-0.24737792,True,False,"['Fe3+', 'O2-', 'Li+', 'F-']",Perovskita Dupla
mp-761250,Li5FeO3F,2.5771,False,0.046587690750002,-2.153874175916667,Monoclinic,C2/m,12,relacionada,GGA+U,2.4841677905132142,0.95290645,True,False,"['F-', 'O2-', 'Fe2+', 'Li+']",Perovskita Dupla
mp-780155,Li9Fe3(OF7)2,1.8165,False,0.047834399781746,-2.835716280357143,Triclinic,P-1,2,relacionada,GGA+U,2.911197985831147,-0.15301525,True,False,"['Fe3+', 'O2-', 'Li+', 'F-']",Perovskita Dupla
mp-866713,ReTeSCl4,2.3274,False,0.0,-1.061638552380952,Tetragonal,I-4,82,kesterita,GGA,3.840004270089397,0.630814,False,True,"['Re5+', 'Te+', 'S2-', 'Cl-']",Kesterita
mp-1219554,RbLiZnS2,2.5255,True,0.0,-1.327102511166665,Tetragonal,I-4m2,119,kesterita,GGA,3.30550831182563,1.03850678,True,False,"['Rb+', 'Zn2+', 'Li+', 'S2-']",Kesterita
