material_id,formula,chemsys,elements,nelements,nsites,volume,density,crystal_system,spacegroup_symbol,spacegroup_number,band_gap,is_gap_direct,is_metal,efermi,e_electronic,e_ionic,e_total,n_refractive,weighted_work_function,weighted_surface_energy,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,equilibrium_reaction_energy_per_atom,total_magnetization,total_magnetization_normalized_vol,ordering,num_magnetic_sites,bulk_modulus_vrh,shear_modulus_vrh,universal_anisotropy,homogeneous_poisson,theoretical,deprecated,has_props,possible_species,database_IDs,site_density,is_pv_candidate,is_ibsc_candidate,near_hull,gap_category,has_dielectric_data,has_elastic_data,has_experimental_ref,task_ids,regime_calc,estrutura_esperada,usar_em_analise
mp-1106012,NaMgSO7,Mg-Na-O-S,"['Mg', 'Na', 'O', 'S']",4,20,319.5042329756735,1.9890403043587592,Monoclinic,P2_1/m,11,0.099099999999999,True,False,-0.81126872,,,,,,,-5.494843139,-1.32031158488793,0.482032825583333,False,,5.9892082,0.01874531721918,FM,6,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']",[],{'icsd': ['icsd-28404']},0.0625969797449374,False,False,False,Gap estreito (<1.0 eV),False,False,True,"['mp-1106012', 'mp-1179906', 'mp-1669578', 'mp-1431882', 'mp-1810237']",GGA,outra,False
mp-1178258,FeCSO7,C-Fe-O-S,"['C', 'Fe', 'O', 'S']",4,20,291.39522682461103,2.415246337023513,Monoclinic,P2_1/m,11,0.8654000000000001,False,False,-1.55840898,,,,,,,-7.267978948,-1.620566087749999,0.089343333416672,False,,7.9993544,0.027451906083605,FiM,4,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Fe4+', 'C4+', 'O2-', 'S6+']",{},0.0686353040780516,False,False,False,Gap estreito (<1.0 eV),False,False,False,"['mp-1656162', 'mp-1806974', 'mp-1178258', 'mp-1365457']",GGA+U,outra,False
mp-1188206,CuPbSO6,Cu-O-Pb-S,"['Cu', 'O', 'Pb', 'S']",4,18,258.5131791024555,5.123415912863085,Monoclinic,P2_1/m,11,0.0,False,True,1.50426037,,,,,,,-6.032214524444445,-1.405879248611111,0.104511012569441,False,,1.0870372,0.004204958539344,FM,4,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'Cu2+', 'S6+', 'Pb2+', 'O-']","{'icsd': ['icsd-15435', 'icsd-15915', 'icsd-68173', 'icsd-25714'], 'pf': ['pf-5916', 'pf-10180', 'pf-34690']}",0.0696289452727132,False,False,False,Metal,False,False,True,"['mp-1985953', 'mp-1188206', 'mp-1926059', 'mp-1188526', 'mp-1188723', 'mp-1189953']",GGA,outra,False
mp-1194492,Al2TeSO9,Al-O-S-Te,"['Al', 'O', 'S', 'Te']",4,26,346.5200120654854,3.427487047879104,Monoclinic,P2_1/m,11,0.0,False,True,1.60269226,,,,,,,-6.688415337307693,-2.126607313397436,0.182622280000001,False,,3.9955498,0.011530502311205,FM,8,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Te6+', 'O2-', 'S6+', 'Al3+']","{'icsd': ['icsd-6'], 'pf': ['pf-35613']}",0.0750317415869376,False,False,False,Metal,False,False,True,"['mp-2173766', 'mp-1842708', 'mp-2606786', 'mp-1675122', 'mp-1610570', 'mp-1194492', 'mp-1437033']",GGA,outra,False
mp-1194422,Na3SNO8,N-Na-O-S,"['N', 'Na', 'O', 'S']",4,26,363.5543103429644,2.220142114865436,Monoclinic,P2_1/m,11,0.6752,False,False,-0.66450895,,,,,,,-5.861678940384615,-1.547484645510609,0.164218347307687,False,,4.0007199,0.01100446284415,FM,4,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']",[],{'icsd': ['icsd-26972']},0.0715161373701566,False,False,False,Gap estreito (<1.0 eV),False,False,True,"['mp-1764157', 'mp-1611051', 'mp-2690472', 'mp-1836695', 'mp-1194422', 'mp-2173373', 'mp-1403535']",GGA,outra,False
mp-2646936,CsSbSI2,Cs-I-S-Sb,"['Cs', 'I', 'S', 'Sb']",4,40,1703.0957118259,4.216259936789337,Monoclinic,P2_1/m,11,0.136,True,False,2.15804665,,,,,,,-3.390127000749999,-0.945646650181034,0.120073116749999,False,,0.0,0.0,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['I-', 'Cs+', 'S2-', 'Sb3+']",{},0.0234866424254663,False,False,False,Gap estreito (<1.0 eV),False,False,False,"['mp-2646958', 'mp-2646936']",GGA,outra,False
mp-561048,K3VSO3,K-O-S-V,"['K', 'O', 'S', 'V']",4,16,347.6751961969855,2.371818240306947,Monoclinic,P2_1/m,11,3.1383,False,False,-0.12396477,2.96944863,4.731663843333332,7.701112473333332,1.723208817874374,,,-5.99685588375,-2.06444388803125,0.0,True,-0.001863748203124,5.22e-05,1.501401324310307e-07,NM,0,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['K+', 'V5+', 'S2-', 'O2-']",{'icsd': ['icsd-419400']},0.0460199639635343,False,False,True,Gap largo (>2.6 eV),True,False,True,"['mp-2181918', 'mp-2222310', 'mp-1669542', 'mp-1539320', 'mp-561048', 'mp-678738', 'mp-2446422', 'mp-1431820', 'mp-2235379', 'mp-639365', 'mp-841734', 'mp-2222316', 'mp-1843040', 'mp-845252', 'mp-842183', 'mp-565879', 'mp-840687', 'mp-1539377', 'mp-1603496', 'mp-678560', 'mp-2234135']",GGA,outra,False
mp-754649,MnCSO7,C-Mn-O-S,"['C', 'Mn', 'O', 'S']",4,20,278.1121285296578,2.519772113143387,Monoclinic,P2_1/m,11,0.0569,False,False,-0.84101362,,,,,,,-7.406320311,-1.689708042543104,0.088986412138888,False,,6.0,0.021574032142075,FiM,6,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'C4+', 'Mn4+', 'S6+']",{},0.0719134404735865,False,False,False,Gap estreito (<1.0 eV),False,False,False,"['mp-899661', 'mp-900400', 'mp-1375003', 'mp-884971', 'mp-1658559', 'mp-1680748', 'mp-831619', 'mp-830585', 'mp-769958', 'mp-754649']",GGA+U,outra,False
mp-1192523,Ag2S(NO)4,Ag-N-O-S,"['Ag', 'N', 'O', 'S']",4,22,333.6306281831451,3.661469055941159,Tetragonal,P-42_1c,114,0.0,False,True,0.41715713,,,,,,,-5.981048051363637,-0.256663681439394,0.5429990077272691,False,,0.0057929,1.7363214017689082e-05,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['N+', 'Ag3+', 'S2-', 'O2-']",{},0.0659411880731861,False,False,False,Metal,False,False,False,"['mp-1807440', 'mp-1192523']",GGA,outra,False
mp-1104220,K2MoSO3,K-Mo-O-S,"['K', 'Mo', 'O', 'S']",4,14,301.91526174196474,2.79620643346388,Monoclinic,C2/m,12,3.1004,True,False,-0.07300926,,,,,,,-6.472643785,-1.888405173142856,0.071670824434524,False,,0.000444699999999,1.472929846057493e-06,NM,0,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['K+', 'O2-', 'S2-', 'Mo6+']",{'icsd': ['icsd-423989']},0.0463706270402628,False,False,False,Gap largo (>2.6 eV),False,False,True,"['mp-2222650', 'mp-1104220', 'mp-1810931', 'mp-1982089', 'mp-2236367', 'mp-2236372', 'mp-2222649']",GGA+U,outra,False
mp-1189251,RbHSO2,H-O-Rb-S,"['H', 'O', 'Rb', 'S']",4,20,363.4623069275388,2.751061471558091,Monoclinic,C2/m,12,3.2989,False,False,3.30686169,,,,,,,-5.2993129175,-1.61750887075,0.12282402999999,False,,0.0031355,8.62675424724332e-06,NM,0,,,,,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['H+', 'Rb+', 'O2-', 'S2+']",{'icsd': ['icsd-425888']},0.0550263386843777,False,False,False,Gap largo (>2.6 eV),False,False,True,"['mp-1189251', 'mp-1981923', 'mp-1837876']",GGA,outra,False
mp-1225202,Fe4P6SN12,Fe-N-P-S,"['Fe', 'N', 'P', 'S']",4,23,230.7337176285924,4.385485285118221,Tetragonal,I-42m,121,0.0,False,True,7.21328002,,,,,,,-6.933258915652174,0.482813112375776,0.979847048777172,False,,3.9979075,0.017326932279725,FM,4,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['N3-', 'S2+', 'P4+', 'Fe2+', 'P5+']",{},0.0996820067582088,False,False,False,Metal,False,False,False,"['mp-1225202', 'mp-1935667']",GGA,kesterita,True
mp-1221849,Mn4P6SN12,Mn-N-P-S,"['Mn', 'N', 'P', 'S']",4,23,233.78344980940471,4.302508100655799,Tetragonal,I-42m,121,0.0,False,True,7.23322222,,,,,,,-7.110351594347826,0.426067230561683,0.964786119755434,False,,0.0758083,0.000324267179998,FiM,4,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['N3-', 'S2-', 'Mn2+', 'P5+']",{},0.0983816434343452,False,False,False,Metal,False,False,False,"['mp-1221849', 'mp-1866035']",GGA,kesterita,True
mp-1226135,Co4P6SN12,Co-N-P-S,"['Co', 'N', 'P', 'S']",4,23,226.13957045646245,4.565285036705644,Tetragonal,I-42m,121,0.098099999999999,False,False,7.35659751,,,,,,,-9.166741407651928,0.595364143405913,0.976715685282856,False,,0.001115299999999,4.931909960511416e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['N3-', 'S2+', 'P4+', 'P5+', 'Co2+']",{},0.1017071004140254,False,False,False,Gap estreito (<1.0 eV),False,False,False,"['mp-1875811', 'mp-1226135']",GGA,kesterita,True
mp-11147,Na5CuSO2,Cu-Na-O-S,"['Cu', 'Na', 'O', 'S']",4,9,171.9594898359751,2.342284852513859,Tetragonal,P4/mmm,123,1.5205000000000002,False,False,1.11843338,3.441254926666666,5.858162453333333,9.29941738,1.8550619738075231,,,-4.075473327777778,-1.315347740488505,0.0,True,-0.008636391666669,0.019271299999999,0.000112068836784,NM,0,,,0.84,0.277,False,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Na+', 'O2-', 'S2-', 'Cu+']",{'icsd': ['icsd-412977']},0.0523379082398111,True,False,True,Janela PV (1.0–1.8 eV),True,False,True,"['mp-663452', 'mp-2827352', 'mp-2827314', 'mp-664053', 'mp-2827372', 'mp-11147', 'mp-2332306', 'mp-1778386', 'mp-1695831', 'mp-2268323', 'mp-1602397', 'mp-2807093', 'mp-2792800', 'mp-2768921', 'mp-1424998', 'mp-2281634', 'mp-2827791', 'mp-2784662', 'mp-2826760', 'mp-2784613', 'mp-2807086', 'mp-2286740', 'mp-658340', 'mp-1541690', 'mp-2827433', 'mp-2827429', 'mp-1541027', 'mp-2809675', 'mp-2067945']",GGA,outra,False
mp-1147767,Ba2CuSO2,Ba-Cu-O-S,"['Ba', 'Cu', 'O', 'S']",4,6,118.11586179117263,5.655250233537134,Tetragonal,P4/mmm,123,0.0,False,True,2.83492633,,,,,,,-5.720303528333333,-2.058557482916666,0.141826206250001,False,,0.002814499999999,2.382829839548561e-05,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'S2-', 'Cu2+', 'Ba2+']",{},0.0507975805197774,False,False,False,Metal,False,False,False,"['mp-1934983', 'mp-1147767']",GGA,outra,False
mp-1147582,Sr2CuSO2,Cu-O-S-Sr,"['Cu', 'O', 'S', 'Sr']",4,6,104.79006472032388,4.799061109029558,Tetragonal,P4/mmm,123,0.0,False,True,3.0711683,,,,,,,-5.7238028,-2.13757237125,0.156575291145832,False,,0.0034838,3.3245518163367666e-05,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'Sr2+', 'S2-', 'Cu2+']",{},0.0572573365233957,False,False,False,Metal,False,False,False,"['mp-1798038', 'mp-1396998', 'mp-1626909', 'mp-1147582', 'mp-2312174', 'mp-1759417', 'mp-2088697', 'mp-1147597']",GGA,outra,False
mp-1147584,NaCuSI,Cu-I-Na-S,"['Cu', 'I', 'Na', 'S']",4,4,89.93240681693943,4.533082737452468,Tetragonal,P4/mmm,123,0.0,False,True,3.55690504,,,,,,,-3.169769242499999,-0.394184798469826,0.553217990833332,False,,0.436639799999999,0.004855199760068,FM,1,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Na+', 'S-', 'I-', 'Cu+']",{},0.044477848882018,False,False,False,Metal,False,False,False,"['mp-1428136', 'mp-2165121', 'mp-1617593', 'mp-1871538', 'mp-1147584', 'mp-1731825', 'mp-2443854']",GGA,outra,False
mp-1206303,Cu2BiSO2,Bi-Cu-O-S,"['Bi', 'Cu', 'O', 'S']",4,6,133.5857299292079,4.973897978571391,Tetragonal,P4/mmm,123,0.0,False,True,1.48391885,,,,,,,-4.614854995,-0.261227099583333,0.7831079849062491,False,,0.0001792,1.34146064923974e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['O2-', 'S2-', 'Bi2+', 'Cu2+']",{'pf': ['pf-30625']},0.0449149770950806,False,False,False,Metal,False,False,True,"['mp-1873239', 'mp-1206303']",GGA,outra,False
mp-1219704,PrSmSeS,Pr-S-Se-Sm,"['Pr', 'S', 'Se', 'Sm']",4,4,100.72951766846673,6.63184612607516,Tetragonal,P4/mmm,123,0.0,False,True,5.51146712,,,,,,,-6.41410834,-2.127266644127604,0.042204424999999,False,,0.0001238,1.229033979964697e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Sm2+', 'Pr2+', 'Se2-', 'S2-']",{},0.039710306299344,False,False,True,Metal,False,False,False,"['mp-2692715', 'mp-1797492', 'mp-1613845', 'mp-2165207', 'mp-1420251', 'mp-1757585', 'mp-1219704']",GGA,outra,False
