material_id,formula,band_gap,is_gap_direct,energy_above_hull,formation_energy_per_atom,crystal_system,spacegroup_symbol,spacegroup_number,estrutura_esperada,regime_calc,density,efermi,theoretical,has_experimental_ref,possible_species,familia
mp-546625,HoBi2BrO4,1.366499999999999,False,0.0,-2.418701072499999,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.471310045810544,3.54824264,False,True,"['Br-', 'O2-', 'Ho3+', 'Bi3+']",Perovskita Dupla
mp-545847,LuBi2BrO4,1.3984,False,0.0,-2.428291011458334,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.774656788566745,3.68937843,False,True,"['Br-', 'O2-', 'Lu3+', 'Bi3+']",Perovskita Dupla
mp-546350,TmBi2BrO4,1.360199999999999,False,0.0,-2.428541616875002,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.65940498370539,3.7383759,False,True,"['Tm3+', 'Br-', 'O2-', 'Bi3+']",Perovskita Dupla
mp-549475,TbBi2BrO4,1.2946,False,0.0,-2.412139328958334,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.361980309129768,3.63791264,False,True,"['Br-', 'O2-', 'Bi3+', 'Tb3+']",Perovskita Dupla
mp-550111,SmBi2BrO4,1.278299999999999,False,0.0,-2.383572875,Tetragonal,P4/mmm,123,perovskita dupla,HSE06,8.026407564314274,3.31736093,False,True,"['Br-', 'O2-', 'Sm3+', 'Bi3+']",Perovskita Dupla
mp-551900,PrBi2BrO4,1.2269,False,0.0,-2.343494804583335,Tetragonal,P4/mmm,123,perovskita dupla,GGA,7.730757360497485,3.30704816,False,True,"['Br-', 'O2-', 'Pr3+', 'Bi3+']",Perovskita Dupla
mp-553242,NdBi2BrO4,1.219899999999999,False,0.0,-2.3604428240625,Tetragonal,P4/mmm,123,perovskita dupla,GGA,7.878409326036207,3.31002276,False,True,"['Br-', 'Nd3+', 'O2-', 'Bi3+']",Perovskita Dupla
mp-552992,DyBi2BrO4,1.329,False,0.0,-2.415745113333333,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.423513003242995,3.59795013,False,True,"['Br-', 'O2-', 'Dy3+', 'Bi3+']",Perovskita Dupla
mp-553243,YBi2BrO4,1.339999999999999,False,0.0,-2.398279179375002,Tetragonal,P4/mmm,123,perovskita dupla,GGA,7.776488269165777,3.70173793,False,True,"['Br-', 'Y3+', 'O2-', 'Bi3+']",Perovskita Dupla
mp-562809,GdBi2BrO4,1.023199999999999,False,0.0,-2.385056775625001,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.187904483538329,3.59930058,False,True,"['Br-', 'O2-', 'Bi3+', 'Gd3+']",Perovskita Dupla
mp-1112112,Cs2TlAsBr6,1.2314,True,0.0,-1.421802531014368,Cubic,Fm-3m,225,perovskita dupla,GGA,4.297186140169187,0.86213521,True,False,"['Br-', 'Cs+', 'As3+', 'Tl+']",Perovskita Dupla
mp-1113578,Cs2AgAsBr6,1.116099999999999,False,0.0,-1.322267520847702,Cubic,Fm-3m,225,perovskita dupla,GGA,4.676508544950792,0.53278941,True,False,"['Br-', 'Ag+', 'Cs+', 'As3+']",Perovskita Dupla
mp-1114011,Rb2NaTlBr6,1.0102,True,0.0,-1.528904055971265,Cubic,Fm-3m,225,perovskita dupla,GGA,3.943708613696137,-0.87926837,True,False,"['Br-', 'Na+', 'Rb+', 'Tl3+']",Perovskita Dupla
mp-989405,Cs2LiInBr6,1.318,True,0.0,-1.701866446931034,Cubic,Fm-3m,225,perovskita dupla,GGA,4.218931981310846,0.14427298,True,False,"['In3+', 'Br-', 'Cs+', 'Li+']",Perovskita Dupla
mp-545728,PrBi2IO4,1.2196999999999991,False,0.0,-2.260997688333334,Tetragonal,P4/mmm,123,perovskita dupla,HSE06,7.840832859878374,4.06878921,False,True,"['I-', 'O2-', 'Pr3+', 'Bi3+']",Perovskita Dupla
mp-546266,DyBi2IO4,1.3667999999999991,False,0.0,-2.325755380833334,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.475085632881713,4.25411149,False,True,"['I-', 'O2-', 'Dy3+', 'Bi3+']",Perovskita Dupla
mp-546672,LaBi2IO4,1.2225,False,0.0,-2.301724320000001,Tetragonal,P4/mmm,123,perovskita dupla,GGA,7.780607084812007,4.87872658,False,True,"['O2-', 'I-', 'La3+', 'Bi3+']",Perovskita Dupla
mp-549333,NdBi2IO4,1.265399999999999,False,0.0,-2.2763558465625,Tetragonal,P4/mmm,123,perovskita dupla,GGA,7.95784603368427,4.06858632,False,True,"['Nd3+', 'I-', 'O2-', 'Bi3+']",Perovskita Dupla
mp-550635,LuBi2IO4,1.4425,False,0.0,-2.334368720208334,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.81156484290883,4.3971935,False,True,"['I-', 'Lu3+', 'O2-', 'Bi3+']",Perovskita Dupla
mp-551101,HoBi2IO4,1.391099999999999,False,0.0,-2.32765876125,Tetragonal,P4/mmm,123,perovskita dupla,HSE06,8.556000610459362,4.30774963,False,True,"['I-', 'Ho3+', 'O2-', 'Bi3+']",Perovskita Dupla
mp-551250,ErBi2IO4,1.375,False,0.0,-2.332201546875,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.578807971338948,4.32241971,False,True,"['I-', 'Er3+', 'O2-', 'Bi3+']",Perovskita Dupla
mp-552292,SmBi2IO4,1.3061,False,0.0,-2.297366305000001,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.140188772695069,3.98259743,False,True,"['I-', 'Sm3+', 'O2-', 'Bi3+']",Perovskita Dupla
mp-551816,YBi2IO4,1.3836,False,0.0,-2.308525149375,Tetragonal,P4/mmm,123,perovskita dupla,HSE06,7.656378784706029,4.35321325,False,True,"['Y3+', 'I-', 'O2-', 'Bi3+']",Perovskita Dupla
mp-552738,TmBi2IO4,1.425899999999999,False,0.0,-2.336686201875002,Tetragonal,P4/mmm,123,perovskita dupla,HSE06,8.683084204108507,4.31253312,False,True,"['Tm3+', 'I-', 'O2-', 'Bi3+']",Perovskita Dupla
mp-552857,TbBi2IO4,1.326699999999999,False,0.0,-2.323286912708334,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.372897998543069,4.215383089999999,False,True,"['I-', 'O2-', 'Bi3+', 'Tb3+']",Perovskita Dupla
mp-628631,GdBi2IO4,1.3080999999999992,False,0.0,-2.297375686875001,Tetragonal,P4/mmm,123,perovskita dupla,GGA,8.29867445991187,4.17320534,False,True,"['I-', 'O2-', 'Bi3+', 'Gd3+']",Perovskita Dupla
mp-1112544,Cs2TlAsI6,1.0046,True,0.0,-1.059115153014369,Cubic,Fm-3m,225,perovskita dupla,GGA,4.531964694635132,1.66666667,True,False,"['I-', 'Cs+', 'As3+', 'Tl+']",Perovskita Dupla
mp-1111735,Rb2AgAsBr6,1.0799,False,0.000632197750001,-1.289603306416666,Cubic,Fm-3m,225,perovskita dupla,GGA,4.132635607443658,0.28966561,True,False,"['Br-', 'Rb+', 'Ag+', 'As3+']",Perovskita Dupla
mp-557303,Ag2NClO3,1.71,False,0.004609555714286,-0.68977540690476,Orthorhombic,Pnma,62,perovskita dupla,GGA,4.678561123032568,0.77217325,False,True,"['N5+', 'O2-', 'Ag+', 'Cl-']",Perovskita Dupla
mp-1222826,Li2Zr6MnCl15,1.1644,False,0.004665175972224,-2.012156412691572,Tetragonal,I4/mmm,139,perovskita dupla,GGA,3.233688651459102,2.52055177,True,False,"['Cl-', 'Li+', 'Zr2+', 'Mn+']",Perovskita Dupla
mp-559933,Ba3In2Cl2O5,1.4236,False,0.00497926916667,-2.579075120694444,Tetragonal,I4/mmm,139,perovskita dupla,GGA,5.578266375326418,2.93125275,False,True,"['Cl-', 'O2-', 'In3+', 'Ba2+']",Perovskita Dupla
mp-1078250,Cs2AgBiBr6,1.3547,False,0.005524869812501,-1.456030710097701,Cubic,Fm-3m,225,perovskita dupla,GGA,4.652655552917027,0.57378942,False,True,"['Br-', 'Ag+', 'Cs+', 'Bi3+']",Perovskita Dupla
mp-643397,H8Pd(NCl3)2,1.0972,False,0.005554570882353,-0.816932634117647,Cubic,Fm-3m,225,perovskita dupla,GGA,2.534519730859544,-0.27486081,False,True,"['N3-', 'H+', 'Cl-', 'Pd4+']",Perovskita Dupla
mp-1110874,K2InAgCl6,1.2922,True,0.006189198999998,-1.674026557283333,Cubic,Fm-3m,225,perovskita dupla,GGA,2.949555453396399,0.32014376,True,False,"['Cl-', 'K+', 'Ag+', 'In3+']",Perovskita Dupla
mp-1111434,Cs2NaMoCl6,1.6371,True,0.006399425750007,-1.778304948000018,Cubic,Fm-3m,225,perovskita dupla,GGA,3.323508574754686,1.61863388,True,False,"['Cl-', 'Na+', 'Cs+', 'Mo3+']",Perovskita Dupla
mp-1205696,Cs2NaCrCl6,1.3532,True,0.0072841995,-1.90785124525,Cubic,Fm-3m,225,perovskita dupla,GGA,3.202787155781387,0.55652007,True,True,"['Na+', 'Cr3+', 'Cs+', 'Cl-']",Perovskita Dupla
mp-557049,CdSbS2Cl,1.6373,False,0.007451008750001,-0.679851513374998,Orthorhombic,Pnma,62,perovskita dupla,GGA,4.532820729249766,3.16455048,False,True,"['Cl-', 'Cd2+', 'S2-', 'Sb3+']",Perovskita Dupla
